Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G8.10,1,"Alpha Standardized Science G8.10 Created By STC 11 The diagrams below show the sedimentary rock layers found at two different locations 20km apart. As such, layers at the same depth are not necessarily the same age. Letters A, B, and C represent different index fossils present in the layers. Which two layers are approximately the same age?",Diagram/image referenced in question,MC,"A) layer 1 and layer 6, B) layer 2 and layer 5, C) layer 3 and layer 4, D) layer 3 and layer 6 Which of the following best describes the relationship between genes, chromosomes, and proteins?",C,8,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,2,Pattern recognition implicitly involved but not explicitly required.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.10,2,"Which of the following best describes the relationship between genes, chromosomes, and proteins?",None,MC,"A) Genes are made of proteins and located on chromosomes., B) Chromosomes are made of proteins and contain genes., C) Genes are segments of DNA located on chromosomes and control protein production., D) Proteins are made of genes and are located on chromosomes. Sarah is studying fruit flies in her science class. She notices that one fly has white eyes instead of the typical red eyes.",C,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.10,3,"Sarah is studying fruit flies in her science class. She notices that one fly has white eyes instead of the typical red eyes. Her teacher explains that this is due to a mutation in a gene that controls eye color. Based on this information, which of the following is the MOST LIKELY explanation for the white-eyed fruit fly?",None,MC,"A) The mutation caused the fly to produce more red pigment., B) The mutation prevented the fly from producing the red eye pigment., C) The mutation changed the fly's eye shape, making them appear white., D) The mutation caused the fly’s body to reflect light differently, making the red eyes appear white. In a population of moths, some have light-colored wings while others have dark-colored wings. The population lives in",B,8,,1,No phenomenon or scenario. Pure recall/definition question.,3,Requires constructing explanations or engaging in argumentation.,1,Direct recall of definition or fact. No reasoning with DCI.,1,CCC implicitly present but not engaged for reasoning.,1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.10,4,"In a population of moths, some have light-colored wings while others have dark-colored wings. The population lives in an area with light-colored tree bark. Which of the following best explains how this variation might affect the moths' survival?",None,MC,"A) Light-colored moths will have an advantage because they blend in with the tree bark., B) Dark-colored moths will have an advantage because they absorb more sunlight., C) Wing color has no effect on survival; all moths have an equal chance of surviving., D) Both wing colors provide equal camouflage against the tree bark. Which of the following technologies have humans used to influence the inheritance of desired traits in organisms?",A,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,3,Grade-appropriate DCI used for reasoning in context.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.10,5,Which of the following technologies have humans used to influence the inheritance of desired traits in organisms? Select all that apply.,None,MC,"A) Selective breeding of crops for higher yield., B) Gene therapy to treat genetic disorders., C) Cloning of animals with desirable traits., D) Natural pollination of plants by insects. E Genetic modification of bacteria to produce insulin. F Use of antibiotics to treat bacterial infections. The graph below shows the beak depth of a population of finches on an island over several generations.",,8,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",2,Structure-function relationship implicitly present.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.10,6,"E Genetic modification of bacteria to produce insulin. F Use of antibiotics to treat bacterial infections. The graph below shows the beak depth of a population of finches on an island over several generations. Based on the graph, which of the following best explains the change in beak depth over time? Select all that apply.",Diagram/image referenced in question,MC,"A) Natural selection favored finches with larger beaks, allowing them to survive and reproduce more successfully over time., B) The finches with smaller beaks gradually developed larger beaks during their lifetime in response to environmental challenges., C) Finches with larger beaks were better able to access food during droughts, leading to greater survival and reproduction., D) A random mutation that increased beak size was beneficial and spread throughout the population over several generations. E The finches’ beak sizes changed randomly without any connection to survival or reproduction. F The island’s food sources changed, favoring finches with larger beaks, which could crack open tougher seeds more efficiently. The image below shows the forelimb structures of four different animals. Evaluate the similarities and differences to",C,8,,3,Real-world scenario with visual component provides some context for reasoning.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,3,"Requires applying science understanding in context, beyond simple recall.",1,CCC implicitly present but not engaged for reasoning.,2.75,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.10,7,"several generations. E The finches’ beak sizes changed randomly without any connection to survival or reproduction. F The island’s food sources changed, favoring finches with larger beaks, which could crack open tougher seeds more efficiently. The image below shows the forelimb structures of four different animals. Evaluate the similarities and differences to answer the question. Based on the anatomical similarities shown in the image, which statement best supports the idea of a common ancestor for these animals?",Diagram/image referenced in question,MC,"A) geologist discovers a rock formation with layers containing fossils of different marine organisms. The bottom layer, B) The limbs all have the same function., C) The limbs have a similar basic bone structure., D) The limbs all have the same number of digits.",C,8,,3,Real-world scenario with visual component provides some context for reasoning.,3,Requires constructing explanations or engaging in argumentation.,3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.10,8,"contains trilobite fossils, the middle layer has fish fossils, and the top layer has fossils of early amphibians. What can the geologist conclude about the relative ages of these organisms?",None,MC,"A) Amphibians existed before fish and trilobites., B) Trilobites, fish, and amphibians all lived at the same time., C) Trilobites existed before fish, which existed before amphibians., D) The fossils were randomly distributed and don't indicate age. Embryos are unborn or unhatched organisms in the early stages of development. As they grow, their physical features",C,8,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.10,9,"Embryos are unborn or unhatched organisms in the early stages of development. As they grow, their physical features change. Some features become more specialized, while others disappear. Embryos of different species can share similar traits that are not visible in adults. Many of these shared traits are homologous features—features inherited from a common ancestor. These provide evidence of evolutionary relationships among species. Which of the following characteristics does NOT typically provide evidence of evolutionary relationships when comparing embryos of different species?",None,MC,"A) student is designing a bumper for a toy car to minimize damage during collisions. Which of the following designs, B) Number of limb buds, C) Adult body size, D) Gill slits",C,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.10,10,best applies Newton's Third Law to reduce the force of impact?,None,MC,"A) A rigid metal bumper that doesn't bend upon impact., B) A bumper made of soft foam that compresses on impact., C) A bumper with blunt spikes to deflect other objects., D) A very heavy bumper to increase the car's mass. Which statement best describes the relationship between force, mass, and motion?",B,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
