Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G8.8,1,"Alpha Standardized Science G8.8 Created By STC 11 Using your knowledge of taxonomy, complete the following cladogram below: Question: Which of the following represents the most recently shared trait by birds and reptiles?",Diagram/image referenced in question,MC,"A) Eukaryotes, B) Four Limbs, C) Egg Shells, D) Hair/Fur What are some ways that you can reduce your negative impact on the environment?",,8,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,2,Structure-function relationship implicitly present.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.8,2,What are some ways that you can reduce your negative impact on the environment?,None,MC,"A) Take more trips in your car., B) Do not waste food., C) Unplug appliances when not in use., D) Decrease dependence on fossil fuels Which of the following graphs best represents average kinetic energy on the y-axis vs temperature on the x-axis?",,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.8,3,"Which of the following graphs best represents average kinetic energy on the y-axis vs temperature on the x-axis? A B C D Use the information about zebra mussels and your knowledge of science to answer the questions. Zebra Mussels Zebra mussels are small shellfish that are normally found in Eastern Europe. This species was first observed in the Great Lakes area of North America in the 1980s, likely as a result of the zebra mussels attaching to the sides of ships. Zebra mussels reproduce very rapidly in their five- year lifespan. A single zebra mussel can produce five million eggs, with 100,000 of those eggs potentially reaching adulthood. Their main diet is algae and plankton, which can have a large impact on other organisms in the food web Figure 1 shows the relative sizes of zebra mussels compared to a small coin. Zebra mussels can spread into new bodies of water by attaching to the sides of ships. They can then spread throughout nearby waterways on they start reproducing. This makes zebra mussels extremely difficult to remove from an ecosystem once they are introduced. One example of a waterway system where this has happened is in the Great Lakes. Graph 1 shows the growth of zebra mussels in different bodies of water in Michigan, Wisconsin, and Minnesota between 1990 and 2005. Many of these bodies of water throughout the three states are connected to the Great Lakes where zebra mussels were first observed. Figure 2 shows the impact that zebra mussels have on the flow of energy and matter in Lake Michigan. In ecosystems without zebra mussels, most of the energy flows from algae and plankton to fish. Once zebra mussels spread to an ecosystem, most of the energy then flows from algae and plankton directly to the zebra mussels. The figure also shows what percentage of the total ecosystem's mass each organism group makes up. Lake Tahoe is one of the largest freshwater lakes in the United States. A new program recently started in the Lake Tahoe area that is being used to monitor for zebra mussels. The water in Lake Tahoe must be kept as clean as possible to help when inspecting the water for the presence of zebra mussels. The efforts at Lake Tahoe have shown that aggressive management strategies can help prevent the spread of these types of species. Based on Figure 2, which statement best explains a negative impact that zebra mussels can have on an ecosystem?",Diagram/image referenced in question,MC,,,8,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.5,Doing Science,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.8,4,"A B C D Use the information about zebra mussels and your knowledge of science to answer the questions. Zebra Mussels Zebra mussels are small shellfish that are normally found in Eastern Europe. This species was first observed in the Great Lakes area of North America in the 1980s, likely as a result of the zebra mussels attaching to the sides of ships. Zebra mussels reproduce very rapidly in their five- year lifespan. A single zebra mussel can produce five million eggs, with 100,000 of those eggs potentially reaching adulthood. Their main diet is algae and plankton, which can have a large impact on other organisms in the food web Figure 1 shows the relative sizes of zebra mussels compared to a small coin. Zebra mussels can spread into new bodies of water by attaching to the sides of ships. They can then spread throughout nearby waterways on they start reproducing. This makes zebra mussels extremely difficult to remove from an ecosystem once they are introduced. One example of a waterway system where this has happened is in the Great Lakes. Graph 1 shows the growth of zebra mussels in different bodies of water in Michigan, Wisconsin, and Minnesota between 1990 and 2005. Many of these bodies of water throughout the three states are connected to the Great Lakes where zebra mussels were first observed. Figure 2 shows the impact that zebra mussels have on the flow of energy and matter in Lake Michigan. In ecosystems without zebra mussels, most of the energy flows from algae and plankton to fish. Once zebra mussels spread to an ecosystem, most of the energy then flows from algae and plankton directly to the zebra mussels. The figure also shows what percentage of the total ecosystem's mass each organism group makes up. Lake Tahoe is one of the largest freshwater lakes in the United States. A new program recently started in the Lake Tahoe area that is being used to monitor for zebra mussels. The water in Lake Tahoe must be kept as clean as possible to help when inspecting the water for the presence of zebra mussels. The efforts at Lake Tahoe have shown that aggressive management strategies can help prevent the spread of these types of species. Based on Figure 2, which statement best explains a negative impact that zebra mussels can have on an ecosystem?",Diagram/image referenced in question,MC,"A) A growing number of zebra mussels can increase the amount of algae and plankton in the water., B) A growing number of zebra mussels can decrease the water temperature., C) A growing number of zebra mussels can increase the number of decomposers at the bottom of a waterway., D) A growing number of zebra mussels can decrease the number of fish living in the water. Part A Which conclusion about the spread of zebra mussels in different waterways is most supported by the",,8,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.5,Doing Science,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.8,5,Part A Which conclusion about the spread of zebra mussels in different waterways is most supported by the evidence in Graph 1? (a),Diagram/image referenced in question,MC,"A) ""This species was first observed in the Great Lakes area of North America in the 1980s, likely as a result of the zebra mussels attaching to the sides of ships."", B) ""A single zebra mussel can produce five million eggs, with 100,000 of those eggs potentially reaching adulthood."", C) ""Their main diet is algae and plankton, which can have a large impact on other organisms in the food web "", D) ""The efforts at Lake Tahoe have shown that aggressive management strategies can help prevent the spread of these types of species."" If natural selection is occurring, what will happen next?",,8,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Pattern recognition implicitly involved but not explicitly required.,3.0,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.8,6,"of these types of species."" If natural selection is occurring, what will happen next?",None,MC,"A) there will be a larger population of green beetles, B) there will be a larger population of orange beetles, C) there will be a larger population of crow's in this ecosystem, D) there will be no effect on the beetles because they will continue to reproduce The table shows the gravitation force between four set of objects.",,8,,2,Real-world reference provides some context but limited uncertainty.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.8,7,The table shows the gravitation force between four set of objects. Which of these is a claim that can be made based on the data in the table?,Diagram/image referenced in question,MC,"A) Gravitational force is attractive only when the interacting objects are of the same mass., B) Gravitational force is attractive only when the interacting objects have different masses., C) Gravitational force is the largest when both the interacting objects have the same mass., D) Gravitational force increases with an increase in the mass of either one or both the interacting objects. The table shows the mass, gravitational pull, and distance from the sun for seven of the planets.",,8,,2,Visual provided but limited scenario context. Somewhat guided.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.8,8,"The table shows the mass, gravitational pull, and distance from the sun for seven of the planets. Which conclusion can be justified based on the data in the table? Mass in Gravitational Pull as Compared to Earth (Amount Distance from the Sun Planet Kilograms Earth’s gravitational pull is multiplied by) in Kilometers Mercury 3.30 × 1023 0.38 58,000,000 Venus 4.8675 × 1024 0.904 108,000,000 Mars 6.4171 × 1023 0.38 228,000,000 Jupiter 1.8986 × 1027 2.528 778,000,000 Saturn 5.6846 × 1026 1.065 1,427,000,000 Uranus 8.68 × 1025 0.886 2,871,000,000 Neptune 1.0243 × 1026 1.14 4,498,000,000",Diagram/image referenced in question,MC,"A) student reads that all planets in the Solar System revolve around the Sun in a fixed orbit in a fixed amount of time known as the orbital period, as shown in the table. He reads that every planet experiences a different gravitational pull towards the Sun. Gravity is a force that is exerted by an object in space on every other object. The gravitational pull of the Sun influences the orbit of the planets. When the distance between the objects is small the gravitational pull exerted is strong. This pull also causes the formation of tides on Earth. This is knows as tidal force. The tidal force of the Moon is however stronger than the tidal force of the Sun. He prepares a scale down model of the Solar System using the data in the table. Why is the Moon's tidal force stronger than the tidal force of the Sun?, B) Planets that have smaller masses have the same gravitational pull., C) Planets that are farther away from the sun tend to be smaller in size., D) Planets with weaker gravitational pulls are farther away from the sun. Answer the following questions after reading this passage. Effects of Gravity",,8,,2,Visual provided but limited scenario context. Somewhat guided.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,3,"Requires applying science understanding in context, beyond simple recall.",2,Pattern recognition implicitly involved but not explicitly required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G8.8,9,"period, as shown in the table. He reads that every planet experiences a different gravitational pull towards the Sun. Gravity is a force that is exerted by an object in space on every other object. The gravitational pull of the Sun influences the orbit of the planets. When the distance between the objects is small the gravitational pull exerted is strong. This pull also causes the formation of tides on Earth. This is knows as tidal force. The tidal force of the Moon is however stronger than the tidal force of the Sun. He prepares a scale down model of the Solar System using the data in the table. Why is the Moon's tidal force stronger than the tidal force of the Sun?",Diagram/image referenced in question,MC,"A) The Sun is heavier than the Moon., B) The Moon is closer to the Earth than the Sun., C) The Moon revolves around the Earth and the Sun doesn't., D) The Moon is closer to the Sun than Earth. Why does the orbital period of the planets from Mercury to Neptune increase?",,8,,2,Visual provided but limited scenario context. Somewhat guided.,4,Engages investigation practices with data analysis.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G8.8,10,Why does the orbital period of the planets from Mercury to Neptune increase?,None,MC,"A) The impact of gravity decreases as the distance between the planets and the Sun increases., B) The mass of the planets increases from Mercury to Neptune and heavier planets move more slowly., C) The gravitational pull of planets on each other increases or reduces their orbital period., D) The presence of Earth's Moon disturbs the orbital period of the planets as it exerts its tidal force on other planets. By increasing the pendulum's mass and releasing the pendulum from a greater height the potential energywill",,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
