Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G8.6,1,Alpha Standardized Science G8.6 Created By STC Account Less friction acting on the ball will create ( balanced / unbalanced ) forces resulting in the speed of the ball to ( increase / decrease / stay the same ) as it travels down the ramp. The ball traveling down the modified ramp with less friction will have (a slower speed than / a faster speed than / the same speed as ) the ball traveling down the first ramp The student switches the ball used in Setup 1 with a ball that has a mass of 2 kilograms. Another student states that,None,MC,,,8,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.6,2,Less friction acting on the ball will create ( balanced / unbalanced ) forces resulting in the speed of the ball to ( increase / decrease / stay the same ) as it travels down the ramp. The ball traveling down the modified ramp with less friction will have (a slower speed than / a faster speed than / the same speed as ) the ball traveling down the first ramp The student switches the ball used in Setup 1 with a ball that has a mass of 2 kilograms. Another student states that the potential energy of the 2-kilogram ball would be the same as the potential energy of the 1-kilogram ball since they would be placed at the same heights. Which statement best explains whether the student’s statement is correct or incorrect?,None,MC,"A) The statement is correct because the gravitational force acting on objects with different masses is the same., B) The statement is incorrect because an object with more mass has less potential energy due to increased air resistance., C) The statement is incorrect because more force is needed to lift an object with more mass to the same height as an object with less mass., D) The statement is correct because the potential energy of any object with mass is based on an object’s height above the ground and the speed at which it travels. Read the following and answer the Questions. Passage 1 The Unexpected Effects of Wolves in Yellowstone National Park In the 1920s, wolves were officially removed from Yellowstone National Park. Wolves are predators that occasionally prey on domesticated animals, and people were afraid that they might also harm humans. They used hunting and other methods to remove all of the wolves from Yellowstone. By the 1990s, the Yellowstone ecosystem had significantly changed. One major difference was the reduction of aspen, cottonwood, and willow trees growing along streams. Yellowstone was experiencing a drought, and without any wolves to prey on elk, the elk population was at its highest level. Elk eat young trees and shrubs, especially in winter when the snow covers up shorter plants. During this period, nearly all of the young trees were eaten by elk before they could grow to maturity. This loss affected many animals, including the birds that nest in trees, the bison that compete with elk for the young trees, and the beavers that use the trees as a source of food and shelter. In 1995 and 1996, a total of 21 wolves were released into Yellowstone. Since then, scientists have been recording observations in the Yellowstone ecosystem. For example, they observed wolves often eating only about half of a prey animal and the rest of the animal was then eaten by scavengers. Scientists also observed more young trees and shrubs growing to maturity. The return of the trees has seemed to slow the water flow in streams and it provides beavers material to build dams and shelters. Beaver dams are barriers across moving water. The dams slow the streams even further and trap sediments in areas where new willow trees can grow. The overall effect of the wolves seems to be helping to restore a balance in the Yellowstone ecosystem. Although much work still needs to be done. The table shows the change in the size of willow tree stems in sample areas of the Yellowstone ecosystem between",,8,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.6,3,"above the ground and the speed at which it travels. Read the following and answer the Questions. Passage 1 The Unexpected Effects of Wolves in Yellowstone National Park In the 1920s, wolves were officially removed from Yellowstone National Park. Wolves are predators that occasionally prey on domesticated animals, and people were afraid that they might also harm humans. They used hunting and other methods to remove all of the wolves from Yellowstone. By the 1990s, the Yellowstone ecosystem had significantly changed. One major difference was the reduction of aspen, cottonwood, and willow trees growing along streams. Yellowstone was experiencing a drought, and without any wolves to prey on elk, the elk population was at its highest level. Elk eat young trees and shrubs, especially in winter when the snow covers up shorter plants. During this period, nearly all of the young trees were eaten by elk before they could grow to maturity. This loss affected many animals, including the birds that nest in trees, the bison that compete with elk for the young trees, and the beavers that use the trees as a source of food and shelter. In 1995 and 1996, a total of 21 wolves were released into Yellowstone. Since then, scientists have been recording observations in the Yellowstone ecosystem. For example, they observed wolves often eating only about half of a prey animal and the rest of the animal was then eaten by scavengers. Scientists also observed more young trees and shrubs growing to maturity. The return of the trees has seemed to slow the water flow in streams and it provides beavers material to build dams and shelters. Beaver dams are barriers across moving water. The dams slow the streams even further and trap sediments in areas where new willow trees can grow. The overall effect of the wolves seems to be helping to restore a balance in the Yellowstone ecosystem. Although much work still needs to be done. The table shows the change in the size of willow tree stems in sample areas of the Yellowstone ecosystem between 1995 and 2010. Which conclusion about the number of beaver colonies between 2000 and 2010 is best supported by the data?",Diagram/image referenced in question,MC,"A) The number of beaver colonies decreased because the amount of available food for beavers decreased., B) The number of beaver colonies increased because the beavers adapted to a change in the food sources available., C) The number of beaver colonies increased because the amount of available resources for food and shelter increased., D) The number of beaver colonies decreased because the beavers were unable to use the resources for food and to build shelters. Grizzly bears, black bears, eagles, and ravens are scavengers in the Yellowstone ecosystem. Based on the information,",,8,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.25,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.6,4,"to build shelters. Grizzly bears, black bears, eagles, and ravens are scavengers in the Yellowstone ecosystem. Based on the information, which statement explains how the reintroduction of wolves has most likely affected the populations of scavengers?",None,MC,"A) Scavenger populations likely decreased because wolves prey on scavengers., B) Scavenger populations likely decreased because wolves and scavengers compete for the same resources., C) Scavenger populations likely increased because wolves provide a food source for scavengers., D) Scavenger populations likely increased because wolves provide habitat for scavengers when the wolves create and abandon their dens. Which statement best explains how the reduction in the elk population might have affected the bison population?",,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,3,"Requires applying science understanding in context, beyond simple recall.",2,Systems thinking implicitly involved but not consciously used for sense-making.,2.75,High Guided Integration,Meets,Meets,Meets,Meets,Needs Improvement,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.6,5,and abandon their dens. Which statement best explains how the reduction in the elk population might have affected the bison population?,None,MC,"A) Fewer elk led to fewer bison being preyed on by wolves., B) Fewer elk consumed young trees, increasing the food available for bison., C) Fewer elk led to an increase in competition for resources between elk and bison., D) Fewer elk consumed young trees, decreasing the variety of food sources available for both species. How can beaver activity change conditions in the Yellowstone ecosystem to result in an increase in the beaver",,8,,2,Real-world reference provides some context but limited uncertainty.,3,Requires constructing explanations or engaging in argumentation.,3,Grade-appropriate DCI used for reasoning in context.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.6,6,How can beaver activity change conditions in the Yellowstone ecosystem to result in an increase in the beaver population?,None,MC,"A) by building dams that continue to slow the water and encourage willow trees to grow, B) by building dams that reduce the height of the water so that more willow trees can grow, C) by helping willow trees grow taller so that they become more useful for beavers when they build dams, D) by helping to move soil from streambanks so that more willow trees will fall into the water and create natural log dams",,8,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.6,7,"log dams As the (speed/mass ) increases, the kinetic energy of the car (increases/decreases/ stays the same ) Read the following and answer the Questions. Passage 1 Changes in Organisms over Time Using fossil evidence, scientists can learn how organisms have changed over long periods of time. The chart shows information about how traits of ancestors of the modern horse have changed. People such as farmers and scientists can affect the traits of organisms, including horses, cattle, and corn. Fossil evidence supports the idea that modern corn, also known as maize, is a descendent of teosinte plants. Over time, people chose to plant teosinte seeds from the larger and more productive plants. The size and number of kernels produced in each generation increased and, over thousands of years of breeding, resulted in modern corn plants. Modern cattle are often bred for traits such as high milk production, muscle growth, and small or no horns. Aurochs are one of the earlier cattle species and are ancestors of many modern cattle species. Aurochs were large cattle with long horns, fed on grasses and other plants, and lived in grassland habitats of Europe and Asia. The large horns helped the aurochs protect themselves and their offspring from predators. Most modern cattle have more traits that are desired by people rather than traits that would help them survive in the wild. Use the graph to answer the question.",Diagram/image referenced in question,MC,,,8,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.25,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.6,8,"As the (speed/mass ) increases, the kinetic energy of the car (increases/decreases/ stays the same ) Read the following and answer the Questions. Passage 1 Changes in Organisms over Time Using fossil evidence, scientists can learn how organisms have changed over long periods of time. The chart shows information about how traits of ancestors of the modern horse have changed. People such as farmers and scientists can affect the traits of organisms, including horses, cattle, and corn. Fossil evidence supports the idea that modern corn, also known as maize, is a descendent of teosinte plants. Over time, people chose to plant teosinte seeds from the larger and more productive plants. The size and number of kernels produced in each generation increased and, over thousands of years of breeding, resulted in modern corn plants. Modern cattle are often bred for traits such as high milk production, muscle growth, and small or no horns. Aurochs are one of the earlier cattle species and are ancestors of many modern cattle species. Aurochs were large cattle with long horns, fed on grasses and other plants, and lived in grassland habitats of Europe and Asia. The large horns helped the aurochs protect themselves and their offspring from predators. Most modern cattle have more traits that are desired by people rather than traits that would help them survive in the wild. Use the graph to answer the question. Select two statements that would best explain the change in horses’ body mass over millions of years.",Diagram/image referenced in question,MC,"A) There was increased food availability., B) There was decreased food availability., C) Horses with larger body masses were less likely to survive and reproduce., D) Horses with larger body masses were more likely to survive and reproduce. E Large body mass occurred in individuals as they became adults. During the period when aurochs existed on Earth, they were preyed on by large predators. Some individual aurochs",,8,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.5,Doing Science,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.6,9,"E Large body mass occurred in individuals as they became adults. During the period when aurochs existed on Earth, they were preyed on by large predators. Some individual aurochs had stronger muscles than others. Using an understanding of natural selection, which statement explains why there would most likely be an increase in the stronger-muscle trait in a population of aurochs?",None,MC,"A) Individuals with stronger muscles have a large body mass, and they would be preyed on more than other aurochs., B) Since having stronger muscles is an inherited trait, it would be passed on to every individual in the population that was not preyed on., C) Individuals with stronger muscles would be more likely to run away from predators, and this trait would be passed on to their future offspring., D) Since having stronger muscles would require individuals to consume more food, they would be more exposed to predators than the other aurochs. Some birds will eat corn seeds and teosinte seeds. The chart shows the characteristics of these two types of seeds.",,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,3,Grade-appropriate DCI used for reasoning in context.,2,Structure-function relationship implicitly present.,2.75,High Guided Integration,Meets,Meets,Meets,Meets,Needs Improvement,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.6,10,to predators than the other aurochs. Some birds will eat corn seeds and teosinte seeds. The chart shows the characteristics of these two types of seeds. (a) Part A Corn and teosinte plants are grown in the same area. Which type of plant would likely be more successful at producing offspring that would develop into new plants?,Diagram/image referenced in question,MC,"A) The seeds are large., B) The seeds have a protective structure., C) The seeds are more easily consumed by birds., D) The seeds that fall to the ground are difficult for birds to see. E The seeds remain on the plant rather than falling to the ground. Scientists have developed new techniques for producing organisms with desirable traits. Genetic modification allows",,8,,3,Real-world scenario with visual component provides some context for reasoning.,4,Engages investigation practices with data analysis.,2,DCI present but used at surface level — identification rather than reasoning.,2,Structure-function relationship implicitly present.,2.75,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
