Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G8.1,2,"Alpha Standardized Science G8.1 Created By STC Account 1 When paleontologists study rock layers, they will find that the fossils will appear in the upper layers of the Earth's crust a youngest oldest Earthquakes are natural events that occur when portions of Earth's crust move. The damage that earthquakes can cause depends on their location and size. Scientists use seismographs to monitor and measure the size of earthquakes. Whenever an earthquake occurs, the seismographs record the data. The scientists use this data to determine the location and size of the earthquake. This allows scientists to inform people how far the effects of an earthquake can be felt and if they need to find a safe place. Why is this technology useful?",Diagram/image referenced in question,MC,"A) because it stops earthquakes from happening, B) because it lets people control when earthquakes will occur, C) because it predicts precisely where earthquakes will occur, D) because it lets people know where earthquakes are most likely to occur In the following punnet square, R represents attached ear lobes and r represents unattached ear lobes. What",,8,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,1,No science practice engaged. Recall/identification only.,3,Requires connecting science ideas with data in meaningful application.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.1,3,"In the following punnet square, R represents attached ear lobes and r represents unattached ear lobes. What percentage of the offspring will have attached ear lobes?",None,MC,"A) 25%, B) 50%, C) 75%, D) 100% Scientists make hazard maps for many different types of natural hazards. The map below shows data about wildfires,",,8,,2,Some context provided but limited scenario complexity.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.1,4,"Scientists make hazard maps for many different types of natural hazards. The map below shows data about wildfires, which are unplanned fires burning in wilderness areas. This map shows wildfire data for each county in one region of the United States. Based on the map, which statement is true?",Diagram/image referenced in question,MC,"A) Between 1994 and 2013, Custer County had fewer large wildfires than Okanogan County., B) Between 1994 and 2013, Pierce County had more large wildfires than Curry County., C) Between 1994 and 2013, Shoshone County and Union County had the exact same number of large wildfires, D) Between 1994 and 2013, Union County had more large wildfires than Custer County. Groundwater is the purest and cleanest source of water in the Earth. Because of this, it is preferred and most often",,8,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,4,Engages investigation practices with data analysis.,1,Direct recall of definition or fact. No reasoning with DCI.,1,CCC implicitly present but not engaged for reasoning.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them. Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.1,5,"Groundwater is the purest and cleanest source of water in the Earth. Because of this, it is preferred and most often used for watering crops and plants than other sources of water are. However, groundwater depletion is a serious threat to the environment. Groundwater depletion most commonly occurs when more water is pumped out of the ground than is replaced over a certain period of time. Some types of farming require a large amount of groundwater. Groundwater depletion will force us to pump water from deeper regions of Earth which will consume more resources and affect the environment also. Moreover, it will lead to large bodies of water becoming shallower. Which of the following is the best solution to reduce groundwater depletion?",None,MC,"A) Use fewer chemicals., B) Utilize less water in farming., C) Reduce salt contamination in water., D) To find alternative sources of water, like rivers and lakes. 6 Each parent passes on one allele to their offspring. The 2 alleles together are called a . a genotype phenotype haplotype 7 The physical representation of allele’s is called a: a genotype phenotype heterozygote homozygote Scientists examined rock layers from an area that was once home to both dinosaurs and trilobites, a species of marine",,8,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,1,Direct recall of definition or fact. No reasoning with DCI.,1,CCC implicitly present but not engaged for reasoning.,1.5,Scripted,Does Not Meet,Meets,Does Not Meet,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.1,8,"6 Each parent passes on one allele to their offspring. The 2 alleles together are called a . a genotype phenotype haplotype 7 The physical representation of allele’s is called a: a genotype phenotype heterozygote homozygote Scientists examined rock layers from an area that was once home to both dinosaurs and trilobites, a species of marine organisms. They created a diagram, shown below, of where fossils of both organisms were found as well as layers of igneous rock. Based on the diagram, which evidence supports their explanation that trilobites lived much longer ago than dinosaurs?",Diagram/image referenced in question,MC,"A) Trilobite fossils are located closer to the surface., B) Dinosaur fossils are located closer to the surface., C) Both fossil layers are separated by igneous rock., D) Both fossil layers have igneous rock above them. Mutations can be inherited.",,8,,3,Real-world context with visual information. Some reasoning required.,3,Requires constructing explanations or engaging in argumentation.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.1,9,Mutations can be inherited.,None,MC,"A) True, B) False The graph shows the variation of kinetic energy with velocity for the motion of two objects 1 and 2. Object 1 has a",,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.1,10,The graph shows the variation of kinetic energy with velocity for the motion of two objects 1 and 2. Object 1 has a mass of 50 kg and object 2 has a mass of 20 kg. Which of these statements can be concluded from the data?,Diagram/image referenced in question,MC,"A) group of students is building a marble track. They plan to investigate how the potential and kinetic energies of different types of marbles change as the marbles move through the track. Figure 1 shows the two types of marbles and the different materials the students will use in the investigation. The two types of marbles are identical in size, but are made of different materials and have different masses. The students run several trials using each marble. The students begin each trail by placing a marble at the starting position and then observing the marble until it reaches the end position on the track. The marble track is shown in Figure 2. The students measure how each marble's potential and kinetic energies change at five different points as each marble moves along the track. The students decide to investigate how the mass of each marble affects its kinetic energy. The students will roll each, B) there will be a larger population of orange beetles, C) there will be a larger population of crow's in this ecosystem, D) there will be no effect on the beetles because they will continue to reproduce Use the information about marbles and your knowledge of science to answer the questions. Marbles",,8,,3,Real-world scenario with visual component provides some context for reasoning.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Energy/matter concepts implicitly present.,2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.1,12,"change as the marbles move through the track. Figure 1 shows the two types of marbles and the different materials the students will use in the investigation. The two types of marbles are identical in size, but are made of different materials and have different masses. The students run several trials using each marble. The students begin each trail by placing a marble at the starting position and then observing the marble until it reaches the end position on the track. The marble track is shown in Figure 2. The students measure how each marble's potential and kinetic energies change at five different points as each marble moves along the track. The students decide to investigate how the mass of each marble affects its kinetic energy. The students will roll each marble down the first hill on the track. They will then compare the results for the kinetic energy of both the ceramic marble and the steel marble. Which figure best compares the kinetic energy of each marble when the marbles roll down the hill on the track? A B C D 13 The students measure the speed of one of the marbles at the three points shown in the figure. Select the correct answer from each drop-down menu to complete the paragraph. The speed of the marble at point L will be a the speed of the marble at point M. The speed of the marble at point N will be b the speed of the marble at point M. For the three points measured on the track, the marble will have the most kinetic energy at c and the least kinetic energy at d . a b c faster than faster than point L slower than slower than point M the same as the same as point N d point L point M point N 14 Use the information and your knowledge of science to answer the questions. The Red Bayou project in northwest Louisiana allows farmers to use river water diverted from the Red River when irrigating their crops. Part A Select the correct answer from each drop-down menu to complete the sentences. The amount of groundwater used for irrigation most likely a as more diverted river water became available. The amount of surface water used for irrigation most likely b as more diverted river water became available. a b increased increased decreased decreased Part B",Diagram/image referenced in question,MC,,,8,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Engages investigation practices with data analysis.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.5,Doing Science,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.1,15,"marble down the first hill on the track. They will then compare the results for the kinetic energy of both the ceramic marble and the steel marble. Which figure best compares the kinetic energy of each marble when the marbles roll down the hill on the track? A B C D 13 The students measure the speed of one of the marbles at the three points shown in the figure. Select the correct answer from each drop-down menu to complete the paragraph. The speed of the marble at point L will be a the speed of the marble at point M. The speed of the marble at point N will be b the speed of the marble at point M. For the three points measured on the track, the marble will have the most kinetic energy at c and the least kinetic energy at d . a b c faster than faster than point L slower than slower than point M the same as the same as point N d point L point M point N 14 Use the information and your knowledge of science to answer the questions. The Red Bayou project in northwest Louisiana allows farmers to use river water diverted from the Red River when irrigating their crops. Part A Select the correct answer from each drop-down menu to complete the sentences. The amount of groundwater used for irrigation most likely a as more diverted river water became available. The amount of surface water used for irrigation most likely b as more diverted river water became available. a b increased increased decreased decreased Part B Which change would most likely occur after diverting river water for use in irrigation?",Diagram/image referenced in question,MC,"A) an increase in soil erosion in the river, B) an increase in flooding in the river, C) an increase in the amount of water needed to water cops, D) an increase in sediment, nutrients, and salts on crop soil Strawberry plants can reproduce both sexually and asexually. Strawberry farmers use both kinds of reproduction,",,8,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,3,Requires data analysis — expected use of practice but meaningful reasoning.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.1,16,"Strawberry plants can reproduce both sexually and asexually. Strawberry farmers use both kinds of reproduction, depending on the desired outcome. In which of the following situations would a farmer most likely want the strawberry plants to reproduce sexually?",None,MC,"A) bowling ball, baseball, golf ball, and ping pong ball are all rolling down a bowling lane at the same speed. Which one, B) when making identical copies of a plant, C) when producing fruit that is all the same size, D) when growing many new plants from cuttings",,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
