Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G8.7,1,Alpha Standardized Science G8.7 Created By STC 11 Which characteristic of an extinct organism makes it best suited to be used as an index fossil?,None,MC,"A) an organism whose fossils show evolutionary change over time, B) an organism that was commonly only in specific types of environments, C) an organism that was commonly fossilized during a specific period of time, D) an organism whose fossils are found in rocks ranging in age from ancient to recent times Giselle makes a model, using foam balls, to represent the events in a solar eclipse. To demonstrate this phenomenon",,8,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Structure-function relationship implicitly present.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.7,2,"Giselle makes a model, using foam balls, to represent the events in a solar eclipse. To demonstrate this phenomenon best, the foam ball model should have which characteristic?",Diagram/image referenced in question,MC,"A) city wants to build a new concert hall. They want to avoid echoes and background noises., B) the ability of balls to revolve around each other, C) a source of light within each ball, D) a different color for each ball",,8,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Some content engagement in answer choices but limited reasoning with DCI.,2,Structure-function relationship implicitly present.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.7,3,Which design of the wall would be most desirable to help avoid echoes?,None,MC,"A) class is studying weather and climate. The students want to know the climate of London, England. The students look, B) Thrust is greater than drag; weight is greater than lift., C) Thrust and drag are balanced; lift is greater than weight., D) Thrust is greater than drag; lift and weight are balanced.",,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.7,5,"up the weather in London every day for one month. At the end of this time, will the students have enough data to determine the climate of London?",None,MC,"A) Yes, they will be able to average the conditions over the month., B) No, they would need to collect data over a longer period of time., C) Yes, they will be able to tell if London is generally rainy or generally sunny., D) No, the differences between the first of the month and the last of the month will be too extreme. Which statement summarizes the LARGEST human impact on the carbon cycle and climate?",,8,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.7,6,Which statement summarizes the LARGEST human impact on the carbon cycle and climate?,None,MC,"A) logging company removes all of the tall trees in a forested area., B) Humans are moving carbon from the atmosphere to the geosphere, decreasing global warming., C) Humans are moving carbon from the biosphere to the atmosphere, increasing global warming., D) Humans are moving carbon from the geosphere to the atmosphere, increasing global warming.",,8,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.7,7,How does this MOST LIKELY impact the transfer of energy within the forest ecosystem?,None,MC,"A) compound, B) element, C) homogeneous mixture, D) heterogeneous mixture At which latitude would a tropical cyclone MOST LIKELY form?",,8,,2,Real-world reference provides some context but limited uncertainty.,3,Requires prediction based on understanding — applies practice in context.,3,Requires understanding relationships between science concepts.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G8.7,9,At which latitude would a tropical cyclone MOST LIKELY form?,None,MC,"A) 20°N, B) 40°N, C) 60°S, D) 80°S Which statement provides the BEST example of biodiversity contributing to the stability and sustainability of an",,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,2,Some prediction required but in straightforward context.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Partially Meets,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.7,10,Which statement provides the BEST example of biodiversity contributing to the stability and sustainability of an ecosystem?,None,MC,"A) Only plants that can survive with limited water thrive in desert ecosystems., B) Pollinators, such as bees, butterflies, and hummingbirds, all transfer pollen among flowering plants., C) Aquatic frogs, such as the American bullfrog, hibernate during cold winter periods., D) Bacteria and archaea in the deep ocean use energy from chemical reactions instead of sunlight. Changes in Earth’s orbit and angle of tilt relative to the Sun occur in regular patterns called Milankovitch cycles.",,8,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Systems thinking implicitly involved but not consciously used for sense-making.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.7,11,Changes in Earth’s orbit and angle of tilt relative to the Sun occur in regular patterns called Milankovitch cycles. Which factor is directly affected by Milankovitch cycles?,None,MC,"A) amount of albedo, B) amount of atmospheric CO",,8,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.7,2,,None,MC,"C) amount of incoming solar energy, D) amount of CO dissolved in Earth’s oceans",,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
