Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G8.14,1,"soil (sand, garden soil, and clay) into a glass jar to represent different rock layers, and he places marbles of different colors (yellow, green, blue, and red) in the soil to represent different types of fossils. According to the principle of superposition, which statement is correct about the relative ages of the fossils represented by the marbles?",None,MC,"A) The yellow marble represents the oldest fossil because it is found in the top layer., B) The green marble represents the oldest fossil because it is found in the top layer alongside the yellow marble., C) The blue marble represents the oldest fossil because it is found in the middle layer., D) The red marble represents the oldest fossil because it is found in the bottom layer. Which TWO changes in DNA would most likely affect the function of the resulting protein?",D,8,,3,Real-world context with meaningful setup. Requires some application.,2,"Uses a model but at mechanical/reading level, not for sense-making.",3,"Requires applying science understanding in context, beyond simple recall.",2,Pattern recognition implicitly involved but not explicitly required.,2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.14,2,Which TWO changes in DNA would most likely affect the function of the resulting protein?,None,MC,"A) a mutation that changes the DNA but still codes for the same amino acid, B) a mutation that changes one amino acid to another with similar chemical properties, C) a mutation that changes the DNA sequence, causing a different folding pattern of the protein, D) a mutation that changes one amino acid to another with very different chemical properties E a mutation that occurs in a non-coding region of the DNA Five mutations are listed in a chart.",A,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,2,Some prediction required but in straightforward context.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Partially Meets,Does Not Meet,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.14,3,E a mutation that occurs in a non-coding region of the DNA Five mutations are listed in a chart. 1. a mutation that changes the DNA but still codes for the same protein 2. a mutation that causes a protein to fold in a different pattern 3. a mutation that causes a protein to be produced in a much smaller quantity 4. a mutation that is repaired by the organism's natural processes 5. a mutation that increases the energy production for the organism Which mutations would most likely affect the organism's function based on the protein changes they cause?,Diagram/image referenced in question,MC,"A) 1 and 4, B) 2 and 3, C) 1 and 5, D) 4 and 5 Which statement correctly describes the relationship between genes and environment in plant development?",B,8,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,3,Requires prediction based on understanding — applies practice in context.,3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,3.25,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.14,4,Which statement correctly describes the relationship between genes and environment in plant development?,None,MC,"A) Environmental factors like sunlight and water can cause different expressions of the same genes in plants., B) Plant traits are determined solely by genetic factors and remain constant across all environments., C) Plants with identical genes will always develop identical traits regardless of environmental conditions., D) Environmental factors can completely override genetic instructions in determining plant traits. When a mouse population has variations in fur color and the environment changes from black rocks to brown sand,",A,8,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.14,5,"When a mouse population has variations in fur color and the environment changes from black rocks to brown sand, which process is most likely responsible for the eventual increase in light-colored mice in the population?",None,MC,"A) breeding, B) hibernation, C) migration, D) natural selection Scientists tracked the percentage of dark-colored moths in two forest regions over a 20-year period. In one region,",D,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,1,CCC implicitly present but not engaged for reasoning.,2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.14,6,"Scientists tracked the percentage of dark-colored moths in two forest regions over a 20-year period. In one region, pollution increased at year 10, darkening tree bark. In the other region, conservation efforts reduced pollution at year 10, lightening tree bark. Which of the following best explains how the dark-colored trait would likely change in these populations?",None,MC,"A) In the increasingly polluted region, the percentage of dark-colored moths would decrease because they would be more visible to predators., B) In the increasingly polluted region, the percentage of dark-colored moths would increase because they would be better camouflaged on darker tree bark., C) In the region with reduced pollution, the percentage of dark-colored moths would increase because they would better regulate body temperature., D) Both regions would show similar patterns regardless of pollution changes because moth coloration is not affected by environmental factors. Which option correctly describes how genotypes relate to phenotypes in a population?",A,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.14,7,affected by environmental factors. Which option correctly describes how genotypes relate to phenotypes in a population?,None,MC,"A) Multiple genotypes (BB, Bb, bb) → variation in phenotypes → traits passed to offspring → change in population characteristics over time, B) Genotype (TT) → identical phenotype in all individuals → no variation in traits → stable population characteristics, C) Genotype (Hh) → same phenotype in all individuals → environmental adaptation → change in genetic structure, D) Single genotype (FF) → multiple phenotypes → inheritance of acquired traits → individual adaptation to environment Scientists examine fossils to identify observable physical characteristics preserved in them.",A,8,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.14,8,environment Scientists examine fossils to identify observable physical characteristics preserved in them. These observable traits help paleontologists determine the ___________________,None,MC,"A) student is flying a kite on a windy day. Which pair of opposing forces keeps the kite in the air?, B) location where the fossil was discovered, C) lifestyle and behavior of the ancient organism, D) method used to extract the fossil",C,8,,2,Some context provided but limited scenario complexity.,2,Some practice engagement but at surface level.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Structure-function relationship implicitly present.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.14,9,,None,MC,"A) bowling ball sitting motionless on a table exerts a downward force on the table. If a constant force is applied, B) Upward push of the wind and downward pull of gravity, C) Upward pull of the string and downward push of the wind, D) Forward push of the wind and backward pull of gravity",B,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.14,10,"horizontally to the bowling ball, which statement correctly describes what would happen if the mass of the ball were increased? The force needed to move the bowling ball with the same acceleration would be ________.",None,MC,"A) student pushes on an object with a force of 6 newtons and the object does not move. What force does the object, B) greater than the force needed for the lighter ball, C) less than the force needed for the lighter ball, D) unrelated to the mass of the ball",B,8,,2,Some context provided but limited scenario complexity.,2,Some prediction required but in straightforward context.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
