Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G8.11,2,Which drawing should be used to represent summer in the Southern Hemisphere?,Diagram/image referenced in question,MC,A) B D C Which diagram models a hypothetical situation in which every location on Earth would have 12 hours of daylight and,A,8,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,3,"D C Which diagram models a hypothetical situation in which every location on Earth would have 12 hours of daylight and 12 hours of darkness per day? A B C D This question has two parts. First, answer Part A. Then, answer Part B.",Diagram/image referenced in question,MC,,,8,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,4,"12 hours of darkness per day? A B C D This question has two parts. First, answer Part A. Then, answer Part B. (a) Two students push on the opposite sides of a crate, with the force applied by each student in newtons (N), as shown in the diagram. Assuming the crate is on a frictionless surface, describe the effect of these forces on the crate by answering these questions. Part A Will the crate move toward the left, toward the right, or not at all?",Diagram/image referenced in question,MC,"A) 13N left, B) 93N left, C) 13N right, D) 53N left This question has two parts. First, answer Part A. Then, answer Part B.",,8,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,5,"This question has two parts. First, answer Part A. Then, answer Part B. (a)",None,MC,"A) Whenever two objects interact, the more massive object always applies a greater force than the less massive object., B) Whenever two objects interact, the faster object always applies a greater force than the slower object., C) Whenever two objects interact, they always apply equal and opposite forces on each other., D) Whenever two objects interact, their forces always combine and are applied in the direction of the object that is moving the fastest. The diagram models four lunar phases.",,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,6,that is moving the fastest. The diagram models four lunar phases. During which lunar phase is the tide highest?,Diagram/image referenced in question,MC,"A) Phase 1, B) Phase 2, C) Phase 3, D) Phase 4 Trees lose water through transpiration, when water evaporates from leaves. The list describes types of tree leaves that",,8,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,7,"Trees lose water through transpiration, when water evaporates from leaves. The list describes types of tree leaves that help reduce the amount of transpiration. Tree Leaves That Reduce Transpiration • Small leaves • Needlelike leaves, such as on conifers • Leaves with hairlike structures • Leaves with waxy coverings Which of these is most likely observed in an area experiencing a long-term drought?",None,MC,"A) Trees with broad leaves will be more healthy than trees with needlelike leaves., B) Trees with leaves that have waxy coverings will be more healthy than trees without wax-covered leaves., C) Trees with broad leaves will be more healthy than trees with small, flat leaves., D) Trees with leaves without any hairlike structures will be more healthy than trees with leaves covered by hairlike structures. This question has two parts. First, answer Part A. Then, answer Part B.",,8,,2,Some context provided but limited scenario complexity.,2,Some prediction required but in straightforward context.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Structure-function relationship implicitly present.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,8,"hairlike structures. This question has two parts. First, answer Part A. Then, answer Part B. (a) Scientists used two sets of mustard seeds to study changes due to environmental conditions. One set of seeds was produced during a severe drought. The other set was produced during normal rainfall conditions. Part A When the two sets of seeds were grown together, the plants grown from the set of seeds produced during drought conditions formed flowers much earlier than the plants grown from the other set. Which conclusion is supported by these results?",None,MC,"A) Plants produce flowers only when environmental conditions are favorable., B) The environment changed how tall the plants grew, which helped them survive the drought., C) Plants with genes for producing flowers early were favored by the environment., D) Plants maintain the same reproductive cycles regardless of environmental conditions. An environmental change drastically reduced the population of milkweed plants in an area. The milkweed plants",,8,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.11,9,An environmental change drastically reduced the population of milkweed plants in an area. The milkweed plants provided the only source of food for a nearby population of monarch butterfly caterpillars. Which statement describes the most likely effect of this environmental change on this population of monarch butterflies?,None,MC,"A) student uses a flashlight to shine a beam of light on three different objects., B) The number of monarch butterflies will stay the same because butterflies reproduce sorapidly their populations can withstand most food shortages., C) The number of monarch butterflies will stay the same because their caterpillars will begin consuming nectar from different types of flowers., D) The number of monarch butterflies will increase because their reproduction rate will increase to ensure some individuals survive.",,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.11,10,Which table describes what happens to the light beam as it interacts with each object? A B C D Which effect would most likely occur if a six-lane highway were built through an ecosystem?,Diagram/image referenced in question,MC,,,8,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G8.11,11,Which table describes what happens to the light beam as it interacts with each object? A B C D Which effect would most likely occur if a six-lane highway were built through an ecosystem?,Diagram/image referenced in question,MC,"A) Competition for resources would be reduced., B) Habitats available to animals would be reduced., C) Air pollution would decrease., D) Water pollution would decrease. Sharks are top predators that live in ocean ecosystems. People sometimes fish for sharks, catching them for food and",,8,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G8.11,12,"Sharks are top predators that live in ocean ecosystems. People sometimes fish for sharks, catching them for food and sport. If many sharks are removed from ocean ecosystems, it can affect ecosystem communities. Which statement BEST predicts the effect of removing many sharks from ocean ecosystems?",None,MC,"A) photograph of a bird perched on a fence post is shown., B) The number of producers within ocean ecosystems will increase., C) Organisms that compete with the sharks for food will decrease in numbers., D) Organisms that the sharks prey on will increase in numbers.",,8,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.11,13,Which description best identifies the action-reaction pair between the bird and the fence post?,None,MC,"A) Action: The force of the bird on the wires Reaction: The force of the wires on the fence post, B) Action: The force of the wires on the fence post Reaction: The force of the fence post on the bird, C) Action: The force of the fence post on the bird Reaction: The force of the bird on the wires, D) Action: The force of the bird on the fence post Reaction: The force of the fence post on the bird Four students designed and built air propelled rockets that were launched into the air. Their data are recorded in the",A,8,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,14,Reaction: The force of the fence post on the bird Four students designed and built air propelled rockets that were launched into the air. Their data are recorded in the table. Which rocket had the greatest acceleration?,Diagram/image referenced in question,MC,"A) Rocket 1, B) Rocket 2, C) Rocket 3, D) Rocket 4 The blades of a wind turbine are at rest until the movement of air causes the blades to spin.",,8,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,4,Engages investigation practices with data analysis.,2,Grade-appropriate content but routine application.,2,Structure-function relationship implicitly present.,2.75,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G8.11,15,The blades of a wind turbine are at rest until the movement of air causes the blades to spin. Which energy transformation happens when the blades are spinning as shown?,Diagram/image referenced in question,MC,"A) student viewed the moon through binoculars one week after a new moon. Which image shows the phase of the, B) Chemical to electrical, C) Mechanical to electrical, D) Chemical to mechanical",,8,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,16,moon that the student observed? A B C D Students conduct experiments to investigate friction. Which experiment will best test the effect of friction on objects?,None,MC,,,8,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,17,moon that the student observed? A B C D Students conduct experiments to investigate friction. Which experiment will best test the effect of friction on objects?,None,MC,"A) Drop two balls from the same height at the same time, B) Roll two marbles on the carpet from the same starting point at the same time and with the same amount of force, C) Roll three marbles across three different surfaces from the same starting point at the same time and with the same amount of force, D) Release two balls from the top of a ramp at the same time Overfishing reduces the number of fish at a rate that causes long-term reductions in fish populations. The table shows",,8,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G8.11,18,Overfishing reduces the number of fish at a rate that causes long-term reductions in fish populations. The table shows the percentage of fish species in the ocean that were overfished in three different years. Percentage of Fish Species Year Overfished (%) 1979 13 1989 27 2008 33 Which action would MOST LIKELY reverse the trend shown in the table?,Diagram/image referenced in question,MC,"A) Increasing the total weight of fish that each ship can remove from the ocean each day, B) Requiring ships to return non-adult fish to the ocean so that they can grow and reproduce, C) Allowing fishing only during daytime to avoid disturbing fish at night, D) Promoting meals centered around specific fish species in restaurants in order to increase profits The diagrams show forces acting on a toy car as it moves to the right. Which diagram shows the toy car that will most",,8,,3,Real-world scenario with visual component provides some context for reasoning.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G8.11,19,The diagrams show forces acting on a toy car as it moves to the right. Which diagram shows the toy car that will most likely accelerate to the right based on these conditions? A B C D Study the diagram carefully,Diagram/image referenced in question,MC,,,8,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G8.11,20,likely accelerate to the right based on these conditions? A B C D Study the diagram carefully Students investigate force. The masses they use begin at rest on the ramp. The setup the students use is shown. Which change will reduce the amount of force needed to move the masses?,Diagram/image referenced in question,MC,"A) person observes a fish in a lake. The position of the fish is shown., B) Increase the height of the ramp, C) Add an additional mass, D) Pull the spring scale with two hands",,8,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",1,CCC implicitly present but not engaged for reasoning.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
