Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G7.5,1,Alpha Standardized Science G7.5 Created By STC 2 The mountain ranges found in Argentina in South America and Ghana in Africa have the same age and rock strata. The shapes of the two continents seem to fit into each other like two puzzle pieces when lined up next to one another. What can be concluded from this evidence?,None,MC,"A) that the two continents have coastlines with similar climates, B) that the mountain ranges on the two continents have the same elevation, C) that the mountain ranges on the two continents were formed at the same time, D) that the two continents were once connected but their plates later drifted apart",,7,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,2,DCI present but used at surface level — identification rather than reasoning.,2,Structure-function relationship implicitly present.,2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.5,2,Homes built along the coastline of the eastern United States are sometimes built on top of stilts. What type of hazard does this technology protect from?,None,MC,"A) Tornadoes, to prevent the house from lifting, B) Floods, to prevent the house from flooding, C) Earthquakes, to prevent the house from falling, D) Forest fires, to prevent the house from burning During hard rains many household cleansers that contain toxic chemicals run off into drainage systems and often end",,7,,1,No phenomenon or scenario. Pure recall/definition question.,1,No science practice engaged. Recall/identification only.,1,Direct recall of definition or fact. No reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.5,3,During hard rains many household cleansers that contain toxic chemicals run off into drainage systems and often end up polluting coastal and inland wetlands systems. Which of these would be an economically possible way for individuals to reduce the impact on the environment of this type of runoff?,None,MC,"A) student selects four containers made out of different materials. He fills each container with 200 mL water at 70°C., B) Install a complex water filtration system in local drains to clean runoff water before it reaches natural bodies of water., C) make your own cleansers by using traditional organic materials, D) stop construction companies from building homes near wetlands",,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,2,Systems thinking implicitly involved but not consciously used for sense-making.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.5,4,He places a thermometer in each container and leaves them undisturbed for 20 minutes. What data would the student use to compare the kinetic energy of water in each container?,None,MC,"A) the mass of water in the containers at the start of the activity, B) the temperature of the water in the containers after 20 minutes, C) the change in the volume of water in each container after 20 minutes, D) the different sizes of the four containers Examine the picture below.",,7,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,3,Requires data analysis — expected use of practice but meaningful reasoning.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.5,5,Examine the picture below. Predict the type of interaction that is shown in the picture above between a bee and a flower.,Diagram/image referenced in question,MC,"A) competititive: the bee competes with the flower for pollen, B) predatory: the bee is a predator which consumes the flower, C) parasitic: the bee is a parasite, harming the flower when it takes the flower's pollen, D) mutually beneficial: the bee receives pollen and the flower gets help with its reproduction Data transmission occurs using both analog and digital signals. Analog signals consist of continuous waves whereas",,7,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,Requires understanding relationships between science concepts.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G7.5,6,"Data transmission occurs using both analog and digital signals. Analog signals consist of continuous waves whereas digital signals are discrete, or made up of several separate parts. Digital signals have higher data transmission rates than analog signals. Noise signals are disturbances in the medium of the transmission. Both analog and digital signals mix with noise during transmission. This causes the waves to change shape and get distorted. The greater the distortion, the lesser the quality of data is transmitted by the wave. The image shows how a digital and analog signal mixes with a noise wave during transmission. Which of these claims is supported by the data in the image?",Diagram/image referenced in question,MC,"A) Analog signals do not mix with noise waves., B) Digital signals are unaffected by noise waves., C) Analog signals are easier to transmit than digital., D) Digital signals are more reliable than analog signals. 7 The image shows the percentage of different pollutants entering in oceans. in order to reduce ocean pollution, should be encouraged. a transportation of goods through waterways recycling of the water used in the farms littering in the rivers and lakes rather than in oceans Look at the picture of Mount Everest, the highest mountain on Earth, and the picture of Mount Olympus, the highest",,7,,2,Visual provided but limited scenario context. Somewhat guided.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.5,8,"7 The image shows the percentage of different pollutants entering in oceans. in order to reduce ocean pollution, should be encouraged. a transportation of goods through waterways recycling of the water used in the farms littering in the rivers and lakes rather than in oceans Look at the picture of Mount Everest, the highest mountain on Earth, and the picture of Mount Olympus, the highest mountain on Mars, both of which were taken from satellite cameras in space. What can these pictures best be used for?",Diagram/image referenced in question,MC,"A) to determine and compare the relative scale of similar features on different planets, B) to analyze the differences in atmospheric composition between the planets, C) to illustrate and document the relative distance of planets from each other relative to the Sun, D) to give specific data about the relative size of the masses of different planets in the Solar System Which statement describes a relationship in this food web?",,7,,3,Real-world scenario with visual component provides some context for reasoning.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Pattern recognition implicitly involved but not explicitly required.,2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.5,9,Which statement describes a relationship in this food web?,None,MC,"A) The krill would be affected first by a change in the availability of phytoplanktons., B) The penguin would be affected first by a change in the availability of phytoplanktons., C) The seal would not be affected if there was a change in the availability of any of the other organisms., D) The phytoplanktons would not be affected if there was a change in the availability of any of the other organisms. Based on this picture from the Mars Rover, what could be hypothesized about the outer layer of the surface of Mars?",,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Systems thinking implicitly involved but not consciously used for sense-making.,1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.5,10,"organisms. Based on this picture from the Mars Rover, what could be hypothesized about the outer layer of the surface of Mars?",Diagram/image referenced in question,MC,"A) student learns that a river valley is formed by flowing water and that a delta is formed by sediments that collect in, B) Its topmost layer is visually similar to Earth’s deserts., C) It is lined with what appears to be washes and gullies., D) It is very humid as a result of being too close to the Sun. 11 Match each of the following terms with their correct structural statement. DRAG & DROP THE ANSWER have similar functions even though the structures may be different have evidence of a shared ancestor because of similar structure have previously been in use but now the primary function of the structure has been lost Note: Use CTRL+D to drag the option via keyboard 12 Photosynthesis is the cycling of nutrients and energy to produce: a sugar and oxygen Carbon dioxide and water sunlight",,7,,3,Real-world scenario with visual component provides some context for reasoning.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G7.5,13,one place. Which of the following statements about a river valley and a delta is true?,None,MC,"A) Valleys and deltas are both created by erosion., B) Valleys and deltas are both created by deposition., C) Valleys are created by erosion and deltas are created by deposition., D) Valleys are created by deposition and deltas are created by erosion. All substances are made up of different kinds of atoms which combine in different ways. In some molecules, the same",,7,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
