Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G7.21,1,Alpha Standardized Science G7.21 Created By STC 11 What are the basic structural units of living organisms?,None,MC,"A) cells, B) nuclei, C) organs, D) tissues The chemical formula for urea is CH N O. Which model represents a molecule of urea? 2 4 2 A B C D Sodium and chlorine react chemically to form table salt. The chemical reaction is shown below.",A,7,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.21,3,The chemical formula for urea is CH N O. Which model represents a molecule of urea? 2 4 2 A B C D Sodium and chlorine react chemically to form table salt. The chemical reaction is shown below. 2Na + CI 2 → 2NaCI Which statement about this reaction is true?,Diagram/image referenced in question,MC,"A) The product has double the amount of atoms as the reactants., B) The product has different chemical properties from the reactants., C) The product has the same physical properties as the reactants., D) The product will mimic the chemical properties of the element sodium.",B,7,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.21,4,"Based on its location on the periodic table shown above, which element would you predict has chemical properties that are most similar to Argon (Ar)?",Diagram/image referenced in question,MC,"A) diagram of an animal cell is shown., B) Helium (He), C) Nitrogen (N), D) Zinc (Zn)",B,7,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,"Requires applying science understanding in context, beyond simple recall.",2,Pattern recognition implicitly involved but not explicitly required.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G7.21,5,Which part of the cell is responsible for releasing energy during cellular respiration?,None,MC,"A) change can either be characterized as a physical change or a chemical change. During a physical change, a, B) cytoplasm, C) mitochondrion, D) nucleus E vacuole",C,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,1.75,Low Guided Integration,Does Not Meet,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.21,6,"substance undergoes a change that does not affect its chemical composition. But during a chemical change, one or more new substances are formed.",None,MC,"A) The new substance is now insoluble in water., B) The new substance cannot be changed back to its original form., C) The substance changed from a solid to a liquid., D) The substance changed its color and texture. Using your knowledge of phase changes and the kinetic energy of particles, select all of the processes where particle",C,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,CCC implicitly present but not engaged for reasoning.,1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.21,7,"Using your knowledge of phase changes and the kinetic energy of particles, select all of the processes where particle kinetic energy is decreasing.",None,MC,"A) melting, B) freezing, C) condensation, D) vaporization E sublimation Jared completes an investigation to show what happens when thermal energy is added to or removed from water. He",,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.21,8,E sublimation Jared completes an investigation to show what happens when thermal energy is added to or removed from water. He made the model below to show the results of his investigation. Initial Heat Result added removed Which statement describes what happened in this experiment?,Diagram/image referenced in question,MC,"A) group of students is learning about chemical reactions. They perform an investigation with four different setups., B) As more heat was added, the amount of kinetic energy decreased., C) As the heat was removed, the amount of kinetic energy decreased., D) The amount of heat had no effect on the amount of kinetic energy.",C,7,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Engages investigation practices with data analysis.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.25,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.21,9,"Only one of the setups is a closed system. The masses of the setups are measured, and then a chemical reaction occurs in each setup. After the reactions occur, the masses are measured again. The results are shown in the table. Based on the results, which setup is most likely the closed system?",Diagram/image referenced in question,MC,"A) student combined table salt and hydrogen peroxide in a beaker, added small pieces of steel, and placed a, B) setup X, C) setup Y, D) setup Z",D,7,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G7.21,10,"thermometer in the beaker. After one minute, the student measured the mass of the contents in the beaker. The student measured the contents in the beaker again at 10 minutes and discovered the mass had decreased slightly. The student’s observations are shown in the table. In the experiment, an exothermic reaction occurred as energy was released. What is the BEST evidence that an exothermic reaction occurred in the beaker?",Diagram/image referenced in question,MC,"A) The mass decreased., B) The bubbling stopped., C) There was a change in the color., D) There was an increase in temperature. When hydrogen peroxide reacts with iron, hydrogen peroxide first breaks apart to form water and oxygen. In the",D,7,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,3.0,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.21,11,"When hydrogen peroxide reacts with iron, hydrogen peroxide first breaks apart to form water and oxygen. In the diagrams shown, hydrogen atoms are white and oxygen atoms are gray. The law of conservation of mass determines the number of water and oxygen molecules produced in the reaction. Which of the following models shows the correct number of water and oxygen molecules produced in the reaction? A B C D Meals-ready-to-eat (MREs) are packaged meals that include their own disposable heat pack to warm the food.",Diagram/image referenced in question,MC,,,7,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
