Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G7.18,1,Alpha Standardized Science G7.18 Created By STC 11 How do producers get energy?,None,MC,"A) by eating animals, B) by eating plants and seeds, C) by using sunlight to make food, D) by breaking down other organisms Many plant cells have chloroplasts. Which process occurs in chloroplasts?",C,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,2,Energy/matter concepts implicitly present.,1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.18,2,Many plant cells have chloroplasts. Which process occurs in chloroplasts?,None,MC,"A) food storage, B) respiration, C) reproduction, D) photosynthesis Which two things are produced when a plant breaks down sugar to release energy?",D,7,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.18,3,Which two things are produced when a plant breaks down sugar to release energy?,None,MC,"A) carbon dioxide and water, B) oxygen and carbon dioxide, C) glucose and water, D) oxygen and glucose In a coastal ecosystem, sea otters were once abundant but their population decreased significantly due to hunting.",A,7,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Energy/matter concepts implicitly present.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.18,4,"In a coastal ecosystem, sea otters were once abundant but their population decreased significantly due to hunting. Sea otters feed primarily on sea urchins, which in turn feed on kelp. What most likely happened to the sea urchin population when the sea otter population decreased?",None,MC,"A) student reads a passage about an ecosystem's food web., B) The sea urchin population increased because they faced reduced predation pressure., C) The sea urchin population remained the same because other predators took the place of sea otters., D) The sea urchin population migrated to different habitats to find new predators.",B,7,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G7.18,5,"In a forest ecosystem, oak trees produce their own food through photosynthesis. Caterpillars feed on oak leaves, while spiders capture and eat caterpillars. Robins eat both spiders and caterpillars. Hawks hunt and eat robins. When these organisms die, fungi decompose them and return nutrients to the soil, which the oak trees absorb. Which conclusion about the feeding relationships in this ecosystem is supported by the information?",Diagram/image referenced in question,MC,"A) Hawks are omnivores because they obtain energy from both plant and animal sources in the food web., B) Robins are primary consumers because they mainly obtain energy by eating caterpillars., C) Oak trees function at multiple positions in the food chain because they absorb nutrients processed by decomposers., D) Spiders are secondary consumers because they eat organisms that feed directly on producers. Which process removes carbon dioxide from the atmosphere and converts it into organic compounds that become",D,7,,3,Real-world scenario with visual component provides some context for reasoning.,3,Requires constructing explanations or engaging in argumentation.,2,DCI present but used at surface level — identification rather than reasoning.,2,Systems thinking implicitly involved but not consciously used for sense-making.,2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.18,6,Which process removes carbon dioxide from the atmosphere and converts it into organic compounds that become part of plant tissue?,None,MC,"A) Fossil fuel combustion, B) Volcanic eruption, C) Photosynthesis, D) Cellular respiration Hookworms live inside the intestines of dogs. As the dog eats, the hookworms consume partially digested food. As a",C,7,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Systems thinking implicitly involved but not consciously used for sense-making.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.18,7,"Hookworms live inside the intestines of dogs. As the dog eats, the hookworms consume partially digested food. As a result of this nutrient diversion, the dog can become malnourished and weakened. Which best describes the relationship between the hookworms and the dog?",None,MC,"A) a parasitic relationship, B) a mutualistic relationship, C) a commensal relationship, D) a competitive relationship Scientists conducted a transect study of a coral reef and discovered that areas with restricted tourism activities had",A,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.18,8,Scientists conducted a transect study of a coral reef and discovered that areas with restricted tourism activities had 40% less seaweed coverage compared to areas with high tourism. How will this discovery most likely benefit coral reef ecosystems?,None,MC,"A) geologist discovers a rock formation with distinct layers. The bottom layer consists of limestone with marine fossils,, B) Coral reefs will develop more diverse polyp structures because seaweed provides nutrients., C) Coral polyps will increase in size where seaweed coverage is higher., D) Coral reefs will produce more oxygen in areas with higher tourism activity.",,7,,2,Some context provided but limited scenario complexity.,2,Some prediction required but in straightforward context.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.18,9,"the middle layer is composed of sandstone, and the top layer contains siltstone. This sequence of rock layers most likely formed as a result of which of these events?",None,MC,"A) Glacial movement pushing different rock types together, B) Environmental changes causing different types of sediment deposition over time, C) Volcanic eruptions followed by periods of weathering, D) Earthquakes fracturing existing rock into layered segments Which of these is directly formed as a result of weathering and erosion?",B,7,,2,Some context provided but limited scenario complexity.,2,Some prediction required but in straightforward context.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.18,10,Which of these is directly formed as a result of weathering and erosion?,None,MC,"A) crystals, B) sediments, C) igneous rocks, D) metamorphic rocks Which layer of Earth's structure is located between the lithosphere and the outer core?",B,7,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
