Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G7.14,1,"Alpha Standardized Science G7.14 Created By STC 11 When a student eats a sandwich for lunch, what is the primary process that occurs at the cellular level to make this food useful for the body's energy needs?",None,MC,"A) The cells directly absorb and use the sandwich pieces without any changes, B) Food molecules are broken down through chemical reactions in cells to release chemical energy, C) The sandwich is converted into heat energy before cells can use it, D) Cells store the food molecules exactly as they are for later use Read the following descriptions of marine organisms and identify which one is capable of photosynthesis.",B,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.14,2,Read the following descriptions of marine organisms and identify which one is capable of photosynthesis.,Diagram/image referenced in question,MC,"A) The deep-sea sponge, B) The barnacle, C) The sea anemone, D) The giant kelp The diagram shows how fish use food and oxygen in the water to begin the process of cellular respiration.",D,7,,3,Real-world scenario with visual component provides some context for reasoning.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.14,3,The diagram shows how fish use food and oxygen in the water to begin the process of cellular respiration. Which statement BEST describes the total number of carbon atoms during cellular respiration in the fish?,Diagram/image referenced in question,MC,"A) The total number of carbon atoms decreases because the carbon-containing molecules from the food are destroyed during digestion., B) The total number of carbon atoms increases because the carbon-containing molecules from the food are used to make smaller carbon dioxide molecules., C) The total number of carbon atoms stays the same because the carbon from the carbon-containing food molecules is used to make molecules such as carbon dioxide., D) The total number of carbon atoms decreases because the carbon from the carbon-containing food molecules changes into other types of atoms. In a grassland ecosystem, rabbits feed on grass, foxes hunt and eat rabbits, and eagles prey on both rabbits and foxes.",A,7,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.14,4,"changes into other types of atoms. In a grassland ecosystem, rabbits feed on grass, foxes hunt and eat rabbits, and eagles prey on both rabbits and foxes. If there is a sudden decrease in the rabbit population, what would most likely happen to the fox population in this ecosystem?",None,MC,"A) The fox population would decrease because rabbits are their primary food source, B) The fox population would increase because there would be more eagles to eat, C) The fox population would stay the same because they can eat other animals, D) The fox population would increase because there would be more grass available In a pond ecosystem, a bluegill fish feeds on both aquatic insects and small plants. Small crustaceans in the pond eat",A,7,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G7.14,5,"In a pond ecosystem, a bluegill fish feeds on both aquatic insects and small plants. Small crustaceans in the pond eat the bluegill's leftover food particles and bacteria. Which of the following best describes the feeding role of the bluegill in this pond ecosystem?",None,MC,"A) Decomposer - because it breaks down dead material, B) Producer - because it provides food for other organisms, C) Herbivore - because it eats plants, D) Omnivore - because it eats both plants and animals Which of the following best describes what happens to the carbon cycle when a large grassland is converted into a",D,7,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Systems thinking implicitly involved but not consciously used for sense-making.,2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.14,6,Which of the following best describes what happens to the carbon cycle when a large grassland is converted into a parking lot?,None,MC,"A) The amount of CO in the atmosphere remains the same since grasslands don't absorb as much CO as 2 2 forests, B) The amount of CO absorbed from the atmosphere decreases, while existing plant matter decomposes and",,7,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.14,2,releases more CO into the atmosphere,None,MC,,,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.14,2,releases more CO into the atmosphere,None,MC,C) The amount of CO absorbed increases because concrete can absorb more carbon dioxide than plants,,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.14,2,,None,MC,D) The amount of CO released decreases because there are no plants decomposing in the parking lot,,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.14,2,Scientists have studied the relationship between cattle egrets and cattle in pastures across the world. Cattle egrets are,None,MC,,,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
