Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G7.9,1,"Alpha Standardized Science G7.9 Created By STC 11 Lava Lamp Station: Answer questions when at station. Plate Tectonics Station : Answer questions at sea-floor spreading station. Density Density- amount of mass (number of atoms) in an area More Dense: Hallway during bell change Less Dense: Hallways when classes are in session When an objects heats up, it becomes less dense. When an object cools down, it becomes more dense. Lava Lamp Station: Answer questions when at station. Plate Tectonics Station : Answer questions at sea-floor spreading station. Convection Currents Reference: https://www.esrl.noaa.gov/gmd/outreach/lesson_plans/Convection%20Currents.pdf Lava Lamp Station: Answer questions when at station. Plate Tectonics Station : Answer questions at sea-floor spreading station. Lava Lamp Convection currents also occur in lava lamps. We will use a lava lamp to represent what happens inside Earth. Earth's core causes temperatures to rise, which makes rock in mantle less dense. The density of the hot rock is less than the material above it, so it begins to rise. The rock hits the solid lithosphere and cannot rise any further. The rock begins to cool near the crust and becomes less dense. Gravity causes the more dense material to fall back down towards Earth's core. The cycle repeats. Scientists believe this constant motion causes the tectonic plates to move apart, crash together, or slide past each other. These movements result in new land features like mountains and trenches being created, earthquakes, and volcanic eruptions. Lava Lamp Station: Answer questions when at station. Plate Tectonics Station : Answer questions at sea-floor spreading station. Plate Tectonics PPllaattee TTeeccttoonniiccss EExxppllaaiinneedd <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/kwfNGatxUJI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in- picture"" allowfullscreen></iframe> Density: Which state of matter is more dense?",Diagram/image referenced in question,MC,"A) Solid, B) Liquid, C) Gas Brass Experiment",,7,,3,Real-world context with visual information. Some reasoning required.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.9,2,"Brass Experiment Eric performs an experiment in class with a brass ball and ring. He starts with both the ball and ring at room temperature (22oC). When both the ball and ring are at room temperature, the ball easily slides through the brass ring. Eric then places the brass ball only over a flame and keeps it over the flame for 2 minutes. As soon as he removes the ball from the ring he tries to place it through the brass ring, but this time the ball does not slide through the ring. Which of the following statements explains why the ball no longer fits through the ring? Select two correct answers.",None,MC,"A) group of scientists measured several water quality parameters to better understand how dead zones in the Gulf of Mexico impact brown shrimp populations over time. The scientists are most interested in the dissolved oxygen levels because the levels are critical for the survival of brown shrimp populations. Brown shrimp populations thrive when dissolved oxygen levels in the Gulf of Mexico are greater than 2 mg/L. However, the populations cannot thrive when dissolved oxygen levels are at or below 2/mg/L. Chart 1: Water Quality Parameters: Gulf of Mexico (Year 2014) Parameter Fall Spring pH 7.4 4.2 Dissolved oxygen* 5 mg/L 2 mg/L Temperature 15 C 35 C Turbidity Clear 60 cm Cloudy 18 cm *Dissolved oxygen: The amount of free oxygen dissolved in water Map 1: Water Quality Parameters Collection Site Map 2: Distribution of Bottom-Water Dissolved Oxygen from July 27 – August 1, 2014 Graph 1: Monthly Gulf of Mexico Commercial Brown Shrimp, Year 2014 Part A: How do the dissolved oxygen levels impact the ability of brown shrimp populations to produce energy?, B) As thermal energy was transferred to the brass ball, the particles gained kinetic energy., C) As thermal energy was transferred to the brass ball, the particles start to vibrate., D) As thermal energy was transferred to the brass ball, it expanded. E As thermal energy was removed from the brass ring, it contracted. F As thermal energy was removed from the brass ring, the particles lost kinetic energy. Use the stimulus material and your knowledge of Science to answer the following questions. Dead Zone In the spring of each year, the second largest dead zone in the United States forms in the Gulf of Mexico. During the spring, farmers fertilize their land as they prepare for crop season. As a result, nutrients from the fertilizers, such as nitrogen and phosphorus, drain into the Mississippi River and eventually the Gulf of Mexico. According to the National Oceanic and Atmospheric Administration, “Excess nutrients that run off land or are piped as wastewater into rivers and coasts can stimulate an overgrowth of algae, which then sinks and decomposes in the water” (NOAA, 2018). The decomposition process consumes and depletes oxygen levels in the Gulf of Mexico, which causes hypoxic areas or dead zones.",,7,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.9,3,"shrimp populations over time. The scientists are most interested in the dissolved oxygen levels because the levels are critical for the survival of brown shrimp populations. Brown shrimp populations thrive when dissolved oxygen levels in the Gulf of Mexico are greater than 2 mg/L. However, the populations cannot thrive when dissolved oxygen levels are at or below 2/mg/L. Chart 1: Water Quality Parameters: Gulf of Mexico (Year 2014) Parameter Fall Spring pH 7.4 4.2 Dissolved oxygen* 5 mg/L 2 mg/L Temperature 15 C 35 C Turbidity Clear 60 cm Cloudy 18 cm *Dissolved oxygen: The amount of free oxygen dissolved in water Map 1: Water Quality Parameters Collection Site Map 2: Distribution of Bottom-Water Dissolved Oxygen from July 27 – August 1, 2014 Graph 1: Monthly Gulf of Mexico Commercial Brown Shrimp, Year 2014 Part A: How do the dissolved oxygen levels impact the ability of brown shrimp populations to produce energy? (a)",Diagram/image referenced in question,MC,"A) student creates the following model to show the reaction that takes place in brown shrimp when energy is needed., B) Carbon dioxide react with water to release energy and produce glucose and oxygen., C) Glucose molecules react with oxygen to release energy, water, and carbon dioxide., D) Carbon dioxide react with oxygen and water to release energy and glucose.",,7,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,1,No science practice engaged. Recall/identification only.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Does Not Meet,Meets,Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.9,4,(a) Part A: Which of the following is true about the transfer of matter in the reaction shown by the student’s model?,Diagram/image referenced in question,MC,"A) Glucose molecules react with oxygen to release energy and produce carbon dioxide and water., B) Carbon dioxide react with water to release energy and produce glucose and oxygen., C) Glucose molecules react with oxygen to release energy, water, and carbon dioxide., D) Carbon dioxide react with oxygen and water to release energy and glucose. Which of the following best explains what will happen to the system if dissolved oxygen levels in the Gulf of Mexico",,7,,1,No phenomenon or scenario. Pure recall/definition question.,1,No science practice engaged. Recall/identification only.,1,Direct recall of definition or fact. No reasoning with DCI.,1,CCC implicitly present but not engaged for reasoning.,1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.9,5,Which of the following best explains what will happen to the system if dissolved oxygen levels in the Gulf of Mexico decline?,None,MC,"A) As the brown shrimp population increases, the biodiversity will greatly increase and cause a positive feedback in the system., B) As the algae population increases, the biodiversity will greatly increase and cause a negative feedback in the system., C) As the algae population increases and the shrimp population decreases, the biodiversity will greatly decline and cause a positive feedback in the system., D) As the algae population increases and the shrimp population decreases, the biodiversity will greatly decline and cause a negative feedback in the system. Which evidence best supports the claim that agriculture influences the ecosystem services in the Gulf of Mexico?",,7,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Systems thinking implicitly involved but not consciously used for sense-making.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.9,6,and cause a negative feedback in the system. Which evidence best supports the claim that agriculture influences the ecosystem services in the Gulf of Mexico?,None,MC,"A) Coastal inland waters, extending landward to a distance of 100 kilometers from the shore, experience a great increase of nitrogen and phosphorus nutrients, which decrease brown shrimp populations., B) Coastal inland waters, extending landward to a distance of 100 kilometers from the shore, experience a great decrease in nitrogen and phosphorus nutrients, which decrease brown shrimp populations., C) Coastal inland waters, extending landward to a distance of 100 kilometers from the shore, stay the same, which causes brown shrimp populations to remain the same., D) Coastal inland waters, extending landward to a distance of 100 kilometer from the shore, experience a great decrease in wastewater, which causes brown shrimp populations to remain the same. As the scientists study the Gulf of Mexico dead zone, they consider several solutions to overcome the dead zone",,7,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,3,Requires understanding relationships between science concepts.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G7.9,7,"decrease in wastewater, which causes brown shrimp populations to remain the same. As the scientists study the Gulf of Mexico dead zone, they consider several solutions to overcome the dead zone problem. Which of the following is the best solution to overcome the problem?",None,MC,"A) Reduce fertilizer regulations for agricultural systems since they offset declining soil fertility in several regions., B) Reduce fertilizer regulations for agricultural systems since aquatic populations are negatively impacted for a short period of time., C) Allow individuals and small farming groups to regulate the use of fertilizers for agricultural systems since they understand farming practices., D) Allow federal and state groups to regulate the use of fertilizers for agricultural systems since they understand the consequences of the dead zone and its economic impact. Plant cells have some organelles that animal cells do not. Check all organelles that ONLY plant cells have.",,7,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,1,Direct recall of definition or fact. No reasoning with DCI.,1,CCC implicitly present but not engaged for reasoning.,1.5,Scripted,Does Not Meet,Meets,Does Not Meet,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.9,8,understand the consequences of the dead zone and its economic impact. Plant cells have some organelles that animal cells do not. Check all organelles that ONLY plant cells have.,None,MC,"A) nucleus, B) cell membrane, C) chloroplast, D) mitochondria E cell wall F cytoplasm The diagram below shows the movement of the Pacific and North American plates along the San Andreas fault located",,7,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Does Not Meet,Meets,Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.9,9,E cell wall F cytoplasm The diagram below shows the movement of the Pacific and North American plates along the San Andreas fault located in California. Why do earthquakes occur near the San Andreas fault?,Diagram/image referenced in question,MC,"A) One plate slowly pushes the other plate up., B) A trench is created as one plate slides under the other plate., C) Portions of the plates get stuck and then suddenly loosen and move., D) One plate pushes hard enough to reverse the motion of the other plate. Using the model and a periodic table, answer the following questions. Bohr Model How many protons does this element have?",,7,,3,Real-world scenario with visual component provides some context for reasoning.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.9,10,"Using the model and a periodic table, answer the following questions. Bohr Model How many protons does this element have?",Diagram/image referenced in question,MC,"A) 16, B) 14, C) 32, D) 6 Refer to the Bohr model and the periodic table to answer the following questions. Element #2 How many valence electrons does this element have?",,7,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
