Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G7.1,1,"Alpha Standardized Science G7.1 Created By STC Account Read the sentence below and then choose the answer that best fills in the blank. In a chemical reaction, the amount of atoms in the reactants is __________ the amount of atoms in the products.",Diagram/image referenced in question,MC,"A) strong magnet is held above a pile of staples. The table shows the number of staples that stuck to the magnet when, B) greater than, C) unrelated to, D) the same as",,7,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.1,2,the magnet was held at different distances from the pile of staples. Which statement best explains why the number of staples decreases as the distance increases? Number of Staples Distance between Magnet and Staples 30 2 cm 23 4 cm 15 6 cm 8 8 cm,None,MC,"A) The magnetic force was weaker., B) The staples were heavier for the magnet., C) The magnet was more attracted to other objects., D) The staples were more attracted to each other instead of the magnet While on a camping trip, Max wanted to boil some water to make hot chocolate, but he discovered he only had a small",,7,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Pattern recognition implicitly involved but not explicitly required.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.1,3,"While on a camping trip, Max wanted to boil some water to make hot chocolate, but he discovered he only had a small amount of fuel. What can Max do to improve his chances of raising the water to a boiling temperature?",None,MC,"A) Add some water (same temperature) to the pot., B) Put an ice cube into the pot., C) Put a lid on the pot., D) Mix the water for 5 minutes with a stick. The images below show four pairs of magnets. The magnets in different pairs do not affect each other. All the magnets",,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.1,4,"The images below show four pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes. Think about the magnetic force between the magnets in each pair. Select the pair with the magnetic force of greatest magnitude. A B C D Consider the transfer of energy during the chemical reaction of coal burning in a barbecue. Select the best statement",Diagram/image referenced in question,MC,,,7,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.1,5,"shown are made of the same material, but some of them are different sizes. Think about the magnetic force between the magnets in each pair. Select the pair with the magnetic force of greatest magnitude. A B C D Consider the transfer of energy during the chemical reaction of coal burning in a barbecue. Select the best statement about this reaction.",Diagram/image referenced in question,MC,"A) this chemical reaction releases energy, B) the coal doesn't have internal energy to release, C) this chemical reaction absorbs energy, D) there is no energy transfer as the coal burns because it is at equilibrium 6 Photosynthesis is the cycling of nutrients and energy to produce: a sugar and oxygen carbon dioxide and water sunlight Which word best describes the amoeba shown in the picture",,7,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.1,7,6 Photosynthesis is the cycling of nutrients and energy to produce: a sugar and oxygen carbon dioxide and water sunlight Which word best describes the amoeba shown in the picture,Diagram/image referenced in question,MC,"A) plant structure, B) unicellular, C) multicellular, D) non-living 8 Carbon Dioxide is absorbed during photosynthesis which is beneficial to animals on Earth because it allows for to be released which is crucial for respiration and survival. Cells are complex and can have many different functions. What is the primary purpose of a cell?",,7,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.1,9,8 Carbon Dioxide is absorbed during photosynthesis which is beneficial to animals on Earth because it allows for to be released which is crucial for respiration and survival. Cells are complex and can have many different functions. What is the primary purpose of a cell?,Diagram/image referenced in question,MC,"A) physical change in a substance does not affect its chemical composition whereas during a chemical change, one or, B) to store water, C) to utilize DNA, D) to eliminate toxins from the body",,7,,3,Real-world scenario with visual component provides some context for reasoning.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.1,10,more new substances are formed. Steel wool has a texture of fine flexible small filaments. It has a shiny silver appearance. A ball of steel wool was burned over a fire. It transformed into a dark greyish black substance. The resulting substance had a smooth powdered texture. This substance was again brought near the flame. It did not catch fire. Which statement supports the fact that the steel wool underwent a chemical change?,None,MC,"A) The change was reversible., B) There was a change in shape of the substance., C) There was a change in state of matter of the substance., D) The new substance produced had different properties. Scientists in a laboratory were working with insulin, a protein often used to treat diabetes. They left two identical vials",,7,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.1,11,"Scientists in a laboratory were working with insulin, a protein often used to treat diabetes. They left two identical vials of insulin in different places. This table shows how the temperature of each vial changed over 25 minutes. Initial temperature Final Vial (°C) temperature (°C) Vial on the 3.0 5.2 counter Vial in the 3.0 3.8 refrigerator Which of the following statements correctly describes the thermal energy transfer that occurred during this time?",Diagram/image referenced in question,MC,"A) group of students is learning about the sounds and lights used by emergency vehicles. An ambulance and a fire truck are in the school parking lot. The students can hear the sound made by the sirens of each vehicle, but do not see the flashing lights until they can see each vehicle. This is because the walls of the school affect sound waves and light waves differently. Figure 1 shows a model of a sound wave traveling through the air. The sound wave causes the air molecules to vibrate. This movement of the air molecules, along with a transfer of energy, results in the sound wave traveling through the air. Different types of materials can affect how sound waves travel. Table 1 shows how different materials affect the speed of sound waves. The students observe that the pitches of the sounds from the fire truck and the ambulance siren are different. The siren for each vehicle has a different pitch, as shown in Figure 2. The ambulance siren has sound waves with a higher pitch than sound waves from the fire truck siren. Based on the information in Figure 1 and Table 1, which statement best compares a sound wave in a vacuum to a, B) During this time, thermal energy was transferred from each vial to the surroundings., C) During this time, thermal energy was not transferred at all., D) During this time, thermal energy was transferred from the vial in the refrigerator to the vial on the counter. Use the information about the properties of light and sound waves and your knowledge of science to answer the questions. Properties of Light and Sound Waves",,7,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.1,12,"parking lot. The students can hear the sound made by the sirens of each vehicle, but do not see the flashing lights until they can see each vehicle. This is because the walls of the school affect sound waves and light waves differently. Figure 1 shows a model of a sound wave traveling through the air. The sound wave causes the air molecules to vibrate. This movement of the air molecules, along with a transfer of energy, results in the sound wave traveling through the air. Different types of materials can affect how sound waves travel. Table 1 shows how different materials affect the speed of sound waves. The students observe that the pitches of the sounds from the fire truck and the ambulance siren are different. The siren for each vehicle has a different pitch, as shown in Figure 2. The ambulance siren has sound waves with a higher pitch than sound waves from the fire truck siren. Based on the information in Figure 1 and Table 1, which statement best compares a sound wave in a vacuum to a sound wave in air?",Diagram/image referenced in question,MC,"A) A sound wave in a vacuum travels much faster than a sound wave in air because there are no molecules to slow it down., B) A sound wave in air travels much slower than a sound wave in a vacuum because of the number of molecules in air., C) A sound wave cannot travel in a vacuum because there are no molecules to transfer the energy., D) A sound wave travels at the same speed in a vacuum as a sound wave in air does. The diagram shows how a sound wave from an emergency vehicle changes as it moves through air and then through a",,7,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,3,Requires data analysis — expected use of practice but meaningful reasoning.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.25,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
