Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G7.15,1,"identical plant kept in sunlight remains healthy. If both plants were given the same amount of water, which explanation best describes why the plant in darkness couldn't maintain its health?",None,MC,"A) The plant in darkness couldn't produce water because sunlight is needed to combine hydrogen and oxygen molecules, B) The plant in darkness couldn't create glucose through photosynthesis, so it had no energy source to maintain its cells, C) The plant in darkness couldn't absorb minerals from the soil because sunlight is needed to open the roots, D) The plant in darkness couldn't regulate its temperature because sunlight is needed to warm up the leaves Read the following descriptions of four organisms found in a pond ecosystem and determine which one directly",A,7,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,2,Read the following descriptions of four organisms found in a pond ecosystem and determine which one directly contributes to the cycling of carbon dioxide into organic compounds.,None,MC,"A) The pond snail, B) The floating plant, C) The water flea, D) The leech During digestion, proteins from food are broken down into smaller molecules called amino acids. Which statement",B,7,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Systems thinking implicitly involved but not consciously used for sense-making.,2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,3,"During digestion, proteins from food are broken down into smaller molecules called amino acids. Which statement correctly explains how this process affects the atoms and energy in the body?",None,MC,"A) The number of atoms remains the same before and after digestion, but the atoms form different arrangements with new chemical bonds, while some energy is released, B) The bonds between amino acids have less energy than the bonds in proteins, causing the release of energy that the body can use for other functions, C) Proteins are converted directly into energy during digestion, resulting in fewer atoms in amino acids compared to the original proteins, D) The bonds in amino acids contain more energy than protein bonds, which is why the body needs to use energy to break down proteins during digestion In a forest ecosystem, a disease affects the oak trees, causing them to produce significantly fewer acorns than usual.",A,7,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,4,"energy to break down proteins during digestion In a forest ecosystem, a disease affects the oak trees, causing them to produce significantly fewer acorns than usual. Squirrels in this forest primarily feed on acorns, while owls hunt both squirrels and mice. Mice feed on various seeds including acorns, but they can also survive on other small seeds. Which of the following is most likely to occur in this ecosystem?",None,MC,"A) The mouse population would remain relatively stable because they can utilize alternative food sources, B) The squirrel population would increase because there would be less competition from mice for the remaining acorns, C) The owl population would increase because more squirrels would be hunting mice, D) The squirrel population would decrease because acorns are their primary food resource In a grassland ecosystem, rabbits eat grass and other plants. Hawks hunt and eat the rabbits. When hawks digest their",B,7,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,1,Direct recall of definition or fact. No reasoning with DCI.,1,CCC implicitly present but not engaged for reasoning.,2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them. Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G7.15,5,"In a grassland ecosystem, rabbits eat grass and other plants. Hawks hunt and eat the rabbits. When hawks digest their food, they produce waste that adds nutrients to the soil, which helps plants grow better. Which statement best explains the hawk's role in the cycling of matter in this ecosystem?",None,MC,"A) coastal wetland contains many plants and animals. The wetland soil is always wet and contains a lot of dead plant, B) The hawk converts plant material directly into nutrients that plants can use, C) The hawk transfers energy and matter from rabbits back to the environment through its waste, D) The hawk creates new matter that wasn't previously present in the ecosystem",C,7,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G7.15,6,"material that decomposes very slowly due to low oxygen conditions. If this wetland is drained for development, which of the following changes would most likely occur in the ecosystem's carbon cycle?",None,MC,"A) The rate of decomposition would increase, releasing more stored carbon into the atmosphere as CO",A,7,,2,Some context provided but limited scenario complexity.,2,Some prediction required but in straightforward context.,2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.15,2,,None,MC,"B) The rate of decomposition would decrease because there would be less plant material available, C) The amount of carbon storage would increase because dry soil can hold more carbon than wet soil, D) The carbon cycle would remain unchanged because the same amount of plants would grow in the drained soil Hummingbirds feed on the nectar of flowering plants. In this process, they also pollinate the plants. Which symbiotic",,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.15,7,"soil Hummingbirds feed on the nectar of flowering plants. In this process, they also pollinate the plants. Which symbiotic relationship does this represent?",None,MC,"A) predation, B) mutualism, C) parasitism, D) commensalism The Green Valley National Park has been experiencing an increasing number of wildfires in recent years. Park",B,7,,3,Real-world context with meaningful setup. Requires some application.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,DCI present but used at surface level — identification rather than reasoning.,2,Energy/matter concepts implicitly present.,2.25,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,8,The Green Valley National Park has been experiencing an increasing number of wildfires in recent years. Park managers are considering two different approaches to manage the forest ecosystem. Which sequence correctly shows how controlled burning would help maintain biodiversity in the forest ecosystem?,None,MC,"A) coastal area underwent these changes over millions of years: Initially, marine organisms with shells died and, B) More plant species grow in the forest → Rangers start controlled fires → Old plants are removed → Wildlife population increases, C) Rangers remove dead plants → Wildlife temporarily leaves the area → Controlled fires are started → New plants begin growing, D) Controlled fires destroy invasive species → Wildlife returns immediately → New plants grow → Forest ecosystem improves",,7,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,9,"accumulated at the sea bottom. Then, a river carrying mud and silt flowed into this area for thousands of years. Finally, the sea level dropped, exposing the area to air, and sand dunes formed on top. These sediments eventually transformed into rock layers. Which sequence of rock types would you expect to find from bottom to top in this area?",None,MC,"A) Sandstone - Limestone - Shale, B) Limestone - Shale - Sandstone, C) Shale - Sandstone - Limestone, D) Limestone - Sandstone - Shale This model shows interactions in one of Earth’s systems.",B,7,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,10,This model shows interactions in one of Earth’s systems. How does energy from the Sun affect this cycle?,Diagram/image referenced in question,MC,"A) team of geologists is studying an area where a mountain range formed millions of years ago. They noticed that the, B) It causes heating of rocks that results in metamorphism., C) It causes heating of Earth that results in melting., D) It causes heating of the air that results in uplift.",,7,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",3,Requires understanding relationships between science concepts.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.15,11,"rocks at the mountain's base show signs of being heated and deformed, while maintaining their original layering. They also found evidence of ancient volcanic activity nearby. Which sequence of events best explains these observations?",None,MC,"A) The asthenosphere pushed upward, causing the lithosphere to fold and create mountains, while magma from the outer core reached the surface through volcanoes, B) The movement of continental crust caused the rocks to break and stack up, while heat from the outer core melted the oceanic crust to form volcanoes, C) The collision of tectonic plates in the lithosphere caused the rocks to fold and deform, while heat from the asthenosphere caused partial melting and volcanic activity, D) The oceanic crust pushed beneath the continental crust, while pressure from the core caused the rocks to fold and create mountains The Mariana Trench in the Pacific Ocean is the deepest known point on Earth's surface, reaching depths of over 36,000",C,7,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,3,Grade-appropriate DCI used for reasoning in context.,2,Pattern recognition implicitly involved but not explicitly required.,2.75,High Guided Integration,Meets,Meets,Meets,Meets,Needs Improvement,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G7.15,12,"fold and create mountains The Mariana Trench in the Pacific Ocean is the deepest known point on Earth's surface, reaching depths of over 36,000 feet. Over millions of years, this massive underwater canyon has formed through continuous geological processes. Based on the depth and location of this ocean trench, which geological process is most likely responsible for its formation?",None,MC,"A) geologist discovered identical fossil remains of an ancient marine organism in rocks along the eastern coast of South, B) The process where two continental plates push against each other, forcing the ocean floor downward, C) The process where two plates move apart from each other, causing the ocean floor to sink down, D) The process where two plates slide horizontally past each other, creating a deep groove in the ocean floor",,7,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G7.15,13,"America and the western coast of Africa. These fossils were found in rock layers of the same age, approximately 200 million years old. Which of the following best explains this discovery and provides evidence for past plate motions?",None,MC,"A) geologist studying a cliff face in a desert region notices distinct layers of reddish sandstone alternating with layers of, B) The fossils formed separately on each continent when similar environmental conditions allowed the same species to evolve independently, C) Ocean currents must have carried the dead organisms from one continent to the other before they became fossilized, D) The rock layers containing the fossils were originally part of a single landmass that split apart as the continents moved away from each other over millions of years",D,7,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,14,light-colored limestone. What best explains why these two different types of rocks appear in alternating layers?,None,MC,"A) The area experienced alternating periods of shallow sea coverage and dry conditions, leading to different types of sediments being deposited over time, B) Intense heat from Earth's core caused existing rocks to melt and re-solidify in alternating patterns, C) Strong winds sorted sand particles by size, creating distinct bands of different-sized grains that hardened into rock, D) Underground water dissolved and redeposited minerals in a pattern that created alternating rock types Scientists are studying tornado patterns in different counties of Oklahoma over the past 20 years to help local",A,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Pattern recognition implicitly involved but not explicitly required.,2.0,Low Guided Integration,Partially Meets,Does Not Meet,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,15,"Scientists are studying tornado patterns in different counties of Oklahoma over the past 20 years to help local communities improve their emergency response systems. They have collected data about the frequency, intensity, and damage caused by tornadoes. Which method of data analysis would be most effective for predicting future tornado risks and developing better warning systems?",None,MC,"A) Oxygen atoms, B) Hydrogen atoms, C) Carbon atoms, D) All atoms would be present in equal quantities In a chemistry lab, students are studying various organic molecules. They found a simple hydrocarbon molecule where",,7,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,2,Some prediction required but in straightforward context.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.15,17,"In a chemistry lab, students are studying various organic molecules. They found a simple hydrocarbon molecule where the number of hydrogen atoms is three times the number of carbon atoms. If this molecule contains a total of 8 atoms, what is its chemical formula?",None,MC,A) CH (methyl),,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.15,3,,None,MC,"A) student is examining different chemical formulas and made the following statement: ""Sodium chloride (NaCl) and, B) C H (ethene) 2 4, C) C H (ethane) 2 6, D) C H 2 8",,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.15,18,"bromine (Br ) are both compounds because they contain more than one atom.""",None,MC,,,7,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.15,2,"bromine (Br ) are both compounds because they contain more than one atom."" Which of the following best explains why the student's understanding is incorrect?",None,MC,A) Both NaCl and Br are compounds because they contain multiple atoms,,7,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Grade-appropriate content but routine application.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
