Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G7.3,4,"2 Use the information and your knowledge of science to answer the question. The model shows a hammer and a nail in two positions. The first position shows the hammer in a resting position above the nail. The second position shows when the hammer makes contact with the nail. Drag the labels into the correct boxes in the model to best describe each position of the hammer and the nail. DRAG & DROP THE ANSWER maximum potential energy energy transfer Note: Use CTRL+D to drag the option via keyboard 3 The food that plants produce during photosynthesis is a DNA glucose water oxygen If one object has a temperature of 100 degrees Fahrenheit and is placed next to an object that has a temperature of 45 degrees Fahrenheit, what describes the transfer of heat between the two objects?",Diagram/image referenced in question,MC,"A) student is investigating a specimen in a laboratory to determine if it is unicellular or multicellular. What evidence will, B) an equal amount of heat will be transferred from one object to the other, C) more heat will transfer from the cooler object to the hotter object, D) no heat will be transferred because neither object is hot enough 5 Mars is the planet closest to Earth. Its atmosphere is mostly made up of carbon dioxide. Currently no organisms have been found on Mars. Scientists however have found ice on Mars. Why does the discovery of ice bring the scientists hope that they may one day find life on Mars? a are made up of b . All cells need water to survive and Ice is a form of water. a b Living things atoms Non-living things cells organelles organisms organs",,7,,3,Real-world scenario with visual component provides some context for reasoning.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,DCI present but used at surface level — identification rather than reasoning.,2,Energy/matter concepts implicitly present.,2.25,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.3,6,help the student classify the organism as multicellular?,None,MC,"A) student selected three beakers and labeled them 1, 2, and 3. She added different amounts of water to each beaker and recorded the initial temperatures of the water in each beaker. She then placed the beakers on a hot plate and recorded the temperature of the water in each beaker after 5 minutes, as shown in the table below. Beaker Volume of water Initial Temperature (°C) Final Temperature (°C) (L) 1 1 25.0 62.5 2 2 25.0 50.0 3 4 25.0 38.4 How was energy transferred during this time?, B) The specimen has a cell as the smallest unit., C) The specimen has more than one type of cell., D) The specimen can not be viewed without a microscope. Answer the following questions after reading this passage. Thermal Energy",,7,,3,Real-world context with meaningful setup. Requires some application.,2,Some practice engagement but at surface level.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.3,7,"temperatures of the water in each beaker. She then placed the beakers on a hot plate and recorded the temperature of the water in each beaker after 5 minutes, as shown in the table below. Beaker Volume of water Initial Temperature (°C) Final Temperature (°C) (L) 1 1 25.0 62.5 2 2 25.0 50.0 3 4 25.0 38.4 How was energy transferred during this time?",Diagram/image referenced in question,MC,"A) From each beaker to the hot plate, B) From the surroundings to the hot plate, C) From the hot plate to each beaker, D) From one beaker to another Suppose beaker 1 and beaker 2 at 25°C were heated until the temperature of the water in both beakers was 90°C.",,7,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.3,8,Suppose beaker 1 and beaker 2 at 25°C were heated until the temperature of the water in both beakers was 90°C. Which of the two water samples would cool the fastest?,None,MC,"A) beaker 1 because it has less thermal energy, B) beaker 2 because it has more thermal energy, C) beaker 2 because it has more water, D) beaker 1 because it has the lowest initial temperature 9 Mars is the planet closest to Earth. It’s atmosphere is mostly made up of carbon dioxide. Currently no organisms have been found on Mars. Scientists however have found ice on Mars. Why does the discovery of ice bring the scientists hope that they may one day find life on Mars? Ice is a form of water. If water is present, it is possible that there may be living on Mars? a atoms cells organelles organisms organs Consider the graph of a material's temperature vs. energy below and select all of the correct statements about it.",,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.3,10,"9 Mars is the planet closest to Earth. It’s atmosphere is mostly made up of carbon dioxide. Currently no organisms have been found on Mars. Scientists however have found ice on Mars. Why does the discovery of ice bring the scientists hope that they may one day find life on Mars? Ice is a form of water. If water is present, it is possible that there may be living on Mars? a atoms cells organelles organisms organs Consider the graph of a material's temperature vs. energy below and select all of the correct statements about it.",Diagram/image referenced in question,MC,"A) The mass is conserved in the reaction because only one type of substance is formed as a product., B) The mass is not conserved in the reaction because two types of substances produced only one type of product., C) The mass is not conserved in the reaction because the arrangement of atoms is different on both sides of the reaction., D) The mass is conserved in the reaction because the total number of each type of atoms is the same before and after the reaction. Which statement about plants is the best evidence that a plant is a multicellular organism?",,7,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Engages investigation practices with data analysis.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.25,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.3,12,after the reaction. Which statement about plants is the best evidence that a plant is a multicellular organism?,None,MC,"A) The nucleus of the leaf cell instructs it to produce a protein., B) A leaf cell produces and transports sugar to a flower cell for growth., C) A root cell absorbs water from the ground and stores it in the vacuole., D) A chloroplast molecule that collects sunlight is located inside of a leaf cell. Look at the picture below of an egg frying in a pan.",,7,,2,Real-world reference provides some context but limited uncertainty.,3,Requires constructing explanations or engaging in argumentation.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G7.3,13,Look at the picture below of an egg frying in a pan. Why is a chemical reaction taking place?,Diagram/image referenced in question,MC,"A) A chemical reaction is occurring., B) Energy is released during the chemical reaction., C) Energy is absorbed during the chemical reaction., D) No chemical reaction occurs because water is inert. E The lack of a chemical reaction causes the temperature to increase. If fat is mixed with sodium hydroxide the resulting material is soap. What describes the reaction that occurs?",,7,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.3,15,E The lack of a chemical reaction causes the temperature to increase. If fat is mixed with sodium hydroxide the resulting material is soap. What describes the reaction that occurs?,None,MC,"A) biological, B) chemical, C) physical 16 Complete this sentence with the correct terms or phrases below. Type the term into the box. The cell wall is 1 permeable while the cell membrane is 2 permeable. Terms: not at all selectively completely Amoebas are found in water and are smaller than 1 mm in size. An amoeba is shown in the picture below.",,7,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.3,17,"16 Complete this sentence with the correct terms or phrases below. Type the term into the box. The cell wall is 1 permeable while the cell membrane is 2 permeable. Terms: not at all selectively completely Amoebas are found in water and are smaller than 1 mm in size. An amoeba is shown in the picture below. Study the picture and answer the question: Are amoebas living or non-living, and why?",Diagram/image referenced in question,MC,"A) Amoebas are living because they are found in water., B) Amoebas are living because they are composed of cells., C) Amoebas are non-living because they are unicellular., D) Amoebas are non-living because they are microscopic in size. Potential energy is the energy is the energy contained by an object due to its position relative to others. A system of",,7,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G7.3,18,Potential energy is the energy is the energy contained by an object due to its position relative to others. A system of objects also contains stored potential energy depending on their relative positions. The model shows four books of the same mass arranged on a wooden shelf. Which book will have the least potential energy with respect to the ground?,Diagram/image referenced in question,MC,"A) Book 1, B) Book 2, C) Book 3, D) Book 4 What is the purpose of the nucleus of the cell and why is it needed?",,7,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
