Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G6.2,3,"suddenly left their communities. Scientists have collected evidence of the drought by studying tree rings. Trees produce growth rings during annual growing seasons. The widths of the annual rings depend on the available precipitation and average temperatures. Table 1 shows evidence collected from tree ring studies. These studies show how the West was affected by droughts from A.D. 850 through 1400. In years with normal precipitation levels, 38 percent of the West was affected by droughts. Drier years occurred when more than 38 percent of the West was affected by droughts. Scientists have estimated how much corn could be grown in areas where the Anasazi lived, based on typical growing conditions. The graph shows the estimated amount of corn produced in each year between A.D. 1200 and 1300. What evidence from the graph best shows how the availability of corn likely affected the farming of domesticated turkeys in Figure 1?",Diagram/image referenced in question,MC,"A) An increase in corn production during the Great Drought increased the domestic turkey population., B) An increase in corn production during the Great Drought decreased the domestic turkey population., C) A decrease in corn production during the Great Drought decreased the domestic turkey population., D) A decrease in corn production during the Great Drought increased the domestic turkey Figure 1 shows how the organisms compete for resources.",,6,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",3.0,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G6.2,4,"Figure 1 shows how the organisms compete for resources. Based on the information in Table 1, which statement best describes the competition during dry and wet periods?",Diagram/image referenced in question,MC,"A) Competition for corn increased during drier periods., B) Competition for grass increased during wetter periods., C) Competition between domesticated turkeys and grasshoppers stayed the same during wetter and drier periods., D) Competition for resources stayed the same during wetter and drier periods. Use your knowledge of science to answer the question.",,6,,3,Real-world scenario with visual component provides some context for reasoning.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G6.2,5,"Use your knowledge of science to answer the question. Which model of the Sun, Earth, and Moon best supports why Earth has different seasons? A B C D Use the information and your knowledge of science to answer the question.",Diagram/image referenced in question,MC,,,6,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires constructing explanations or engaging in argumentation.,2,Grade-appropriate content but routine application.,2,Pattern recognition implicitly involved but not explicitly required.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.2,6,"Which model of the Sun, Earth, and Moon best supports why Earth has different seasons? A B C D Use the information and your knowledge of science to answer the question. In the 1940s, the chemical DDT was used as a pesticide to control mosquito populations in different areas of the world. The use of this chemical contributed to a decrease in eagle populations due to weak egg shells that broke or eggs that did not hatch. An example of an ecosystem that includes eagles is shown in the model. Based on information in the model, which statement best explains how DDT was introduced into eagle populations?",Diagram/image referenced in question,MC,"A) Igneous rocks, B) Metamorphic rocks, C) Molten magma, D) Sedimentary rocks Which energy is the driving force of the rock cycle?",,6,,3,Real-world scenario with visual component provides some context for reasoning.,3,Requires constructing explanations or engaging in argumentation.,3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G6.2,8,Which energy is the driving force of the rock cycle?,None,MC,"A) Chemical energy, B) Heat energy, C) Solar energy, D) Wind energy 9 A student wants to demonstrate how particles of water behave when kinetic energy is added or removed from it. Help the student complete the model of the conversions. DRAG & DROP THE ANSWER Note: Use CTRL+D to drag the option via keyboard The diagram below shows molecular arrangements of states of matter for H2O. As thermal energy is added, the",,6,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,1.75,Low Guided Integration,Does Not Meet,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.2,10,"9 A student wants to demonstrate how particles of water behave when kinetic energy is added or removed from it. Help the student complete the model of the conversions. DRAG & DROP THE ANSWER Note: Use CTRL+D to drag the option via keyboard The diagram below shows molecular arrangements of states of matter for H2O. As thermal energy is added, the particles become spaced farther apart. Why are the particles in the gas farther apart than the particles in the liquid?",Diagram/image referenced in question,MC,"A) Increase the upward force by 4N and decrease the leftward force by 6N., B) Increase the rightward force by 3N and increase the upward force by 1N., C) Decrease the leftward force by 3N and decrease the downward force by 1N., D) Decrease the downward force by 4N and increase the rightward force by 5N. Balanced forces are a set of forces acting in opposite directions with equal magnitude. The change in the motion of an",,6,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.2,15,"Balanced forces are a set of forces acting in opposite directions with equal magnitude. The change in the motion of an object depends on the nature and the amount of force acting on it. When the forces acting on an object are balanced, the motion or state of the object does not change. The table shows different forces acting on different objects at rest. Which object(s) would remain at rest when the forces are applied to it?",Diagram/image referenced in question,MC,"A) Object 1, B) Object 2, C) Object 3, D) Object 4 All substances are made up of different kinds of atoms which combine in different ways. In some molecules, the same",,6,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.2,16,"All substances are made up of different kinds of atoms which combine in different ways. In some molecules, the same atoms of different elements repeat; in other molecules, the same atom of a single element repeats. The image shows a model of a sodium chloride molecule. Based on the model what kind of extended structure does sodium chloride have?",Diagram/image referenced in question,MC,"A) piece of chocolate is solid at room temperature. The piece of chocolate later melted into a liquid., B) individual atoms of different types that repeat, C) molecules of different types of atoms that are attracted to each other, D) molecules of the same type of atom that are not attracted to each other Answer the following questions after reading this passage. Seasons The Earth orbits the Sun on its axis, which is tilted. As the Earth revolves around the Sun, because the Earth's axis is tilted, different amounts of sunlight are received in the Northern Hemisphere of the Earth and the Southern Hemisphere of the Earth. This change in the amounts of sunlight received causes the four seasons. At the time when one hemisphere experiences summer, the other hemisphere experiences winter. This is due to the fact that the light received by one half of the Earth is more than the light received by the other half. Equinoxes occur when both hemispheres receive the same amount of sunlight. This occurs twice a year, once in the spring and once in the autumn. The spring equinox is also called the vernal equinox and the autumn equinox is called the autumnal equinox.",,6,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.2,18,Which explanation best describes why a piece of chocolate melts from a solid state to a liquid state?,None,MC,"A) The chocolate bar’s internal temperature increased, which caused friction in the chocolate molecules., B) Thermal energy in the chocolate bar increased, which caused the molecules that were closely packed to move farther apart., C) Thermal energy in the chocolate bar decreased, which caused the molecules that were loosely packed to move farther apart, D) Rising temperatures caused the number of molecules in the chocolate bar to increase, which caused the substance to change. Jared completes an investigation to show what happens when thermal energy is added to or removed from water. He",,6,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.2,19,substance to change. Jared completes an investigation to show what happens when thermal energy is added to or removed from water. He made the model below to show the results of his investigation. Which statement describes what happened in this experiment? Initial Heat Result added removed,Diagram/image referenced in question,MC,"A) The amount of kinetic energy increased as the heat was removed., B) As more heat was added, the amount of kinetic energy decreased., C) As the heat was removed, the amount of kinetic energy decreased., D) The amount of heat had no effect on the amount of kinetic energy. The table describes some of the characteristics of each phase of matter.",,6,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Engages investigation practices with data analysis.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.25,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
