Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G6.9,1,Alpha Standardized Science G6.9 Created By STC 11 Study the water cycle diagram below. Which point shows where evaporation is taking place?,Diagram/image referenced in question,MC,"A) diagram of the water cycle is shown., B) Point B, C) Point C, D) Point D",,6,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.9,2,Clouds are shown in the diagram above Arrow 1 and Arrow 3. Which sentence BEST describes the process by which clouds are formed?,Diagram/image referenced in question,MC,"A) system in the human body is shown., B) Clouds form when cold air pushes water drops together in the sky, making them stick to each other until they become visible as white puffy shapes., C) Clouds form when water vapor in the air cools and condenses into tiny water droplets. As warm air rises and cools, the water vapor changes from a gas to a liquid state., D) Clouds form when wind carries small ice crystals high into the atmosphere where they collect and become visible as clouds.",C,6,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.9,3,The main function of this system is to —,None,MC,"A) student is examining a cell under a microscope. The student identifies two features: a large vacuole and a cell wall., B) defend against infections entering the body, C) send signals back and forth from the brain to the body, D) circulate blood, nutrients, and gases throughout the body",C,6,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,1.75,Low Guided Integration,Does Not Meet,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.9,4,Which table correctly describes the cell and the two features that the student identified? A Type of cell Plant cell Function of Regulates the transport of materials cell wall Function of Site of photosynthesis vacuole B Type of cell Animal cell Function of Site of cellular respiration cell wall Function of Directs the operations within the cell vacuole C Type of cell Plant cell Function of Provides structure for the cell cell wall Function of Stores and transports molecules vacuole D Type of cell Animal cell Function of Directs the operations within the cell cell wall Function of Provides a site for chemical reactions vacuole The diagram of an animal cell is shown.,Diagram/image referenced in question,MC,,,6,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,4,Engages investigation practices with data analysis.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.9,5,"Which table correctly describes the cell and the two features that the student identified? A Type of cell Plant cell Function of Regulates the transport of materials cell wall Function of Site of photosynthesis vacuole B Type of cell Animal cell Function of Site of cellular respiration cell wall Function of Directs the operations within the cell vacuole C Type of cell Plant cell Function of Provides structure for the cell cell wall Function of Stores and transports molecules vacuole D Type of cell Animal cell Function of Directs the operations within the cell cell wall Function of Provides a site for chemical reactions vacuole The diagram of an animal cell is shown. Credit: Sciencenotes.org If a cell and all its organelles work a lot like a city, what organelle would represent the Post Office, where things are packaged and sorted?",Diagram/image referenced in question,MC,"A) Endoplasmic Reticulum, B) Mitochondria, C) Lysosome, D) Golgi apparatus The Coriolis effect is a result of the rotation of Earth. It has a direct impact on the directions of Earth’s winds, as shown",D,6,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,4,Engages investigation practices with data analysis.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.9,6,"The Coriolis effect is a result of the rotation of Earth. It has a direct impact on the directions of Earth’s winds, as shown in the diagram below. Northern Hemisphere winds are deflected to the right, and Southern Hemisphere winds are deflected to the left. How does the Coriolis effect MOST ACCURATELY impact Earth’s climate?",Diagram/image referenced in question,MC,"A) It allows hurricanes to form at the equator from the cycling of wind in different directions., B) It keeps a constant flow of energy throughout the planet so that all parts of Earth have the same climate., C) It affects ocean currents, which transport warm surface water, evening out the distribution of heat on Earth’s surface., D) It makes the Northern Hemisphere windier than the Southern Hemisphere, and the ocean currents are stronger as well. Students observe an unknown species during a field study. They observe that the organism is multicellular, can",C,6,,3,Real-world scenario with visual component provides some context for reasoning.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.9,7,"stronger as well. Students observe an unknown species during a field study. They observe that the organism is multicellular, can produce its own food, and can reproduce both sexually and asexually. Which kingdom does this organism MOST LIKELY belong to?",None,MC,"A) Archaea, B) Animalia, C) Bacteria, D) Plantae Maps of predicted weather conditions are shown.",D,6,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G6.9,8,Maps of predicted weather conditions are shown. Which answer choice best describes the weather at location X on Day 1 and Day 2?,Diagram/image referenced in question,MC,"A) scientist studies the freshwater organism known as a hydra. Hydras reproduce by budding, a process in which a, B) Day 1: warm and windy Day 2: cloudy and cold, C) Day 1: clear and cool Day 2: warm and rainy, D) Day 1: cold and rainy Day 2: clear and sunny",D,6,,3,Real-world scenario with visual component provides some context for reasoning.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G6.9,9,piece of the adult hydra breaks off and becomes a separate organism. Which statement accurately describes the parent hydra?,None,MC,"A) The parent hydra used asexual reproduction and is genetically identical to the newly formed hydra., B) The parent hydra used sexual reproduction and is genetically identical to the newly formed hydra., C) The parent hydra used asexual reproduction and is genetically different from the newly formed hydra., D) The parent hydra used sexual reproduction and is genetically different from the newly formed hydra. Which statement BEST describes why Texas experiences more hurricanes in August than in January?",A,6,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.9,10,Which statement BEST describes why Texas experiences more hurricanes in August than in January?,None,MC,"A) Wind speeds are slower in August than in January., B) Wave heights are greater in August than in January., C) Rainfall amounts are lower in August than in January., D) Ocean temperatures are higher in August than in January. Plant cells use photosynthesis to make food.",D,6,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
