Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G6.7,1,Alpha Standardized Science G6.7 Created By STC Account Which of the following correctly shows the moon phases in their proper order? A B C,None,MC,,,6,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.7,2,"A B C The diagram above shows the relative positions of the Earth and Sun at a certain time of year. Based on this, which season is occurring in the Southern Hemisphere of Earth?",Diagram/image referenced in question,MC,"A) winter, B) spring, C) summer, D) fall",,6,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.7,3,"Volume (billions Planet of km3) Mercury 60 Venus 930 Earth 1,090 Mars 160 Jupiter 1,431,280 Saturn 827,130 Uranus 68,330 Neptune 62,530 Based on the data above, which sequence correctly shows the relative size of the eight planets in our solar system? A B C D",None,MC,,,6,,2,Some context provided but limited scenario complexity.,4,Engages investigation practices with data analysis.,3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G6.7,4,"Volume (billions Planet of km3) Mercury 60 Venus 930 Earth 1,090 Mars 160 Jupiter 1,431,280 Saturn 827,130 Uranus 68,330 Neptune 62,530 Based on the data above, which sequence correctly shows the relative size of the eight planets in our solar system? A B C D Average distance from the Average orbital Planet Sun (millions of km) speed (km/s) Mercury 58 47 Venus 108 35 Earth 150 30 Mars 228 24 Jupiter 778 13 Saturn 1,430 10 Uranus 2,870 7 Neptune 4,500 5 Based on the data above, which of the following planets is always closer to the Sun than Earth is?",None,MC,"A) Jupiter, B) Mercury, C) Saturn, D) Mars",,6,,2,Some context provided but limited scenario complexity.,4,Engages investigation practices with data analysis.,3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G6.7,5,The diagram represents a cross-section of a cliff. It shows several rock layers containing fossils. Which of the following layers of rock is most likely the youngest?,Diagram/image referenced in question,MC,"A) the layer containing trilobites, B) the layer containing fishes, C) the layer containing amphibians, D) the layer containing dinosaurs",,6,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.7,6,"The diagram to the right shows a geologic cross-section. Letters A through D represent different rock units. Which sequence correctly shows the age of the lettered rock units, from oldest to youngest?",Diagram/image referenced in question,MC,"A) D → B → A → C, B) D → C → B → A, C) A → B → C → D, D) C → D → A → B Granite is an igneous rock. During the rock cycle, granite is changed into gneiss, a metamorphic rock. The processes",,6,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,2,Pattern recognition implicitly involved but not explicitly required.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.7,7,"Granite is an igneous rock. During the rock cycle, granite is changed into gneiss, a metamorphic rock. The processes that act on granite and change it into gneiss are",None,MC,"A) weathering and erosion, B) heat and pressure, C) compacting and cementing, D) melting, cooling, and hardening Rocks can be classified as sedimentary, igneous, or metamorphic based primarily upon differences in their—",,6,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.7,8,"Rocks can be classified as sedimentary, igneous, or metamorphic based primarily upon differences in their—",None,MC,"A) color, B) origin and formation, C) density, D) age Earthquakes start where two plates slide back and forth past each other, such as at the San Andreas Fault. This area",,6,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.7,9,"Earthquakes start where two plates slide back and forth past each other, such as at the San Andreas Fault. This area would be an example of—",None,MC,"A) a divergent boundary, B) the result of volcanic eruptions, C) a subduction zone, D) a transform boundary",,6,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.7,10,Look at the picture above. What type of tectonic boundary does it represent?,Diagram/image referenced in question,MC,"A) transform boundary, B) divergent boundary, C) convergent boundary, D) subduction",,6,,1,No phenomenon or scenario. Pure recall/definition question.,1,No science practice engaged. Recall/identification only.,1,Direct recall of definition or fact. No reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
