Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G6.12,1,Alpha Standardized Science G6.12 Created By STC 11 The smallest unit of a plant that can perform all of the processes of life is the ____________ .,None,MC,"A) root, B) cell, C) leaf, D) tissue Which statement correctly compares animal cells to plant cells?",B,6,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.12,2,Which statement correctly compares animal cells to plant cells?,None,MC,"A) Animal cells have chloroplasts for photosynthesis, while plant cells have mitochondria for energy production., B) Animal cells have a cell wall outside their cell membrane, while plant cells only have a cell membrane., C) Animal cells typically have small, multiple vacuoles, while plant cells have a large central vacuole for storage., D) Animal cells contain chromosomes in the cytoplasm, while plant cells contain chromosomes within the nucleus. Plant cells contain specialized structures that perform specific functions. One important structure captures energy",C,6,,2,Real-world reference provides some context but limited uncertainty.,2,Some practice engagement but at surface level.,2,DCI present but used at surface level — identification rather than reasoning.,2,Pattern recognition implicitly involved but not explicitly required.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.12,3,"nucleus. Plant cells contain specialized structures that perform specific functions. One important structure captures energy from sunlight and converts it into chemical energy, producing sugar compounds through a process that releases oxygen as a byproduct. These specialized structures are called ____________.",None,MC,"A) chloroplasts, B) mitochondria, C) ribosomes, D) vesicles The coordinated functioning of the heart, blood vessels, and blood to transport oxygen and nutrients throughout the",A,6,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.12,4,"The coordinated functioning of the heart, blood vessels, and blood to transport oxygen and nutrients throughout the body represents which level of organization?",None,MC,"A) Tissue level, B) Organ level, C) Cellular level, D) Organ system level When an animal responds to danger in its environment, which statement correctly explains how the body systems",D,6,,2,Some context provided but limited scenario complexity.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,2,Structure-function relationship implicitly present.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.12,5,"When an animal responds to danger in its environment, which statement correctly explains how the body systems work together?",None,MC,"A) Sense organs detect the threat and send electrical signals through the nervous system network, which then activates skeletal muscles for movement., B) The endoskeleton stiffens automatically, providing immediate protection without nervous system involvement., C) Cardiac muscles send direct messages to the brain, bypassing the nervous system network., D) The brain creates temporary new nerve cells that travel through blood vessels to activate leg muscles. Which of the following best explains why many amputees experience phantom pain?",A,6,,2,Real-world reference provides some context but limited uncertainty.,3,Requires constructing explanations or engaging in argumentation.,3,Grade-appropriate DCI used for reasoning in context.,2,Systems thinking implicitly involved but not consciously used for sense-making.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G6.12,6,Which of the following best explains why many amputees experience phantom pain?,None,MC,"A) male greater flamingo performs an elaborate dance, turning its head from side to side while spreading its wings to, B) Changes in the somatosensory cortex of the brain after amputation, C) Psychological trauma associated with the amputation procedure, D) The effect of pain medications prescribed after surgery",B,6,,1,Minimal or no scenario. Question is straightforward recall or identification.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.12,7,display bright feathers during mating season. Females observe multiple males before selecting a mate. This example is best described as ____________.,Diagram/image referenced in question,MC,"A) a mating display behavior, B) a physical characteristic, C) an inherited behavior only, D) a competitive aggression behavior Which evidence best supports the conclusion that a dog's ability to sit on command is an acquired trait rather than an",A,6,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.12,8,Which evidence best supports the conclusion that a dog's ability to sit on command is an acquired trait rather than an inherited trait?,None,MC,"A) The dog's parents were also well-trained and could sit on command., B) The dog belongs to a breed known for high intelligence and trainability., C) The dog learned to sit after repeated training sessions with treats as rewards., D) The dog naturally prefers to sit rather than stand when resting. The images show the results of an experiment with plant seedlings.",C,6,,2,Some context provided but limited scenario complexity.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Structure-function relationship implicitly present.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.12,9,The images show the results of an experiment with plant seedlings. Choose the word or phrase that correctly completes the sentence. The experiment demonstrates that plant growth patterns can be influenced by _________.,Diagram/image referenced in question,MC,"A) genetic mutations, B) reproductive cycles, C) cellular respiration, D) environmental factors During the cell cycle, chromatin condenses into visible chromosomes, the nuclear envelope breaks down, and spindle",D,6,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Engages investigation practices with data analysis.,3,Requires connecting science ideas with data in meaningful application.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.5,Doing Science,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G6.12,10,"During the cell cycle, chromatin condenses into visible chromosomes, the nuclear envelope breaks down, and spindle fibers begin to form. These events occur during which phase of mitosis?",None,MC,"A) Prophase, B) Metaphase, C) Anaphase, D) Telophase When an egg and sperm form an embryo, the offspring that is formed will have genetic traits that are ______________ .",A,6,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
