Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G6.14,1,Alpha Standardized Science G6.14 Created By STC 11 All living things are composed of,None,MC,"A) vitamins, B) blood, C) cells, D) organs In order for athletes to run, bike, or hike long distances, more oxygen needs to be delivered to their cells. Athletes also",C,6,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.14,2,"In order for athletes to run, bike, or hike long distances, more oxygen needs to be delivered to their cells. Athletes also need energy from food. Foods high in carbohydrates, such as sugar, provide this energy when the sugar and oxygen react to produce carbon dioxide, water, and energy during cellular respiration. The chemical reaction for this process is modeled below. Which gas is produced when sugar is broken down during cellular respiration?",Diagram/image referenced in question,MC,"A) Oxygen, B) Carbon dioxide, C) Water, D) Energy The transfer of oxygen within the human body is partially shown in the model below. Hemoglobin is the protein that",B,6,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Grade-appropriate content but routine application.,2,Energy/matter concepts implicitly present.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.14,3,The transfer of oxygen within the human body is partially shown in the model below. Hemoglobin is the protein that red blood cells use to transport oxygen. Which statement BEST explains how two organ systems work together to deliver oxygen to cells for cellular respiration?,Diagram/image referenced in question,MC,"A) The nervous system tells cells to make oxygen, and the skeletal system stores it in bones till it's ready to be used., B) The digestive system breaks down oxygen from food, and the circulatory system carries it to the lungs., C) The respiratory system brings oxygen into the lungs, and the circulatory system carries the oxygen on hemoglobin in red blood cells to body cells., D) The excretory system filters oxygen from the blood, and the respiratory system removes it as waste. The model below represents cellular respiration taking place in an organelle within a body cell.",C,6,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.14,4,The model below represents cellular respiration taking place in an organelle within a body cell. Which organelle is represented in the model and is correctly paired with its function for the cell as a whole?,Diagram/image referenced in question,MC,"A) nucleus; control center of the cell, B) chloroplast; captures energy to make food, C) mitochondrion; releases energy from food, D) cell membrane; allows food to enter and wastes to leave the cell The Sherpas Base your answers to questions 5 and 6 on the information below and on your knowledge of science. Sherpas are an ethnic group that live on the high southern slopes of the Himalaya Mountains in eastern Nepal. They are famous for their hiking skills and for guiding experienced hikers to the summit (top) of Mount Everest at 8848 meters (29,032 feet), carrying heavy loads. Sherpas have lived on the high plateau of the Himalayas at an average altitude of more than 4480 meters (14,700 feet), going back at least 6,000 years when the earliest settlement appeared. This is a period of time sufficient to drive the natural selection of genetic variants favoring survival and performance in the low-oxygen environment of mountain locations. Which argument describes how the high altitude environment of the Himalayan region has affected the Sherpa",C,6,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.14,5,"The Sherpas Base your answers to questions 5 and 6 on the information below and on your knowledge of science. Sherpas are an ethnic group that live on the high southern slopes of the Himalaya Mountains in eastern Nepal. They are famous for their hiking skills and for guiding experienced hikers to the summit (top) of Mount Everest at 8848 meters (29,032 feet), carrying heavy loads. Sherpas have lived on the high plateau of the Himalayas at an average altitude of more than 4480 meters (14,700 feet), going back at least 6,000 years when the earliest settlement appeared. This is a period of time sufficient to drive the natural selection of genetic variants favoring survival and performance in the low-oxygen environment of mountain locations. Which argument describes how the high altitude environment of the Himalayan region has affected the Sherpa population?",Diagram/image referenced in question,MC,"A) Sherpas make glucose more efficiently than populations living at lower altitudes., B) Sherpas produce less carbon dioxide during cellular respiration than populations living at lower altitudes., C) Sherpas release more oxygen during cellular respiration than populations living at lower altitudes., D) Sherpas perform cellular respiration more efficiently with less oxygen than populations living at lower altitudes. Natural selection has caused a genetic trait of Sherpas to change over a long period of time by",D,6,,3,Real-world context with visual information. Some reasoning required.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.14,6,altitudes. Natural selection has caused a genetic trait of Sherpas to change over a long period of time by,None,MC,"A) decreasing the frequency of a favorable trait through asexual reproduction., B) decreasing the frequency of a favorable trait through sexual reproduction., C) increasing the frequency of a favorable trait through asexual reproduction., D) increasing the frequency of a favorable trait through sexual reproduction. Earth Then and Now Base your answers to questions 7 through 9 on the information below and on your knowledge of science. The map below shows the location of Penn Dixie Fossil Park and Thacher Park in New York State. 400 million years ago, planet Earth was much different from what it is today. Seas covered much of New York State. The environment at the time formed rock layers that included fossils of many tropical marine organisms, such as brachiopod shells, corals, crinoids (sea lilies), and a form of sea sponges. The Penn Dixie Fossil Park, in western New York, and Thacher Park, located in eastern New York, both contain examples of this past ocean environment. The Penn Dixie Fossil Park has layers of shale that were deposited in deep water about 380 million years ago, but are now exposed at Earth’s surface. Thacher Park consists of sedimentary rock layers such as limestone, sandstone, and shale, that began forming about 410 million years ago as a result of deposition of sediments at a time of changing sea levels. This area was eventually uplifted, exposing these layers and the fossils in them. The maps below show the inferred location of the continent of North America, shaded in black, relative to other continents, 360 million years ago, and the present-day location of the continents. Which piece of evidence could be used to BEST support the claim that New York State was covered by water about 400",C,6,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,1.75,Low Guided Integration,Does Not Meet,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G6.14,7,"Earth Then and Now Base your answers to questions 7 through 9 on the information below and on your knowledge of science. The map below shows the location of Penn Dixie Fossil Park and Thacher Park in New York State. 400 million years ago, planet Earth was much different from what it is today. Seas covered much of New York State. The environment at the time formed rock layers that included fossils of many tropical marine organisms, such as brachiopod shells, corals, crinoids (sea lilies), and a form of sea sponges. The Penn Dixie Fossil Park, in western New York, and Thacher Park, located in eastern New York, both contain examples of this past ocean environment. The Penn Dixie Fossil Park has layers of shale that were deposited in deep water about 380 million years ago, but are now exposed at Earth’s surface. Thacher Park consists of sedimentary rock layers such as limestone, sandstone, and shale, that began forming about 410 million years ago as a result of deposition of sediments at a time of changing sea levels. This area was eventually uplifted, exposing these layers and the fossils in them. The maps below show the inferred location of the continent of North America, shaded in black, relative to other continents, 360 million years ago, and the present-day location of the continents. Which piece of evidence could be used to BEST support the claim that New York State was covered by water about 400 million years ago?",Diagram/image referenced in question,MC,"A) Both Penn Dixie Park and Thacher Park have eroded surfaces., B) Penn Dixie Park has rock layers similar in age to those in Thacher Park., C) Penn Dixie Park and Thacher Park contain marine fossils in the exposed rock layers., D) Both Penn Dixie Park and Thacher Park were located over the equator. The two maps at the end of the passage show North America’s position 360 million years ago and today.",A,6,,3,Real-world scenario with visual component provides some context for reasoning.,3,Requires constructing explanations or engaging in argumentation.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.14,8,The two maps at the end of the passage show North America’s position 360 million years ago and today. Which evidence BEST supports the claim that North America has moved since 360 million years ago?,Diagram/image referenced in question,MC,"A) North America is in a different position relative to other continents on the 360-million-years-ago map than on the present-day map., B) Marine fossils are found in rock layers in New York State., C) Many rocks in New York are sedimentary (sandstone, shale, limestone)., D) Rock layers in New York have been eroded and exposed at Earth’s surface. Penn Dixie Fossil Park and Thacher Park can be used to organize the geologic history of New York State. Which",A,6,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G6.14,9,Penn Dixie Fossil Park and Thacher Park can be used to organize the geologic history of New York State. Which evidence can be used to BEST support this claim?,None,MC,"A) Analysis of the present day elevations of Penn Dixie Park and Thacher Park., B) Analysis of rock strata and fossils at Penn Dixie Park and Thacher Park., C) The distance of Penn Dixie Park and Thacher Park from the equator., D) The distance of Penn Dixie Park and Thacher Park from Lake Erie and Lake Ontario. Base your answers to questions 10 and 11 on the information below and on your knowledge of science.",B,6,,3,Real-world context with meaningful setup. Requires some application.,3,Requires constructing explanations or engaging in argumentation.,2,DCI present but used at surface level — identification rather than reasoning.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.25,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them. Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G6.14,10,"Base your answers to questions 10 and 11 on the information below and on your knowledge of science. Three skaters, who weighed between 88 pounds (40 kg) and 177 pounds (80 kg), went to a local skate park and each tried the half-pipe. A half-pipe is a U-shaped ramp, as shown below. Data on the kinetic energy of the three skaters (40 kg, 60 kg, and 80 kg) at ten different positions of the half-pipe ramp were collected and graphed. The locations of the positions on the ramp are shown below. Which claim is BEST supported by the graph about the effect of mass on kinetic energy at the same ramp position?",Diagram/image referenced in question,MC,"A) Kinetic energy increases with mass; at position 5 the 80-kg skater is about 3200 J, the 60-kg skater about 2400 J, and the 40-kg skater about 1600 J., B) Mass does not affect kinetic energy; all three skaters have about the same energy at position 5., C) Kinetic energy decreases with mass; at position 5 the 40-kg skater has the most energy., D) Kinetic energy only depends on the ramp position; all skaters have zero kinetic energy at positions 0 and 10. The data table below shows the speed (m/s) and kinetic energy (J) of the 80-kg skater from position 0 to position 5.",A,6,,3,Real-world scenario with visual component provides some context for reasoning.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.0,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
