Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.2,1,"In the Piney Woods ecosystem with tall pine trees, few other tall trees, small shrubs and grasses — which bird from the table is most likely to live there?","Table: Four Texas Bird Species with habitat/food characteristics — Burrowing owl (underground nests, open areas), Roseate spoonbill (nests above water, eats fish), Red-cockaded woodpecker (nests in old trees, eats sap/insects from bark), Golden-cheeked warbler (nests in oaks/junipers in canyons).",MC,"A) Burrowing owl, B) Roseate spoonbill, C) Red-cockaded woodpecker, D) Golden-cheeked warbler",C,3,3-LS4-3,3,"Rich ecosystem description with specific data table about bird characteristics. Students must match habitat needs to ecosystem features using evidence.",3,"Engages 'Analyzing and Interpreting Data' — students must read the data table and evaluate which bird's requirements match the Piney Woods description. Multi-step reasoning.",3,"Requires applying understanding of organism-environment relationships using specific trait data. Goes beyond recall to evidence-based matching.",3,"Engages Structure and Function (nest in trees + eats bark insects → needs forest) and Patterns (matching habitat features to organism needs).",3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Excellent data-driven question. Students analyze a real ecosystem and match organisms to it using evidence from a data table."
Alpha Standardized Science G3.2,2,"Diagrams of four different insect life cycles shown. Which insect goes through complete metamorphosis?","Four life cycle diagrams showing different insect developmental stages — one shows egg→larva→pupa→adult (complete metamorphosis), others show incomplete metamorphosis or simple growth.",MC,"A-D (four diagrams)",C,3,3-LS1-1,2,"Provides visual life cycle diagrams but the task is identifying complete metamorphosis — applying a known concept to visual data.",2,"Engages 'Analyzing and Interpreting Data' — students interpret life cycle diagrams. However, it's recognition/classification rather than deep analysis.",2,"Tests understanding of complete vs. incomplete metamorphosis. Application level.",2,"Engages Patterns (recognize the complete metamorphosis pattern across stages).",2.0,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Better than text-only life cycle recall because it uses diagrams. Could improve by showing an unfamiliar organism's stages and asking students to explain whether it shows complete metamorphosis."
Alpha Standardized Science G3.2,3,"Toy truck experiment: Rachel pushes right, Kobe pushes left. Table shows 5 trials with different forces. Which statement explains what caused the truck to move in Trials 3 and 4 but stay still in Trials 1, 2, and 5?","Diagram of hands pushing toy truck from both sides + data table showing 5 trials with force amounts for Rachel (right) and Kobe (left) and resulting truck movement.",MC,"A) When one student pushed with more force the truck rolled, B) When both pushed with same force the truck rolled, C) When one pushed with more force the truck stayed still, D) When one stopped before the other the truck stayed still",A,3,3-PS2-1,4,"Rich experimental scenario with real data table showing 5 trials. Students must analyze the data pattern to identify what causes movement vs. stillness. Genuine scientific investigation context.",4,"Directly engages 'Analyzing and Interpreting Data' — students must examine 5 data points, identify the pattern linking force differences to movement, and select the correct explanation. Strong practice engagement.",3,"Requires applying understanding of balanced vs. unbalanced forces using actual experimental data. Deep DCI engagement.",3,"Engages Cause and Effect (unbalanced forces cause movement) and Patterns (identifying the pattern across 5 trials that predicts when the truck moves).",3.5,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"One of the strongest G3 questions. Real experimental data, multi-trial analysis, genuine pattern identification. Approaches Doing Science level."
Alpha Standardized Science G3.2,4,"Which statement best explains the answer to the previous question? (Follow-up to Q3 about toy truck experiment)",None,MC,"A) An object at rest still has forces acting upon it, B) An object with balanced forces has zero net movement, C) Forces that are unbalanced cause movement, D) Objects in contact exert forces upon each other",C,3,3-PS2-1,3,"Part B of the toy truck investigation. Students must connect the data pattern to a general principle about forces. Multi-part item design.",3,"Engages 'Constructing Explanations' — students must identify the underlying principle that explains the pattern they identified in Q3. Builds on prior analysis.",3,"Requires understanding and articulating the principle of balanced vs. unbalanced forces. Conceptual depth.",3,"Directly engages Cause and Effect — unbalanced forces cause movement. Students must explicitly state this causal relationship.",3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Excellent Part B that requires students to connect data to principle. Multi-part design mirrors MAP format."
Alpha Standardized Science G3.2,5,"A bright-red male cardinal comes to a school bird feeder every morning, makes chirping sounds. Which is a learned behavior?",None,MC,"A) Having red feathers, B) Eating seeds during the day, C) Coming to the bird feeder each morning, D) Making a chirping sound",C,3,3-LS3-1,2,"Basic scenario about a cardinal. Task is identifying learned vs. inherited behavior — largely recall.",1,"No meaningful practice engagement. Classification/recall task.",2,"Tests inherited vs. learned behavior distinction. Grade-appropriate but basic.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Standard inherited/learned recall question. Same as G3.12 Q4."
Alpha Standardized Science G3.2,6,"Table lists characteristics of four animals (Muskrat, Mallard, Mink, Western grebe). What features do their ecosystems most likely have in common?","Table showing four animals with characteristics suggesting aquatic habitats — webbed/partially webbed feet, eats fish, dives and spears fish.",MC,"A) Dry rocky mountains, B) Forests of pine trees, C) Tall spiny cacti, D) Lakes and rivers",D,3,3-LS4-3,3,"Provides a data table of animal characteristics. Students must analyze shared traits to determine the common ecosystem feature. Data-driven.",3,"Engages 'Analyzing and Interpreting Data' — students must identify the pattern across four organisms' traits that points to a shared habitat type.",3,"Requires applying understanding of organism-environment relationships using trait evidence.",3,"Engages Structure and Function (webbed feet, aquatic hunting → water habitats) and Patterns (common trait → common habitat).",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good data-driven question. Students analyze a table to find common habitat features."
Alpha Standardized Science G3.2,7,"Meerkats confront predator snakes by working together — hissing, biting, surrounding. Why do they do this?",None,MC,"A) Group behavior as survival strategy to deter the snake, B) Practice fighting skills, C) Naturally curious, D) Playful activity for social bonds",A,3,3-LS4-2,3,"Presents a specific, fascinating phenomenon (meerkat group defense). Students must explain the adaptive advantage of the behavior.",2,"Engages 'Constructing Explanations' — connecting observed behavior to survival advantage. However, the correct answer is fairly obvious.",3,"Requires understanding of how group behaviors function as survival strategies. Goes beyond simple recall.",2,"Engages Cause and Effect (group confrontation causes predator deterrence → survival) and Structure and Function (group behavior serves protection function).",2.5,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Good phenomenon with engaging context. Answer is somewhat obvious. Could add competing explanations that require evidence evaluation."
Alpha Standardized Science G3.2,8,"Duckweed is free-floating with a single root. Which ecosystem type?","Illustration of duckweed plant.",MC,"A) Wetland with slow-moving water, B) Coastal with rough waves, C) Desert, D) Underground river",A,3,3-LS4-3,2,"Same as G3.12 Q1. Organism-habitat matching with some trait reasoning.",2,"Limited reasoning — connecting organism traits to suitable habitat.",2,"Basic organism-environment relationship. Recall-level.",2,"Implicitly engages Structure and Function.",2.0,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Repeated across multiple tests. Basic habitat matching."
Alpha Standardized Science G3.2,9,"Which table correctly classifies statements about weather and climate?","Four tables classifying weather/climate statements differently.",MC,"A-D (four classification tables)",B,3,3-ESS2-1,2,"Same concept as G3.12 Q7. Classification task with table format.",2,"Basic classification — sorting statements by definition.",2,"Tests weather vs. climate distinction at classification level.",2,"Implicitly engages Patterns (time-scale patterns).",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Needs Improvement,"Classification recall in table format."
Alpha Standardized Science G3.2,10,"Student raises a parrot — which behavior was learned from living in the student's home?",None,MC,"A) Flaps wings on perch, B) Loud scream, C) Imitates family dog barking, D) Tucks head under wing",C,3,3-LS3-1,1,"Same question as G3.12 Q4. No phenomenon. Pure recall.",1,"No practice engagement. Classification recall.",2,"Tests inherited vs. learned at recall level.",1,"No CCC.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Exact duplicate of G3.12 Q4."
Alpha Standardized Science G3.2,11,"Fill blank: _____ is what happens when a seed begins to grow into a new plant.",None,MC,"A) Germination, B) Pollination, C) Reproduction, D) Fertilization",A,3,3-LS1-1,1,"No phenomenon. Pure vocabulary recall.",1,"No practice engagement. Definition recall.",1,"Tests a vocabulary term, not understanding.",1,"No CCC.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pure vocabulary question. No place on an NGSS-aligned assessment."
Alpha Standardized Science G3.2,12,"Tomato plant characteristics listed. Which is least likely to be inherited?",None,MC,"A) Flower color, B) Leaf shape, C) Type of roots, D) Number of tomatoes",D,3,3-LS3-1,2,"Same as G3.12 Q16. Some reasoning about inherited vs. environmentally influenced traits.",2,"Basic 'Constructing Explanations' — distinguishing inherited from variable traits.",3,"Requires understanding that some traits vary with environment. Goes beyond simple recall.",2,"Engages Cause and Effect (environment affects fruit number).",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good reasoning question. Exact duplicate of G3.12 Q16."
Alpha Standardized Science G3.2,13,"Ring magnets on pencil — both S poles facing. What happens when they get close?","Image of ring magnets on a pencil.",MC,"A) Attract, B) Repel, C) No interaction, D) Break",B,3,3-PS2-3,2,"Simple magnet scenario. Task is applying like-poles-repel rule — largely recall.",1,"No meaningful practice. Applying a memorized rule.",2,"Tests magnet pole interaction. Basic recall-application.",1,"No CCC engagement required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Basic magnet rule recall."
Alpha Standardized Science G3.2,14,"Tundra characteristics described. Which pair of animals is LEAST likely to live there?","Four pairs of animal images — including tropical species.",MC,"A-D (animal pair images)",D,3,3-LS4-3,3,"Same as G3.12 Q10. Habitat data provided, students evaluate animal suitability.",2,"Basic reasoning — connecting habitat data to organism survival.",3,"Applies organism-environment relationship understanding.",2,"Engages Structure and Function implicitly.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Same as G3.12 Q10."
Alpha Standardized Science G3.2,15,"Which characteristics of a friend are learned behaviors? Select TWO.",None,MC,"A) Brown eyes, B) Draws well, C) Has freckles, D) Reads daily, E) Blonde hair","B,D",3,3-LS3-1,1,"Same as G3.12 Q20. No phenomenon. Classification recall.",1,"No practice engagement.",2,"Tests inherited vs. learned at basic level.",1,"No CCC.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Exact duplicate of G3.12 Q20."
Alpha Standardized Science G3.2,16,"Postcard from Cairo shows sunny sky and warm clear day. What does this describe?",None,MC,"A) Weather, B) Climate, C) Neither, D) Temperature",A,3,3-ESS2-1,2,"Simple scenario. Students must recognize that a specific day's conditions are weather, not climate.",1,"No meaningful practice. Applying a definition to a scenario.",2,"Tests weather vs. climate distinction at the simplest level.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Simple definition application."
Alpha Standardized Science G3.2,17,"Builder compares roof designs for high-wind area. Trapped wind creates forces. Which design best protects?","Image showing three different roof designs with wind flow patterns.",MC,"A) All equal, B) Roof 3 best — stays on in strong winds, C) Roof 1 — wind blows past walls, D) Roof 2 — no wind trapped",B,3,3-5-ETS1-2,3,"Engineering design problem with specific constraint (high winds). Students must evaluate three designs using principles of wind force.",3,"Engages 'Engaging in Argument from Evidence' — students evaluate engineering designs against a specific criterion (wind protection). Must reason about force/wind interactions.",3,"Requires applying understanding of forces to engineering design evaluation.",2,"Engages Cause and Effect (wind shape interaction → force on roof) and Structure and Function (roof shape → wind resistance).",2.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good engineering design question with visual data."
Alpha Standardized Science G3.2,18,"Salvia plant investigation — 4 plants at 25°C, exposed to different temps every 3 days. Figure shows results. In which ways were the salvia plants affected by temperature?","Four salvia plant illustrations showing plants exposed to different temperatures — varying heights but similar shapes/flowers.",MC,"A) Height of plant, B) Shape of leaves, C) Shape of flowers, D) Number of flowers",A,3,3-LS1-1,3,"Rich investigation scenario with controlled experiment. Students must analyze visual data (plant diagrams) to determine which variable changed.",3,"Engages 'Analyzing and Interpreting Data' — students examine experimental results (plant diagrams) to determine how temperature affected the plants.",3,"Requires understanding of how environmental factors affect plant growth. Application to experimental data.",2,"Engages Cause and Effect (temperature → plant height change).",2.75,Low Guided Integration,Partially Meets,Meets,Partially Meets,Meets,Needs Improvement,"Good investigation data analysis. Part of a multi-question item set."
Alpha Standardized Science G3.2,19,"Part A: In which month would salvia plants most likely grow best? (Using temperature data from Leesville, Louisiana graph)","Bar graph showing monthly high temperatures in Leesville, Louisiana.",MC,"A) April, B) June, C) August, D) September",A,3,3-LS1-1,3,"Part A of multi-part item. Students must connect experimental findings (best growth at 25°C) with climate data (which month is closest to 25°C).",3,"Engages 'Analyzing and Interpreting Data' — cross-referencing experimental results with climate data to make a prediction.",3,"Requires synthesizing investigation findings with real-world data. Multi-step reasoning.",3,"Engages Cause and Effect (temperature → growth) and Patterns (matching optimal temperature to seasonal data).",3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Excellent multi-part question requiring cross-referencing two data sources."
Alpha Standardized Science G3.2,20,"Part B: Which evidence best supports the answer to Part A?",None,MC,"A) Below 20°C, B) Close to 25°C, C) Close to 30°C, D) Above 30°C",B,3,3-LS1-1,3,"Part B requiring students to cite evidence for their answer. Must connect the experimental control temperature (25°C) to the prediction.",3,"Engages 'Engaging in Argument from Evidence' — students must identify which evidence supports their claim. Explicit evidence citation.",3,"Requires understanding that optimal growth occurred at 25°C and using this as evidence.",3,"Engages Cause and Effect — temperature causes different growth rates.",3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Excellent Part B. Multi-part design with evidence citation mirrors MAP format perfectly."
