Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.8,1,"Which statement best describes the life cycle of organisms?",None,MC,"A) All organisms have the same life cycle including birth growth reproduction and death, B) Organisms have diverse life cycles but they all share common stages of birth growth reproduction and death, C) Plants and animals have identical life cycles while other organisms have unique life cycles, D) Reproduction is not essential for the continued existence of organisms",B,3,3-LS1-1,1,"No scenario. Recall of universal life cycle concept.",1,"No practice engagement. Recall.",2,"Tests understanding of common life cycle stages across diverse organisms.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide life cycle data for diverse organisms and ask students to identify common patterns."
Alpha Standardized Science G3.8,2,"Which shows the correct order of a butterfly's life cycle?",None,MC,"A) Larva pupa egg adult, B) Egg larva pupa adult, C) Pupa larva adult egg, D) Adult larva pupa adult",B,3,3-LS1-1,1,"No scenario. Pure sequence recall.",1,"No practice engagement. Ordering memorized sequence.",2,"Tests life cycle stage knowledge. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide unfamiliar insect life cycle data and ask students to identify stages from evidence."
Alpha Standardized Science G3.8,3,"Zebras live in large herds. When together their stripes are confusing making it difficult to see where each zebra is. How could living in a herd help a zebra survive?",None,MC,"A) Predators are afraid of big herds and will not attack, B) Zebras make huffing sounds to communicate, C) Predators will not know where to attack because of the zebra's stripes, D) Predators like to attack big herds and do not attack zebras who are alone",C,3,3-LS2-1,2,"Brief scenario with information about zebra stripe confusion effect.",2,"Engages 'Constructing Explanations' — using provided information about stripes to reason about survival benefit.",2,"Tests understanding of how group behavior and physical traits combine for survival.",2,"Engages Cause and Effect (stripes + herd → predator confusion → survival).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good concept. Add predation data comparing solitary vs herd zebras."
Alpha Standardized Science G3.8,4,"What best describes why packs keep African wild dogs safe from predators?","Passage about African wild dogs with detailed bullet points about pack behavior.",MC,"A) The wild dogs hunt the predators for food, B) Females leave the pack when predators are around, C) Hyenas help fight off predators to keep following the packs, D) The dogs can fight the predators off with their large numbers",D,3,3-LS2-1,3,"Rich informational passage with detailed observations about African wild dog pack behavior.",3,"Engages 'Engaging in Argument from Evidence' — using specific evidence from the passage to identify the correct explanation.",2,"Tests understanding of group behavior benefit using passage evidence.",2,"Engages Cause and Effect (large numbers → ability to fight predators → safety).",2.5,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good passage-based question. Elevate by asking students to cite specific evidence."
Alpha Standardized Science G3.8,5,"Sometimes seeds from red raspberry plants grow into yellow raspberry plants. When two yellow plants reproduce the resulting seeds grow yellow raspberries. Which best describes how raspberries get their color?",None,MC,"A) Raspberry color is an inherited trait that varies among raspberry plants, B) Raspberry color is controlled by the amount of sugar, C) Raspberry color is controlled by the amount of sunlight, D) Raspberry color is an inherited trait that changes when plants have disease",A,3,3-LS3-1,2,"Brief scenario about trait variation in raspberries across generations.",2,"Engages 'Constructing Explanations' — reasoning about how trait variation occurs through inheritance.",2,"Tests understanding of inherited traits and variation in offspring.",2,"Engages Patterns (offspring traits vary but are inherited from parents).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good concept. Add breeding data showing trait distributions across generations."
Alpha Standardized Science G3.8,6,"What has the puppy most likely inherited from his parents? Select TWO correct answers.","Image of a puppy with specific features.",MSA,"A) the color of his fur, B) his collar, C) his floppy ears, D) living in Louisiana, E) needing sleep",A and C,3,3-LS3-1,2,"Image-based observation with trait identification.",2,"Engages 'Analyzing and Interpreting Data' — students observe image and distinguish inherited from non-inherited traits.",2,"Tests ability to identify inherited physical traits from visual evidence.",1,"No CCC engagement.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Good multi-select format. Provide parent-offspring comparison data."
Alpha Standardized Science G3.8,7,"Cows A-F all have same father and closely related mothers. After being sold to two farms with different food, which difference is most likely responsible for different milk production in April?","Two data tables comparing McCoy and Kim Dairy Farm conditions and cow milk production in March vs April.",MC,"A) time spent outside, B) the type of fence used on the farm, C) how long the family has owned the farm, D) the kind of food the cows eat on the farm",D,3,3-LS3-2,4,"Rich experimental scenario with controlled variables. Real data tables comparing farm conditions and milk production before/after transfer.",4,"Engages 'Analyzing and Interpreting Data' — students must analyze multiple data tables, compare pre/post production data, and identify the most likely environmental variable causing the change.",3,"Requires understanding that environment affects trait expression and using data to identify the responsible variable.",3,"Engages Cause and Effect (different food → different milk production) and Patterns (consistent production difference).",3.5,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent data analysis question. Rich experimental design with controlled and independent variables."
Alpha Standardized Science G3.8,8,"Which statement best explains why none of the Santa Catalina rattlesnakes have rattles?","Passage about rattlesnake rattles with Table 1 comparing rattlesnake populations.",MC,"A) The rattlesnakes have the trait for curled tails instead of normal tails, B) The rattlesnakes shed their skin too often, C) The rattlesnakes did not inherit the trait for rattles from their parents, D) The rattlesnakes remove the rattles from their tails when born",C,3,3-LS3-1,3,"Rich informational passage with data table about different rattlesnake populations and their rattle characteristics.",3,"Engages 'Constructing Explanations' — using data from the table and passage to explain trait absence in a population.",3,"Requires understanding inheritance patterns and using population data to explain trait distribution.",2,"Engages Cause and Effect (lack of inherited trait → no rattles in population).",2.75,High Guided,Meets,Meets,Meets,Meets,Strong,"Strong evidence-based reasoning with rich passage context."
Alpha Standardized Science G3.8,9,"Brown pelicans like to make nests close together on the coast. This helps ______.",Image of brown pelicans nesting together.,MC,"A) protect the eggs from predators, B) protect the eggs from winds, C) pelican parents leave their nest, D) pelican parents lay more eggs",A,3,3-LS2-1,2,"Image-based scenario about group nesting behavior.",1,"No meaningful practice. Simple inference from image.",2,"Tests basic understanding of group behavior benefit.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on nesting success rates for solitary vs colonial nesters."
Alpha Standardized Science G3.8,10,"Moths rest on dark tree trunks during the day. A population of birds moves in and begins eating moths. Which best describes the moth population many generations later?","Diagram showing black and white moths on a dark tree trunk.",MC,"A) Same number of each because color is inherited, B) Fewer black moths because they blend in, C) More black moths because white moths are more easily seen by predators, D) Same number because they are always born in equal numbers",C,3,3-LS4-2,3,"Natural selection scenario with clear environmental pressure. Students must reason about differential survival over generations.",3,"Engages 'Constructing Explanations' — reasoning about how natural selection changes population trait distribution over time.",3,"Requires understanding of natural selection: differential survival based on camouflage leads to population change.",3,"Engages Cause and Effect (predation + visibility → differential survival → population change) and Patterns.",3.0,High Guided,Meets,Meets,Meets,Meets,Strong,"Excellent natural selection question. Students reason about population change due to environmental pressure."
