Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.15,1,"What comes immediately after the caterpillar stage in a silkmoth's life cycle?",None,MC,"A) Pupa, B) Egg, C) Young moth, D) Adult moth",A,3,3-LS1-1,1,"No phenomenon. Pure recall of silkmoth life cycle sequence.",1,"No practice engagement. Recall task.",2,"Tests basic life cycle knowledge at recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Replace with unfamiliar organism data and ask students to identify life cycle stage patterns."
Alpha Standardized Science G3.15,2,"How do both sea turtles and moths despite their different developmental processes share common life cycle patterns?",None,MC,"A) Both lay eggs on land that must be protected from predators, B) Both go through birth/hatching growth reproduction and death though moths undergo metamorphosis while sea turtles develop gradually, C) Both undergo metamorphosis, D) Both look completely different as juveniles compared to adults",B,3,3-LS1-1,2,"Comparative scenario requiring students to identify shared life cycle features across different organisms.",2,"Engages 'Constructing Explanations' — comparing two life cycles to identify common patterns.",2,"Tests understanding of universal life cycle stages despite different developmental processes.",2,"Engages Patterns (common life cycle patterns across different organisms).",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good comparison concept. Elevate by providing life cycle data for multiple unfamiliar organisms and asking students to identify shared patterns."
Alpha Standardized Science G3.15,3,"Looking at different flowering plant life cycles like the orange tree watermelon plant and rose bush what pattern is common to all of them?",None,MC,"A) They all produce colorful flowers first then develop fruits, B) They all require exactly one year to complete their life cycle, C) They all follow the sequence of seed growth reproduction and death, D) They all produce the same number of seeds in each fruit",C,3,3-LS1-1,2,"References multiple plant species but task is identifying the common life cycle pattern. Basic application.",1,"No meaningful practice. Identifying a known pattern.",2,"Tests understanding of common plant life cycle stages.",2,"Engages Patterns (identifying common life cycle pattern across species).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide actual growth data for the three plants and ask students to compare patterns with specific evidence."
Alpha Standardized Science G3.15,4,"Ben notices apple trees in his orchard have red apples and some have green apples. Both came from parent trees in the same orchard. What is the best explanation?",None,MC,"A) The trees were watered at different times, B) The trees inherited different traits from their parent trees, C) The apples changed color because of the weather, D) The farmer painted some apples different colors",B,3,3-LS3-1,2,"Brief orchard scenario about trait variation. Students must identify inheritance as the cause.",2,"Engages 'Constructing Explanations' — connecting observations to inheritance concept.",2,"Tests understanding that trait variation in offspring is due to inheritance.",2,"Engages Cause and Effect (inheritance causes trait variation).",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Provide data on multiple apple tree generations showing trait patterns and ask students to predict offspring traits."
Alpha Standardized Science G3.15,5,"Based on parent tigers — one with dark orange fur and wide black stripes and one with light orange fur and narrow black stripes — which offspring is most likely?",None,MC,"A) Tiger cub with no stripes and solid orange, B) Tiger cub with orange fur and black stripes that may be wide narrow or intermediate, C) Tiger cub with spotted pattern, D) Tiger cub with white fur and black stripes",B,3,3-LS3-1,2,"Scenario with specific parent trait data. Students predict offspring traits based on parent variation.",2,"Engages 'Constructing Explanations' — predicting offspring traits from parent data.",2,"Tests understanding of inheritance and trait variation within the range of parent traits.",2,"Engages Patterns (offspring traits fall within parent trait range).",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good prediction question. Elevate by providing data from multiple litters showing trait frequency distributions."
Alpha Standardized Science G3.15,6,"Which best explains why children often have the same hair color as one of their parents?",None,MC,"A) Each child learns to have this hair color, B) The environment causes it, C) Each child independently develops matching hair color, D) It is an inherited trait passed down from parents through genes",D,3,3-LS3-1,1,"No scenario. Pure recall of inheritance concept.",1,"No practice engagement. Recall.",2,"Tests basic understanding of inherited traits. Recall level.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide family trait data and ask students to identify inheritance patterns from evidence."
Alpha Standardized Science G3.15,7,"Which characteristic of caribou herds demonstrates how they work together to help the entire group survive?",None,MC,"A) Individual caribou that search for food without sharing, B) Caribou that hide food from other members, C) Caribou that migrate together in large herds to find food and avoid predators, D) Adult caribou that prevent younger caribou from joining",C,3,3-LS2-1,2,"Brief scenario about caribou herd behavior. Students identify cooperative behavior.",1,"No meaningful practice. Identifying the correct example from a list.",2,"Tests understanding of group behavior benefits. Identification level.",2,"Engages Cause and Effect (group migration → food finding and predator avoidance).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on caribou survival rates comparing solo vs. herd migration and ask students to analyze."
Alpha Standardized Science G3.15,8,"Scientists found a fossilized shark's tooth completely preserved. What process best explains how this fossil formed?",None,MC,"A) Tooth buried quickly in sediment which hardened into rock preserving the tooth, B) Tooth left impression in mud that filled with minerals creating a cast, C) Tooth created a burrow filled with different material, D) Tooth was compressed between rock layers creating a thin film",A,3,3-LS4-1,2,"Fossil formation scenario. Students must select the correct preservation process.",2,"Engages 'Constructing Explanations' — evaluating different fossil formation processes.",2,"Tests understanding of fossil formation processes. Application level.",2,"Engages Cause and Effect (burial in sediment → preservation).",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good question with multiple fossil formation processes. Add real fossil evidence images for comparison."
Alpha Standardized Science G3.15,9,"A forest elephant uses its trunk to gather food from tall trees and large ears to release heat. Which best describes these characteristics?",None,MC,"A) Traits but not adaptations because they don't help survive, B) Adaptations because they help the elephant survive in its environment, C) Traits but not adaptations because all elephants have them regardless of location, D) Adaptations elephants developed during their own lifetime",B,3,3-LS4-3,3,"Rich scenario with specific organism-environment observations. Students must distinguish traits from adaptations.",2,"Engages 'Constructing Explanations' — connecting specific physical features to environmental challenges.",3,"Requires understanding the relationship between physical characteristics and environmental survival. Goes beyond simple recall.",2,"Engages Structure and Function (trunk → food gathering, ears → heat release).",2.5,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good scenario. Elevate by providing data comparing forest vs. savanna elephant ear sizes and body temperatures."
Alpha Standardized Science G3.15,10,"A student is asked to identify an ecosystem based on: warm temperatures year-round constant rainfall high biodiversity and nutrient-poor soil. Which ecosystem is described?",None,MC,"A) Temperate deciduous forest, B) Tropical rainforest, C) Desert, D) Tide pool",B,3,3-LS4-4,2,"Data-driven scenario — students must match characteristics to ecosystem type.",2,"Engages 'Analyzing and Interpreting Data' — matching multiple data points to identify the ecosystem.",2,"Tests understanding of ecosystem characteristics. Application level with multi-factor analysis.",2,"Engages Patterns (characteristic patterns define ecosystems).",2.0,Low Guided Integration,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good multi-clue question. Elevate by providing actual climate data graphs for multiple ecosystems and asking students to match and explain."
Alpha Standardized Science G3.15,11,"Historical climate data for Mexico City shows June-August temperatures 15-17°C with 130-170mm precipitation. Based on this pattern which weather conditions are most likely for next July?",None,MC,"A) Avg temperature 16°C with high precipitation around 150mm, B) 25°C with moderate 100mm, C) 10°C with low 50mm, D) 17°C with low 40mm",A,3,3-ESS2-2,3,"Provides actual climate data and asks students to use it for prediction. Data-driven reasoning.",3,"Engages 'Analyzing and Interpreting Data' — students use historical data to make predictions about future weather.",3,"Requires applying understanding of climate patterns to make evidence-based predictions.",3,"Engages Patterns (historical data patterns predict future conditions). Direct CCC engagement.",3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Excellent data-driven prediction question. Students use actual climate data to predict future conditions."
Alpha Standardized Science G3.15,12,"Climate graph shows average monthly temperatures and precipitation for Mexico City over 10 years. Which month would most likely have temperature of 19°C with heavy rainfall exceeding 100mm?","Climate graph for Mexico City showing temperature and precipitation data (1366x930).",MC,"A) April, B) June, C) September, D) November",C,3,3-ESS2-2,3,"Real climate data graph. Students must read and interpret graphical data to answer.",3,"Engages 'Analyzing and Interpreting Data' — students must read a complex dual-axis graph to identify the correct month.",3,"Requires interpreting real climate data from a graph. Genuine data analysis task.",3,"Engages Patterns (identifying temperature and precipitation patterns from graphical data).",3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,"Excellent graph interpretation question. Real climate data with dual variables."
Alpha Standardized Science G3.15,13,"What feature best explains why the flood panel solution would be most effective for protecting the school lunchroom near a river?",None,MC,"A) Ability to be installed in less than 60 minutes when flooding is predicted, B) Reusability for multiple flood events, C) Compatibility with existing door frames, D) Capacity to block water up to 24 inches in height",A,3,3-ESS3-1,3,"Engineering design scenario with specific context (school lunchroom near river). Students evaluate which design feature is most critical.",2,"Engages 'Designing Solutions' — evaluating design features against criteria. Selection-based.",2,"Tests understanding of engineering design evaluation with constraints.",2,"Engages Structure and Function (design feature → flood protection function).",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good engineering context. Add data from flood events and multiple solution options with trade-off analysis."
Alpha Standardized Science G3.15,14,"A student is opening a drawer by pulling on its handle. What type of force is the student primarily applying?",None,MC,"A) Push force, B) Both push and pull equally, C) Pull force, D) Neither push nor pull",C,3,3-PS2-1,2,"Simple everyday scenario. Identifies force type.",1,"No meaningful practice. Force identification.",2,"Tests understanding of push vs. pull forces. Application level.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data showing different forces in different contexts and ask students to classify and explain patterns."
