Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.6,1,"The first stage of a fly's life cycle is the ____?",None,MC,"A) Adult, B) Nymph, C) Pupa, D) Egg",D,3,3-LS1-1,1,"No scenario. Fill-in-the-blank recall of life cycle stage.",1,"No practice engagement. Recall.",2,"Tests basic knowledge of insect life cycle first stage.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide life cycle data for an unfamiliar insect and ask students to identify the first stage from evidence."
Alpha Standardized Science G3.6,2,"An area by a large pond rains once a week for eleven years. Which best describes this situation?",None,MC,"A) Sublimation, B) Evaporation, C) Weather, D) Climate",D,3,3-ESS2-2,2,"Brief scenario with time scale indicator (11 years). Students must classify weather vs climate.",1,"No meaningful practice. Vocabulary application.",2,"Tests understanding that long-term patterns constitute climate not weather.",2,"Engages Patterns (11-year pattern = climate).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Good concept. Provide actual weather data spanning multiple years and ask students to distinguish climate from weather."
Alpha Standardized Science G3.6,3,"Lucas has a pet parrot named Mango. Mango has bright green feathers like her parents but learned to mimic the alarm clock and say 'Good morning!' Identify which traits are inherited and which are acquired.","Drag-and-drop format with traits: saying 'Good morning!', having a beak, bright green feathers, mimicking the alarm clock.",DD,"Inherited: having a beak and bright green feathers; Acquired: saying 'Good morning!' and mimicking the alarm clock",TEI,3,3-LS3-1,2,"Brief scenario about a parrot with specific traits. Students categorize traits.",2,"Engages 'Analyzing and Interpreting Data' — categorizing traits based on evidence from the scenario.",2,"Tests ability to distinguish inherited from acquired traits.",2,"Engages Patterns (physical traits → inherited; learned behaviors → acquired).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good trait sorting question. Elevate by adding less obvious traits or providing trait data from multiple generations."
Alpha Standardized Science G3.6,4,"Dolphins travel in groups for protection from animals like ____.","None",MC,"A) Wolves, B) Manatees, C) Sharks, D) Sea otters",C,3,3-LS2-1,1,"No scenario. Simple recall of dolphin predators.",1,"No practice engagement. Recall.",1,"Tests basic knowledge of marine predators. Below grade-level depth.",1,"No CCC engagement.",1.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"This is more of a trivia question than science assessment. Provide data about dolphin group behavior and predation rates."
Alpha Standardized Science G3.6,5,"Which characteristic best allows a rabbit to escape other animals?",None,MC,"A) White fur, B) Strong legs, C) Big ears, D) Puffy tail",B,3,3-LS4-3,1,"No scenario. Simple identification of an adaptation.",1,"No practice engagement. Recall.",2,"Tests basic understanding of structural adaptations for survival.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data about rabbit escape behaviors and predator encounter outcomes to support evidence-based reasoning."
Alpha Standardized Science G3.6,6,"Mary wants a box with a lid that stays securely closed but can still be opened with slight effort. No locks keys or latches. What would you suggest?",None,MC,"A) Use a magnet on the lid and a metal plate on the box to create a magnetic seal, B) Use a spring to push the lid open slightly when closed, C) Design the lid with a very heavy weight so it stays closed by gravity, D) Attach two large magnets to the box one to the lid and another to the inside positioning them so they attract each other",A,3,3-PS2-3,3,"Engineering design scenario with clear criteria and constraints (stay closed, open easily, no locks).",2,"Engages 'Designing Solutions' — evaluating multiple design options against given constraints.",2,"Tests understanding of magnetic attraction applied to an engineering problem.",2,"Engages Structure and Function (magnet + metal plate → magnetic seal → meets criteria).",2.25,Low Guided,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good engineering question. Answer A and D are similar — could be confusing. Add test data for each design option."
Alpha Standardized Science G3.6,7,"Which is the best benefit of the wings on a fly?",None,MC,"A) They help them eat food, B) They help them quickly escape predators, C) They help them make sugars, D) They help them digest food",B,3,3-LS4-3,1,"No scenario. Simple identification of wing function.",1,"No practice engagement. Recall.",2,"Tests basic understanding of structural adaptation benefit.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data comparing winged vs wingless insects' survival rates to support evidence-based reasoning."
Alpha Standardized Science G3.6,8,"It rains in a dry desert for 3 days straight. Which BEST explains this situation?",None,MC,"A) Climate, B) Evaporation, C) Weather, D) Transpiration",C,3,3-ESS2-2,2,"Brief scenario distinguishing short-term (3 days) from long-term patterns.",1,"No meaningful practice. Vocabulary application.",2,"Tests understanding that short-term events are weather not climate.",2,"Engages Patterns (3-day event = weather vs long-term = climate).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Pair with Q2 for weather vs climate comparison. Provide multi-year data and short-term data for comparison."
Alpha Standardized Science G3.6,9,"Fossils of many fish were found in a very dry desert. Which best predicts how they got there?",None,MC,"A) A bird dropped them, B) They crawled from a far away ocean, C) They walked on land, D) A lake was there thousands of years ago",D,3,3-LS4-1,2,"Brief scenario about fossils in an unexpected environment.",2,"Engages 'Constructing Explanations' — students must reason about how marine fossils ended up in a desert.",2,"Tests understanding that fossils indicate past environments different from present.",2,"Engages Stability and Change (environment changed over time from aquatic to desert).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good concept. Provide multiple fossil layers or additional geological evidence to deepen reasoning."
Alpha Standardized Science G3.6,10,"Which is NOT an example of group behavior?",None,MC,"A) Wasps working together to build a nest, B) Wasps working different jobs in a colony, C) A wasp helping a group collect pollen, D) A wasp building a nest for only its children",D,3,3-LS2-1,1,"No scenario. Simple classification of group vs individual behavior.",1,"No practice engagement. Classification recall.",2,"Tests understanding of what constitutes group behavior.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide observation data of wasp behavior and ask students to classify and explain patterns."
