Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.19,1,"Which diagram shows complete metamorphosis?","Four diagrams (A-D) showing different life cycle types.",MC,"A) [Diagram A], B) [Diagram B], C) [Diagram C], D) [Diagram D]",C,3,3-LS1-1,2,"Visual identification of complete metamorphosis from diagrams.",1,"No meaningful practice. Visual recognition of memorized life cycle type.",2,"Tests ability to identify complete metamorphosis from visual representations.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data about stage durations for unfamiliar organisms and ask students to classify the life cycle type."
Alpha Standardized Science G3.19,2,"How are the life cycles of a pumpkin plant and a maple tree similar?",None,MC,"A) Both plants make seeds only one time in their whole life, B) Both plants start as seeds grow into adult plants and later make seeds again, C) Both plants skip the seedling stage and grow straight into adult plants, D) Both plants can reproduce only when humans plant new parts",B,3,3-LS1-1,1,"No scenario. Recall of shared plant life cycle features.",1,"No practice engagement. Recall.",2,"Tests understanding of common plant life cycle patterns.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide growth data for multiple plants and ask students to compare patterns with evidence."
Alpha Standardized Science G3.19,3,"An adult animal is shown. Which picture BEST shows the offspring of this animal?","Image of an adult animal plus four possible offspring images (A-D).",MC,"A) [Image A], B) [Image B], C) [Image C], D) [Image D]",C,3,3-LS3-1,2,"Visual matching of adult to offspring based on shared features.",2,"Engages 'Analyzing and Interpreting Data' — comparing visual features between adult and offspring options.",2,"Tests understanding that offspring resemble their parents.",1,"No CCC engagement.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide trait measurement data for parent and offspring and ask students to identify patterns."
Alpha Standardized Science G3.19,4,"Parrots get some things from their parents and some from their owners. Which can a parrot get from its owner?",None,MC,"A) learning to make word-like sounds, B) having a strong beak, C) being able to fly long distances, D) having colorful feathers",A,3,3-LS3-2,1,"No scenario. Simple distinction between inherited and acquired traits.",1,"No practice engagement. Recall.",2,"Tests ability to distinguish inherited from learned traits.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data on parrot traits and their origins for evidence-based reasoning."
Alpha Standardized Science G3.19,5,"A mob of meerkats live together in a group to increase an individual's ____.",None,MC,"A) chance of survival, B) body temperature, C) ability to climb trees, D) visibility to other meerkat mobs",A,3,3-LS2-1,1,"No scenario. Fill-in-the-blank recall.",1,"No practice engagement. Recall.",2,"Tests basic understanding of group behavior benefit.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide survival data for solitary vs group meerkats and ask students to analyze."
Alpha Standardized Science G3.19,6,"A fossil is shown. Which animal living today is most like the fossil?","Image of a fossil plus four modern animal images (A-D).",MC,"A) [Animal A], B) [Animal B], C) [Animal C], D) [Animal D]",D,3,3-LS4-1,2,"Visual comparison of fossil to modern organisms.",2,"Engages 'Constructing Explanations' — comparing structural features between fossil and modern organisms.",2,"Tests ability to identify similarities between extinct and living organisms from visual evidence.",2,"Engages Patterns (structural similarities between fossil and modern organisms).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good visual comparison. Add structural feature data for quantitative comparison."
Alpha Standardized Science G3.19,7,"The fur of sea otters is very thick. How does this help sea otters survive?",None,MC,"A) The fur helps them breathe, B) The fur keeps them warm, C) The fur protects them from hunters, D) The fur allows them to see underwater",B,3,3-LS4-3,1,"No scenario. Simple identification of adaptation function.",1,"No practice engagement. Recall.",2,"Tests basic understanding of insulation adaptation.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide temperature data for otters with/without thick fur in different environments."
Alpha Standardized Science G3.19,8,"An ecosystem described has: land covered with water most of the year, nutrient-rich soil, and other water ecosystems nearby. Which BEST describes this ecosystem?",None,MC,"A) A tundra, B) A wetland, C) A tropical rainforest, D) A temperate deciduous forest",B,3,3-LS4-4,2,"Multi-clue description. Students match characteristics to ecosystem type.",1,"No meaningful practice. Classification/matching.",2,"Tests ecosystem identification from characteristics. Application level.",2,"Engages Patterns (characteristic patterns define ecosystems).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide actual ecosystem data and ask students to classify from evidence."
Alpha Standardized Science G3.19,9,"The table shows average temperatures recorded in an area. Which month recorded the highest temperature?","Data table with monthly average temperatures (Jan-Dec).",MC,"A) March, B) April, C) August, D) October",D,3,3-ESS2-2,2,"Simple data table reading. Students find the maximum value.",1,"No meaningful practice. Data lookup.",2,"Tests ability to read a data table and find maximum.",2,"Engages Patterns (identifying the month with highest temperature).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Ask students to identify seasonal patterns or predict future temperatures from the data."
Alpha Standardized Science G3.19,10,"Using data from the bar graph complete the data table to show rainfall measured in each city.","Bar graph showing rainfall in four Texas cities.",CR,"Dallas: 15 inches; Houston: 20 inches; Austin: 10 inches; San Antonio: 15 inches",TEI,3,3-ESS2-2,2,"Data transfer task from bar graph to data table.",2,"Engages 'Analyzing and Interpreting Data' — reading values from a bar graph and transferring to a table.",2,"Tests ability to accurately read a bar graph. Basic data skills.",1,"No CCC engagement.",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Ask students to analyze patterns in the data and make predictions rather than just transferring values."
