Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.9,1,"Which items do you think will be attracted to a magnet? Select all that apply.",None,MSA,"A) a crayon, B) a fork, C) a screw, D) a candle, E) a taki chip, F) a paper clip",B and C and F,3,3-PS2-3,1,"No scenario. Simple identification of magnetic objects.",1,"No practice engagement. Recall/recognition.",2,"Tests basic understanding of which materials are magnetic.",1,"No CCC engagement.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add an experimental context where students must predict and then evaluate results."
Alpha Standardized Science G3.9,2,"Which image shows the magnets repelling?","Two images showing different magnet configurations.",MC,"A) Image 1, B) Image 2",B,3,3-PS2-3,2,"Simple visual identification of magnet interactions.",1,"No meaningful practice. Visual recognition.",2,"Tests ability to identify repulsion from a diagram.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Only 2 answer choices — below standard. Add data from magnetic force investigations."
Alpha Standardized Science G3.9,3,"What 2 forces are acting on the book?","Image of a book sitting on a surface.",MSA,"A) magnetic force, B) touching force, C) electric force, D) gravity, E) heat force",B and D,3,3-PS2-1,2,"Simple visual scenario with a book at rest.",1,"No meaningful practice. Force identification recall.",2,"Tests understanding that gravity pulls book down and surface pushes up (contact force).",2,"Engages Cause and Effect (gravity pulls down + surface pushes up → balanced forces → book stays still).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide data from force measurement experiments and ask students to analyze balanced forces."
Alpha Standardized Science G3.9,4a,"Puppy Traits passage (ReadWorks): What do genes do?","Passage about puppy traits and genetics.",MC,"A) cover your legs with a sturdy material called denim, B) carry information that gives living things certain traits, C) give parents information about what to name their puppy, D) make sure all puppies are born with the same color fur",B,3,3-LS3-1,3,"Rich reading passage about genetics inheritance and trait variation in puppies.",2,"Engages 'Obtaining Evaluating and Communicating Information' — reading comprehension to extract scientific information.",2,"Tests understanding of gene function from passage context.",1,"No CCC engagement.",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Heavy reading comprehension focus. The passage is rich but the question is recall from text."
Alpha Standardized Science G3.9,4b,"According to the passage the puppies have some of the same information in their genes. How does this affect the way they look?","Same puppy traits passage.",MC,"A) They all have the same short gray fur and black spots, B) They all like to play with the same toy, C) They all move in the same ways at the same exact times, D) They all have eyes ears noses four paws and small tails",D,3,3-LS3-1,3,"Same rich passage. Students extract specific information about shared traits.",2,"Engages 'Obtaining Evaluating and Communicating Information' — finding supporting details in the passage.",2,"Tests understanding that shared genes → shared physical features.",2,"Engages Patterns (same genes → same basic features across offspring).",2.25,Low Guided,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Reading comprehension question. Could add data comparison between litters."
Alpha Standardized Science G3.9,4c,"Read the sentences from the text about fur length in puppies. What conclusion can you draw from this evidence?","Same passage — excerpt about fur length variation.",MC,"A) Only parents with same exact genes can have puppies, B) You can have the gene for something and not show it, C) Puppies with the same parents look the exact same, D) Only adult dogs can have long hair because it needs to grow",B,3,3-LS3-1,3,"Evidence-based conclusion drawing from passage text.",3,"Engages 'Engaging in Argument from Evidence' — drawing conclusions from textual evidence about gene expression.",3,"Requires understanding that organisms can carry genes that are not expressed (recessive traits).",2,"Engages Cause and Effect (gene combination → some traits expressed, others not).",2.75,High Guided,Meets,Meets,Partially Meets,Meets,Strong,"Good evidence-based reasoning from text. Students draw scientific conclusions from passage evidence."
Alpha Standardized Science G3.9,4d,"Why do puppies from the same parents look different?","Same passage.",MC,"A) Parents get to pick which parent the puppy looks like, B) Each puppy chooses which parent to look more like, C) Puppy genes depend on the year they were born, D) Each puppy gets a different combination of genes which makes them look unique",D,3,3-LS3-1,3,"Evidence-based reasoning about trait variation from the passage.",2,"Engages 'Constructing Explanations' — explaining variation using the gene combination concept from the passage.",2,"Tests understanding that different gene combinations from same parents → different traits.",2,"Engages Cause and Effect (different gene combinations → different appearances).",2.25,Low Guided,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good concept. Could provide numerical trait data to support analysis."
Alpha Standardized Science G3.9,4e,"What is the main idea of this text?","Same passage.",MC,"A) Puppies like humans are born with different gene combinations from their parents that help them look both alike and different, B) Dogs and humans have about 20000 genes and fur length can be determined by just one gene, C) Some physical characteristics are eye color fur color tail length height ear shape and teeth size, D) When a puppy's mother has short fur and father has long fur the puppy will have both",A,3,3-LS3-1,3,"Main idea identification from a science passage.",2,"Engages 'Obtaining Evaluating and Communicating Information' — identifying the central message of a scientific text.",2,"Tests ability to synthesize passage information into a main idea about genetic inheritance.",1,"No CCC engagement.",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"More reading comprehension than science assessment. The passage context is strong but the question assesses literacy."
Alpha Standardized Science G3.9,5,"A person kicks a soccer ball. The picture shows the path. Predict how the path will continue after step 5.","Image showing trajectory of a kicked soccer ball in an arc pattern.",MC,"A) It will go up, B) It will go down, C) It will go backward, D) It will stay in the air",B,3,3-PS2-1,2,"Simple trajectory prediction from a visual pattern.",2,"Engages 'Using Mathematics and Computational Thinking' — predicting future motion based on observed trajectory pattern.",2,"Tests understanding of gravity's effect on projectile motion.",2,"Engages Patterns (trajectory pattern → prediction) and Cause and Effect (gravity → downward motion).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good prediction concept. Add data points showing velocity at each step for deeper analysis."
Alpha Standardized Science G3.9,6,"Find Louisiana on the map. What is the weather like in Louisiana on this map?","Weather temperature map of the United States.",MC,"A) below 0 degrees F, B) 50-59 degrees F, C) 40-49 degrees F, D) 70-79 degrees F",D,3,3-ESS2-2,2,"Map reading scenario. Students locate a state and read temperature data.",1,"No meaningful practice. Data reading from a map.",2,"Tests ability to read a weather map. Basic application.",1,"No CCC engagement.",1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide multi-day weather maps and ask students to identify patterns or predict future weather."
Alpha Standardized Science G3.9,7,"Dora plans an investigation using one magnet to pick up paper clips. Which question can Dora answer by carrying out her investigation?",None,MC,"A) What materials are used to make a magnet?, B) Why do paper clips bend easily if made from metal?, C) At what distance will the magnet be able to pick up the paper clips?, D) What touching forces are making the paper clips stick to the magnet?",C,3,3-PS2-3,2,"Investigation planning scenario about magnet distance.",3,"Engages 'Planning and Carrying Out Investigations' — identifying which research question can be answered by a specific investigation.",2,"Tests understanding of what can be investigated with the described setup.",2,"Engages Cause and Effect (magnet distance → ability to attract clips).",2.25,Low Guided,Partially Meets,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good investigation planning question. Add investigation data and ask students to analyze results."
Alpha Standardized Science G3.9,8,"Elena attaches a string to a ball and pulls it back. What can she predict the ball will do after it swings to the left side?","Image showing pendulum ball pulled back.",MC,"A) It will swing to the right side and then back to the left, B) It will stay on the left side, C) It will move higher each time it swings, D) It will stop in the middle before reaching the right side",A,3,3-PS2-1,2,"Pendulum investigation scenario. Students predict oscillatory motion.",2,"Engages 'Using Mathematics and Computational Thinking' — predicting the pattern of pendulum motion.",2,"Tests understanding of predictable patterns in motion (oscillation).",2,"Engages Patterns (pendulum swings back and forth in predictable pattern).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good prediction question. Add data about swing distances and times to deepen analysis."
Alpha Standardized Science G3.9,9,"Gia bounces a ball. Each bounce it goes less high. At the middle of the playground it bounces half as high as the first bounce. What happens by the far side?",None,MC,"A) The ball would soon stop bouncing, B) The ball would pick up speed, C) The ball would stay in the air longer, D) The ball would roll back to the student",A,3,3-PS2-1,2,"Bouncing ball scenario with decreasing height pattern described.",2,"Engages 'Using Mathematics and Computational Thinking' — extending the decreasing bounce pattern to predict the outcome.",2,"Tests understanding that energy dissipation causes bounces to decrease until stopping.",2,"Engages Patterns (each bounce lower → eventually stops) and Cause and Effect.",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good prediction from pattern. Add bounce height data and ask for more precise prediction."
Alpha Standardized Science G3.9,10,"City leaders want to sort through landfill for recyclable metal cans. Engineers build a big magnet above trash piles. What will happen?",None,MC,"A) The magnet will draw the metal cans up and out of the trash piles, B) The magnet will cause metal cans to move to the side into a neat pile, C) The magnet will flatten and recycle the cans while being collected, D) The magnet will pick up all the paper out of the pile",A,3,3-PS2-3,2,"Applied engineering scenario about using magnetism for recycling.",2,"Engages 'Designing Solutions' — predicting the outcome of an engineering solution.",2,"Tests understanding of magnetic attraction applied to problem solving.",2,"Engages Cause and Effect (magnet above → attracts metal cans upward).",2.0,Low Guided,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Good applied context. Add data comparing different separation methods."
Alpha Standardized Science G3.9,11,"What animal inspired biomimicry engineers to build this baby carrier?","Image of a baby carrier.",MC,"A) elephant, B) zebra, C) kangaroo, D) butterfly",C,3,3-ETS1-2,2,"Biomimicry scenario connecting animal adaptation to human engineering.",1,"No meaningful practice. Simple analogy recognition.",2,"Tests understanding of biomimicry concept — matching animal feature to human design.",2,"Engages Structure and Function (kangaroo pouch → baby carrier design).",1.75,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Provide multiple biomimicry examples with data about design effectiveness."
