Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G3.12,1,"Common duckweed is a small plant that grows on the surface of many ponds and lakes. It is free floating and has a single root. Which statement describes the type of ecosystem in which duckweed can most likely be observed?","Illustration of a duckweed plant showing a small flat leaf-like structure on top with a single long root extending downward, labeled 'Root'.",MC,"A) A wetland ecosystem with slow-moving water, B) A coastal ecosystem with constant rough waves, C) A desert ecosystem where rainfall drains away quickly, D) An underground river ecosystem where the temperature remains constant",A,3,3-LS4-3,2,"Presents a real organism (duckweed) with specific traits (free-floating, single root), but the task is matching organism to habitat — a low-level reasoning task with minimal uncertainty.",2,"Students use limited reasoning to connect organism traits to habitat. Implicit use of 'Constructing Explanations' but mostly recall of ecosystem types. No data analysis or investigation.",2,"Tests understanding of organism-environment relationships at a basic level. Students identify a suitable habitat but don't reason deeply about why specific traits match conditions.",2,"Implicitly engages Structure and Function (single root and floating structure relate to still-water habitats), but students aren't required to reason explicitly with the CCC.",2.0,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Provides some organism context but remains a habitat-matching recall item. Strengthen by providing data about multiple habitats (water speed, depth, nutrient levels) and asking students to analyze which habitat best supports duckweed's specific structures."
Alpha Standardized Science G3.12,2,"A dinosaur fossil is shown. Which question can scientists most likely answer from studying the fossil of the dinosaur?","Photograph/illustration of a dinosaur fossil skeleton showing complete body structure with visible bone shapes, limb proportions, jaw structure, and overall body plan.",MC,"A) What was the pattern on the skin of the dinosaur?, B) What was the type of food the dinosaur ate?, C) How fast was the heart of the dinosaur beating?, D) How many eggs were in the nest of the dinosaur?",B,3,3-LS4-1,2,"Presents a fossil as a phenomenon but the task is selecting which question can be answered — low uncertainty. Students need some reasoning about what fossils can and cannot reveal.",2,"Engages 'Asking Questions' at a basic level — students evaluate which questions are answerable from fossil evidence. However, it's selecting a pre-made question, not constructing one.",2,"Tests understanding of what fossils reveal about past organisms. Grade-appropriate but stays at the recall level of what evidence fossils preserve (bones → diet inferences).",1,"No explicit CCC engagement. Could engage Cause and Effect (jaw structure → diet) but students aren't asked to reason with that connection.",1.75,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Needs Improvement,"Has a visual phenomenon but the reasoning demand is low. Improve by asking students to examine specific fossil features (tooth shape, jaw structure) and construct an explanation for what the dinosaur likely ate, citing evidence from the image."
Alpha Standardized Science G3.12,3,"Students conduct experiments to investigate friction. Which experiment will best test the effect of friction on objects?",None,MC,"A) Drop two balls from the same height at the same time, B) Roll two marbles on the carpet from the same starting point at the same time and with the same amount of force, C) Roll three marbles across three different surfaces from the same starting point at the same time and with the same amount of force, D) Release two balls from the top of a ramp at the same time",C,3,3-PS2-1,2,"Frames a general investigation context but no specific puzzling phenomenon. Students evaluate experimental designs, which requires some reasoning about controlled variables.",3,"Directly engages 'Planning and Carrying Out Investigations.' Students must evaluate which experimental design properly tests friction by varying surfaces while controlling other variables.",2,"Tests understanding of friction at a basic level. The DCI is used to inform the experimental design choice rather than deep reasoning about the concept.",2,"Implicitly engages Cause and Effect (different surfaces cause different friction effects) but students aren't explicitly asked to articulate this.",2.25,Low Guided Integration,Partially Meets,Does Not Meet,Partially Meets,Meets,Needs Improvement,"Good engagement with investigation design. Strengthen by presenting actual results from the experiment and asking students to analyze the data to draw conclusions about which surface produces the most friction and why."
Alpha Standardized Science G3.12,4,"A student raises a parrot from the time it hatches. Which of these behaviors did the parrot most likely learn from living in the student's home?",None,MC,"A) The parrot flaps its wings while sitting on a perch, B) The parrot has a loud scream that hurts the student's ears, C) The parrot imitates the family dog barking, D) The parrot tucks its head under its wing when it sleeps",C,3,3-LS3-1,1,"Minimal scenario — just states a student has a parrot. The question is straightforward identification of learned vs. inherited behavior. No puzzling phenomenon or uncertainty.",1,"No science practice engaged. Students select the learned behavior from a list — pure recall/classification.",2,"Tests understanding of inherited vs. learned behaviors. Grade-appropriate DCI but at definitional recall level.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Pure classification recall. Redesign around a scenario: provide a table of parrot behaviors observed in both wild and domestic settings, then ask students to identify patterns and construct an argument about which behaviors are learned vs. inherited, using evidence."
Alpha Standardized Science G3.12,5,"Students are investigating how far different types of balls will roll down a hallway after being pushed with the same force. They push a ping-pong, a tennis ball, and a soccer ball down the hallway and measure how far each ball travels before it stops. The floor of the hallway is smooth and without any bumps. What force causes the balls to stop rolling?","Illustration showing three balls (ping-pong ball, tennis ball, soccer ball) of different sizes on a smooth surface with arrows indicating the direction they were pushed.",MC,"A) Gravity, B) Friction, C) The force from the push ran out, D) Air",B,3,3-PS2-1,2,"Provides an investigation context with specific experimental details, but the question itself (what force stops rolling?) is a direct recall item. The scenario adds context but doesn't create genuine uncertainty.",1,"No science practice meaningfully engaged. Despite the investigation framing, the actual task is naming a force — recall only. Students don't analyze data or construct explanations.",2,"Tests basic understanding of friction as a force that opposes motion. Grade-appropriate but purely definitional.",1,"No CCC engagement. The scenario could engage Cause and Effect but the question doesn't require reasoning about it — just naming the force.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Partially Meets,Weak,"Investigation context is wasted on a recall question. Keep the scenario but ask students to predict or explain why the soccer ball might travel a different distance than the ping-pong ball, requiring reasoning about how surface texture and mass relate to friction (Cause and Effect)."
Alpha Standardized Science G3.12,6,"The table lists some traits of three plants. All the plants listed in the table are MOST LIKELY adapted to which environment?","Table showing traits of three plants: Plant 1 has thick waxy leaves, deep root system, stores water in stems. Plant 2 has small spiny leaves, shallow widespread roots, thick outer covering. Plant 3 has tiny leaves with waxy coating, long taproot, swollen trunk for water storage. All three share drought-adapted traits.",MC,"A) Swamp, B) Arctic, C) Desert, D) Rainforest",C,3,3-LS4-3,3,"Presents real plant trait data in a table format, creating a genuine (if straightforward) analytical task. Students must examine patterns across three organisms to determine the common environment.",3,"Engages 'Analyzing and Interpreting Data' — students must read the table, identify patterns in shared traits (water conservation, thick coverings), and connect these to an environment. Meaningful practice use.",3,"Requires applying understanding of how inherited traits (structures) help organisms survive in specific environments. Students reason about structure-function-environment connections.",3,"Directly engages Structure and Function — all listed traits are structures adapted for a specific function (water conservation). Also touches Patterns (all three plants share similar adaptations). Students must use CCC thinking to answer correctly.",3.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good data-driven question with meaningful CCC engagement. Elevate to High Guided by asking students to explain which specific trait from the table provides the strongest evidence for their answer and why, requiring explicit argumentation."
Alpha Standardized Science G3.12,7,"Which table correctly classifies statements about weather and climate?","Four tables (A, B, C, D) each with two columns labeled 'Weather' and 'Climate.' Each table classifies four statements differently: (1) 'The average July temperature is 84°F' (2) 'Today it is sunny with a high of 75°F' (3) 'A cold front will lower temperatures this week' (4) 'This region gets about 40 inches of rain per year.' Students must identify which table correctly categorizes all four statements.",MC,"A) Table A, B) Table B, C) Table C, D) Table D",Varies,3,3-ESS2-1,2,"Presents classification task with real weather/climate statements. Some reasoning required to distinguish short-term weather events from long-term climate patterns, but it's largely definitional.",2,"Engages 'Analyzing and Interpreting Data' at a basic level — students must classify statements. However, it's more like sorting by definition than genuine analysis.",2,"Tests the weather vs. climate distinction. Grade-appropriate DCI but used at classification/definitional level rather than deep reasoning.",2,"Implicitly engages Patterns (climate = patterns over time vs. weather = short-term events). Students must recognize time-scale patterns but aren't asked to reason explicitly with this CCC.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Needs Improvement,"Classification recall disguised in table format. Improve by providing actual temperature/precipitation data over several months/years and asking students to identify which data points represent weather vs. climate patterns, then explain how they can tell the difference."
Alpha Standardized Science G3.12,8,"Lacewings are insects that hatch from eggs. Which of these correctly compares the lacewing life cycle with the frog life cycle?",None,MC,"A) Adult lacewings lay eggs but adult frogs give birth to live larvae, B) When they hatch young lacewings and young frogs look different from their adult forms, C) When they hatch both lacewings and frogs have long legs for jumping, D) Both adult lacewings and adult frogs have more legs than they had as larvae",B,3,3-LS1-1,2,"Provides two organisms for comparison, creating a low-level analytical task. Students must compare life cycles — some reasoning required but it's largely factual recall about life stages.",2,"Engages 'Constructing Explanations' at a basic level — students compare two life cycles and select the correct comparison. Limited practice engagement beyond recall.",2,"Tests understanding of life cycle stages and metamorphosis. Grade-appropriate DCI content but used for factual comparison rather than deeper reasoning.",2,"Implicitly engages Patterns (both organisms share the pattern of looking different as young) but students aren't asked to reason about why this pattern exists or what it means.",2.0,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Needs Improvement,"Comparative recall question. Strengthen by providing images or data showing life cycle stages of both organisms and asking students to construct an explanation for why both organisms look different as juveniles than as adults, connecting to the CCC of Patterns."
Alpha Standardized Science G3.12,9,"Students observe a gerbil in a cage. They write their observations as shown. Which of these observations is most likely a learned behavior?",None,MC,"A) Twitching its whiskers, B) Burrowing in the bedding, C) Drinking water from a metal tube, D) Walking on four legs",C,3,3-LS3-1,1,"Minimal scenario — observations of a gerbil. Task is identifying the learned behavior from a list. No puzzling phenomenon or genuine uncertainty.",1,"No science practice engaged. Pure classification/recall task — students identify which behavior is learned.",2,"Tests inherited vs. learned behavior distinction. Grade-appropriate DCI but at the definitional recall level.",1,"No CCC engagement. No reasoning about patterns, cause/effect, or systems.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Partially Meets,Weak,"Same issue as Q4 — pure classification recall. Redesign: provide data from gerbils raised in different environments (wild vs. lab) and ask students to identify which behaviors differ between groups and explain what this evidence tells us about learned vs. inherited behaviors."
Alpha Standardized Science G3.12,10,"Some characteristics of the tundra are described: Long winters with temperatures at −34°C; Less than 25 centimeters of precipitation each year; Thin layer of topsoil covers the frozen ground; Some types of plants found there are mosses, grasses, small shrubs, and trees. Based on this description, which pair of animals is LEAST likely to live in the tundra?","Four pairs of animals shown as illustrations: A) Arctic fox and snowy owl (both white/light colored, cold-adapted), B) Caribou/reindeer and Arctic hare (cold-adapted with thick fur), C) Tropical parrot and tree frog (colorful, warm-climate species), D) Polar bear and musk ox (large, thick-furred, cold-adapted). Students must identify which pair is least suited to tundra conditions.",MC,"A) Arctic fox and snowy owl, B) Caribou and Arctic hare, C) Parrot and tree frog, D) Polar bear and musk ox",C,3,3-LS4-3,3,"Provides specific tundra habitat data (temperature, precipitation, soil, vegetation) and asks students to evaluate which animals don't fit. Real phenomenon with some analytical thinking required — must connect environmental conditions to animal suitability.",2,"Engages 'Constructing Explanations' at a basic level — students must connect habitat data to organism survival. However, the answer is fairly obvious (tropical animals in tundra), limiting genuine practice engagement.",3,"Tests understanding of organism-environment relationships and adaptation. Students must apply DCI knowledge to evaluate which organisms could survive in given conditions.",2,"Engages Structure and Function implicitly (animal features relate to habitat survival). Could engage Cause and Effect (cold temperatures cause need for certain adaptations) but not required explicitly.",2.5,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Good habitat data provided but the answer is too obvious (parrot/frog in tundra). Increase difficulty by using less extreme animal pairs and asking students to explain which specific tundra characteristics would be most challenging for the selected pair, requiring deeper Cause and Effect reasoning."
