Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G5.5,1,Which type of organism is missing from this food web?,None,MC,"A) Decomposers, B) Producers, C) Predators, D) Consumers Which of these does not add to air pollution?",,5,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Systems thinking implicitly involved but not consciously used for sense-making.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.5,2,Which of these does not add to air pollution?,None,MC,"A) A power plant burning coal to produce electricity, B) Wind produced by the uneven heating of Earth’s surface, C) Natural gas pumped from deep underground, D) Heat and smoke from a wood burning fire What would most likely happen to the carbon dioxide–oxygen cycle if Earth’s large forests were all cut down?",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.5,3,What would most likely happen to the carbon dioxide–oxygen cycle if Earth’s large forests were all cut down?,None,MC,"A) teacher asks students to explain what they see in this picture. Four student explanations are shown in the box., B) The remaining plants would stop producing carbon dioxide, and animals would use less oxygen., C) The remaining plants would produce more oxygen, and animals would produce less carbon dioxide., D) There would be more oxygen in the atmosphere because fewer plants would be using it to produce their own food.",,5,,2,Real-world reference provides some context but limited uncertainty.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.75,High Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G5.5,4,Which of the students gave a correct explanation?,None,MC,"A) three-step process is shown., B) Students 2 and 4 only, C) Student 2 only, D) Students 1 and 3 only",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.5,5,Particles build up in an area → Particles are pressed together → Particles harden Which of these are most likely formed by the process shown?,Diagram/image referenced in question,MC,"A) Glaciers, B) Mountains, C) Sand dunes, D) Sedimentary rocks The gym at Sunrise Middle School floods each year. When there is more than one inch of water on the ground outside,",,5,,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.5,6,"The gym at Sunrise Middle School floods each year. When there is more than one inch of water on the ground outside, water flows under the doors and into the building. Dr. Rogers, the principal, wants to find a way to protect the gym from flooding. Select the situation in which the gym is NOT likely to flood?",None,MC,"A) during a drought, when there's not much rain, B) when a large amount of snow melts quickly, C) when a river next to the school overflows, D) during a storm with lots of rain 7 A student poured the same amount of water into two identical cups. He put one cup in a refrigerator and left one cup out in a warm room. Neither cup was touched. The diagram below shows how much water was left in the cups two days later. Which cup was in the refrigerator? a a Cup A Cup B Many desert animals depend on the prickly pear cactus.",,5,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.5,8,7 A student poured the same amount of water into two identical cups. He put one cup in a refrigerator and left one cup out in a warm room. Neither cup was touched. The diagram below shows how much water was left in the cups two days later. Which cup was in the refrigerator? a a Cup A Cup B Many desert animals depend on the prickly pear cactus. What role does the prickly pear cactus play in a desert food web?,Diagram/image referenced in question,MC,"A) It obtains energy from producers., B) It decomposes other organisms., C) It preys upon other organisms., D) It provides energy to consumers. Students classified organisms based on their roles in a forest ecosystem. The data table shows how the",,5,,3,Real-world context with visual information. Some reasoning required.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Systems thinking implicitly involved but not consciously used for sense-making.,2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.5,9,Students classified organisms based on their roles in a forest ecosystem. The data table shows how the students classified the organisms of a forest ecosystem. Which energy flow is correct based on the students’ classifications?,Diagram/image referenced in question,MC,"A) Plant → Wolf, B) Plant → Deer, C) Sun → Deer, D) Earthworm → Wolf 10 A clay pot has a mass of 50 grams and a volume of 25 cubic centimeters. What is its density? grams per cubic centimeter 11 Look at the circle graph representing water on Earth. According to the graph, % of Earth's water is salty and % is fresh. Aquatic plants have adaptations that help them live in water. For example, the structures needed for making food are",,5,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Does Not Meet,Meets,Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.5,12,"10 A clay pot has a mass of 50 grams and a volume of 25 cubic centimeters. What is its density? grams per cubic centimeter 11 Look at the circle graph representing water on Earth. According to the graph, % of Earth's water is salty and % is fresh. Aquatic plants have adaptations that help them live in water. For example, the structures needed for making food are located on the tops of floating plant leaves. This adaptation helps the plants —",Diagram/image referenced in question,MC,"A) food chain is shown., B) stay anchored, C) avoid predators, D) capture fish",,5,,3,Real-world scenario with visual component provides some context for reasoning.,4,Engages investigation practices with data analysis.,3,"Requires applying science understanding in context, beyond simple recall.",2,Structure-function relationship implicitly present.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G5.5,13,Which role do the grasses have in the food chain?,None,MC,"A) They decompose small organisms to produce energy., B) They prevent the food chain from containing too many carnivores., C) They capture the energy from the sun and are food for consumers., D) They break down dead organisms into simpler substances. Use the information and your knowledge of science to answer the question.",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Systems thinking implicitly involved but not consciously used for sense-making.,1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
