Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G5.6,2,,None,MC,"A) student wants to show how the hydrosphere and the atmosphere interact. Which model could the student make to, B) Stephanie; the water disappeared because the beaker weighs less., C) Tony; the water didn’t disappear, it just changed forms., D) Tony; the water didn’t disappear, the beaker absorbed it.",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.6,4,show this interaction?,None,MC,"A) a model of a cloud forming in the sky, B) a life-cycle diagram of a frog in a pond, C) a model of a volcano releasing gas into the air, D) separate drawings of the ocean and of the sky Factories often release harmful substances into the atmosphere. These substances pollute the air.",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,3,Requires understanding relationships between science concepts.,2,Systems thinking implicitly involved but not consciously used for sense-making.,1.75,Low Guided Integration,Does Not Meet,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.6,5,"Factories often release harmful substances into the atmosphere. These substances pollute the air. An engineer wants to reduce all of the air pollution coming from a factory. First, she focuses on pollution from one harmful substance, ash. She places different materials over a model of a chimney to stop particles of ash from getting into the air. She measures the amount of pollution that each material catches and makes a graph of the results. What should be the engineer’s next step?",Diagram/image referenced in question,MC,"A) teacher wants to model for young children that matter is not destroyed when it changes. Which of the following, B) Make and sell Material 1 to nearby factories., C) Test Materials 1 and 2 on a real factory chimney., D) Retest the materials with a different type of factory pollution.",,5,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.6,6,models would best show this to the children?,Diagram/image referenced in question,MC,"A) boiling an ice cube so that it changes into gas, B) burning a piece of paper so that it will change into ash and smoke, C) taking a cup of water, pouring it onto sand, and watching the sand absorb it, D) weighing a piece of clay and then changing the shape of it and weighing it again Use the diagram and your knowledge of science to answer the question.",,5,,2,Visual provided but limited scenario context. Somewhat guided.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.6,7,"Use the diagram and your knowledge of science to answer the question. The graph above shows how much of Earth's water is fresh water, salt water, and other kinds of water. Which claim is best supported by the data in the graph?",Diagram/image referenced in question,MC,"A) planting and covering seeds in the soil, B) watering seeds that were planted, C) water from the puddle evaporating Jayden lives next to a river. He noticed that several fish are dying in the river. He researched this problem, and a, D) Earth's water is split evenly between fresh water and salt water. 8 Use the information and your knowledge of science to answer the question. Eli decided to plant a garden in his backyard. He used a small shovel to dig several holes in the soil. He planted the seeds of several different vegetables in the holes he dug and covered them up with more soil. He then watered the seeds. After a couple hours, when he went to check on his garden, he noticed that most of the water that was puddled next to the garden evaporated because of heat from the sun. Identify the two systems that interact for each event. atmosphere and biosphere and geosphere and hydrosphere hydrosphere biosphere",,5,,2,Visual provided but limited scenario context. Somewhat guided.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.6,9,"evaporating Jayden lives next to a river. He noticed that several fish are dying in the river. He researched this problem, and a scientist told him that dirt and other debris from building houses was washing into the river. Jayden wants to design a container that can catch the dirt and debris before it gets to the river. Which of the following is an example of criteria he might use in developing this design?",None,MC,"A) The container design should be tested many times., B) The container can only cost $10 to make., C) The container can only be made from available plastic in Jayden’s house., D) The container must collect a large amount of debris before it gets to the water. Coral reefs are home to many different organisms, including fish. However, they are often damaged by human",,5,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,1,Direct recall of definition or fact. No reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Meets,Does Not Meet,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.6,10,"Coral reefs are home to many different organisms, including fish. However, they are often damaged by human activity.",None,MC,"A) Redesign the product from scratch, and test it again., B) Tell scientists everywhere to start making and using their design., C) Look into how their design affects the biosphere, and make improvements., D) Look into how their design affects the hydrosphere, and make improvements. Humans and many other living things require fresh water to survive. There is more rain in many areas during an El",,5,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,2,Pattern recognition implicitly involved but not explicitly required.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.6,11,"Humans and many other living things require fresh water to survive. There is more rain in many areas during an El Niño year, but not all of this water adds to Earth’s fresh water supply. Select all of the statements below that describe paths that water can take that add to our supply of fresh water.",Diagram/image referenced in question,MC,"A) Water flows through streams and rivers into a local lake or pond., B) Water falls as snow and becomes part of a glacier on a mountaintop., C) River water flows downstream through streams and rivers into the ocean., D) Water absorbed by the ground becomes groundwater that supplies wells. E Water falls directly back into the ocean and is circulated by ocean currents. 12 A team of students wants to test whether planting grasses can help reduce landslides and flooding by helping the ground absorb more water. They decide to test three different grasses and compare their results to bare soil. The team takes containers that are all the same size and contain different grasses. They put the containers on a ramp with a bucket underneath them. A student pours 1 gallon of water at the top of the container. She pours at the same rate each time so the conditions are the same for all of the containers. Students then measure how much water is in the bucket at the bottom. The results of the experiment show that all of the grasses reduce the amount of water that runs to the bottom of the hill. The team comes up with some ideas that might improve the test so that it is more like what happens on a mountainside. Match the problem that each improvement tries to fix. Limitation Improvement Grasses are very small compared to some plants on a mountainside. Water falls only at the very top. The amount of water is very small compared to heavy rainfall. DRAG & DROP THE ANSWER Set up sprinkler system so water falls on the entire area. Test larger varieties of plants. Run several tests with increasing amounts of water. Look at the drawings of some bacteria and some mushrooms.",,5,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.6,13,E Water falls directly back into the ocean and is circulated by ocean currents. 12 A team of students wants to test whether planting grasses can help reduce landslides and flooding by helping the ground absorb more water. They decide to test three different grasses and compare their results to bare soil. The team takes containers that are all the same size and contain different grasses. They put the containers on a ramp with a bucket underneath them. A student pours 1 gallon of water at the top of the container. She pours at the same rate each time so the conditions are the same for all of the containers. Students then measure how much water is in the bucket at the bottom. The results of the experiment show that all of the grasses reduce the amount of water that runs to the bottom of the hill. The team comes up with some ideas that might improve the test so that it is more like what happens on a mountainside. Match the problem that each improvement tries to fix. Limitation Improvement Grasses are very small compared to some plants on a mountainside. Water falls only at the very top. The amount of water is very small compared to heavy rainfall. DRAG & DROP THE ANSWER Set up sprinkler system so water falls on the entire area. Test larger varieties of plants. Run several tests with increasing amounts of water. Look at the drawings of some bacteria and some mushrooms.,Diagram/image referenced in question,MC,,,5,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Engages investigation practices with data analysis.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,3.25,High Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.6,4,Whichof the following roles does each of them play in the ecosystem?,None,MC,"A) consumers, B) decomposers, C) predators, D) producers Grace observed 50mL of a clear substance. She poured it from a cup into a bag and noticed that it flowed, and took",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,2,Systems thinking implicitly involved but not consciously used for sense-making.,1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
