Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G5.11,1,Which statement best explains this observation?,None,MC,"A) The food coloring particles disappear and turn into water., B) The water breaks down the food coloring into invisible particles., C) The food coloring particles spread out evenly throughout the water., D) The water changes the food coloring into a new substance.",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,3,Requires constructing explanations or engaging in argumentation.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.11,2,The image shows a deflated and an inflated basketball. What causes the basketball to expand when air is pumped into it?,Diagram/image referenced in question,MC,"A) student measures 100 grams of ice cubes and places them in a sealed plastic bag. After the ice melts completely,, B) The rubber of the ball stretches on its own when pumped., C) More air particles are added, pushing against the ball's surface., D) The air outside the ball pushes it into a round shape.",,5,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.11,3,what will be the weight of the contents of the bag?,None,MC,"A) Exactly 100 grams, B) Slightly less than 100 grams, C) Slightly more than 100 grams, D) Much less than 100 grams as some matter is lost The table shows the properties of four elements.",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,2,Some prediction required but in straightforward context.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Partially Meets,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.11,4,"The table shows the properties of four elements. Element Luster Conductivity Malleability Cannot be stretched or Silicon Dull, metallic-looking Conducts heat well shaped Conducts electricity and Can be hammered into Manganese Shiny heat well thin sheets Does not conduct Brittle; shatters when Sulfur Dull electricity or heat shaped Conducts electricity and Can be pressed into sheets Graphite Shiny heat well but breaks easily Which element in the table is most likely classified as a metal?",Diagram/image referenced in question,MC,"A) Silicon, B) Manganese, C) Sulfur, D) Graphite 5 If you dissolve 20g of sugar in 100g of water, what is the mass of the mixture? grams Jamie weighs a glass of water and observes its weight to be 12 ounces. Jamie then adds 6 ice cubes to the glass of",,5,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,2,Structure-function relationship implicitly present.,2.75,High Guided Integration,Meets,Meets,Meets,Meets,Needs Improvement,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G5.11,6,"5 If you dissolve 20g of sugar in 100g of water, what is the mass of the mixture? grams Jamie weighs a glass of water and observes its weight to be 12 ounces. Jamie then adds 6 ice cubes to the glass of water. Each ice cube weighs one ounce. After all of the ice cubes have melted, what will be the approximate weight of the glass of water?",None,MC,"A) student wants to separate a mixture of sand and salt. Which property of these materials would be most useful for, B) 12 ounces, C) 18 ounces, D) 24 ounces",,5,,2,Some context provided but limited scenario complexity.,2,Some prediction required but in straightforward context.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.11,7,separating them?,None,MC,"A) student is designing a storage box for holding frozen food in an outdoor freezer. They test four materials by placing, B) Their different hardness levels., C) Their different solubilities in water., D) Their different electrical conductivities.",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.11,8,"samples in the freezer for one week and observing how each material responded to cold temperatures and pressure. Here are their notes: Appearance after Sample Cold Resistance Durability 1 week Became brittle and Surface showed tiny Cracked under slight Sample A cracked fractures force No change in Handled heavy Sample B Remained stable appearance weight easily Surface became Sample C Bent slightly Stayed intact dull and frosted Weakened under Sample D Color faded Became slightly soft pressure Based on these observations, which material property is MOST important for the student to consider when choosing the best material for a frozen food storage box?",Diagram/image referenced in question,MC,"A) student wants to separate a mixture of sand, salt, and iron filings. Which sequence of steps would be most effective, B) The ability to remain strong when cold, C) Surface texture or appearance after freezing, D) Whether the material stays the same shape over time",,5,,3,Presents data within a context. Some uncertainty but path is somewhat guided.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Does Not Meet,Meets,Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.11,9,to separate these materials?,None,MC,"A) student conducts an experiment by mixing baking soda and vinegar in a balloon-covered bottle. The student, B) 1) Use a magnet, 2) Add water and stir, 3) Filter the mixture, 4) Evaporate the water., C) 1) Filter the dry mixture, 2) Use a magnet on what's left in the filter, 3) Add water to the rest., D) 1) Add water and stir, 2) Filter the mixture, 3) Use a magnet, 4) Evaporate the water.",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.11,10,"observes the following: 1. The mixture bubbles vigorously. 2. The balloon inflates. 3. The bottle feels cool to the touch. 4. After the reaction, the liquid in the bottle tastes different from vinegar. Based on these observations, what can the student conclude about the mixing of baking soda and vinegar?",None,MC,"A) student is investigating what happens when different substances are mixed. They perform four tests and record, B) The baking soda and vinegar underwent a physical change, changing only in appearance., C) The baking soda and vinegar reacted chemically, forming one or more new substances., D) The baking soda and vinegar separated into their original components.",,5,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",2,Pattern recognition implicitly involved but not explicitly required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.11,11,their observations: Test 1: Mixed sugar and water - The sugar disappeared into the water. Test 2: Mixed oil and water - The liquids formed separate layers. Test 3: Mixed vinegar and baking soda - Bubbles formed and the mixture fizzed. Test 4: Mixed salt and water - The salt disappeared into the water. In which test did the mixing most likely result in the formation of a new substance?,None,MC,"A) video shows an apple falling from a tree, a skydiver jumping from a plane, and a basketball rolling off a table., B) Test 2, C) Test 3, D) Test 4",,5,,2,Some context provided but limited scenario complexity.,2,Some prediction required but in straightforward context.,2,Grade-appropriate content but routine application.,2,Cause and effect implicitly engaged but not explicitly required for reasoning.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
