Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G5.17,1,"transparent container with normal air, while Plant Y was placed in a sealed transparent container where the air had been specially treated to remove all carbon dioxide. Both plants received the same amount of water and light energy. After one week, which of the following outcomes would most likely be observed?",None,MC,"A) student is studying four different organisms in a woodland ecosystem. Based on how these organisms obtain, B) Both plants would grow similarly because water and light are the only essential requirements for photosynthesis., C) Plant Y would grow faster than Plant X because the absence of carbon dioxide forces plants to use oxygen more efficiently., D) Both plants would stop growing because sealed containers prevent the exchange of gases necessary for photosynthesis.",,5,,3,Real-world context with meaningful setup. Requires some application.,3,Requires prediction based on understanding — applies practice in context.,3,Grade-appropriate DCI used for reasoning in context.,2,Energy/matter concepts implicitly present.,2.75,High Guided Integration,Meets,Meets,Meets,Meets,Needs Improvement,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G5.17,2,"energy, which one would be classified as photosynthetic?",Diagram/image referenced in question,MC,"A) A white mushroom growing on the forest floor that absorbs nutrients from decaying leaves and releases carbon dioxide, B) A bright red cardinal bird that eats seeds and insects, using the energy to maintain its body temperature, C) A fern with broad green fronds that captures sunlight in specialized cell structures and produces glucose using water and carbon dioxide, D) A mistletoe plant with yellow stems that attaches to tree branches and extracts water and minerals from the host tree's vascular system Why does a plant's inability to grow without air support the idea that air is a key material for plant growth?",,5,,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,3,host tree's vascular system Why does a plant's inability to grow without air support the idea that air is a key material for plant growth?,None,MC,"A) It shows that air provides the physical support plants need to stand upright, B) It demonstrates that air contains carbon dioxide that plants use to make sugar for growth, C) It proves that air is needed only to keep plants cool during growth, D) It shows that air is only needed to spread seeds for plant reproduction What is the primary source of energy in food chains and how do plants use this energy?",,5,,2,Real-world reference provides some context but limited uncertainty.,3,Requires constructing explanations or engaging in argumentation.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.17,4,What is the primary source of energy in food chains and how do plants use this energy?,None,MC,"A) Plants get their energy by eating other organisms, B) Plants absorb all their energy directly from the soil, C) Plants get their energy from decomposers, D) Plants use sunlight energy to make their own food through photosynthesis What is the primary role of decomposers like bacteria and fungi in an ecosystem?",,5,,2,Real-world reference provides some context but limited uncertainty.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,5,What is the primary role of decomposers like bacteria and fungi in an ecosystem?,None,MC,"A) They break down dead organisms and return nutrients to the soil, B) They produce their own food using sunlight, C) They hunt and eat other living animals, D) They store extra nutrients for winter Two identical candles are placed in a dark room. One candle is 2 feet away from you, while the other candle is 10 feet",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Systems thinking implicitly involved but not consciously used for sense-making.,1.5,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,6,"Two identical candles are placed in a dark room. One candle is 2 feet away from you, while the other candle is 10 feet away. How will the two candles appear to you?",None,MC,"A) Both candles will appear equally bright and large, B) The farther candle will appear brighter and larger than the closer candle, C) The closer candle will appear brighter and larger than the farther candle, D) The closer candle will appear brighter but smaller than the farther candle The students in Mr. Johnson's class conducted an experiment to study shadow patterns throughout the day. They set",,5,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,7,"The students in Mr. Johnson's class conducted an experiment to study shadow patterns throughout the day. They set up a vertical stick in an open field and recorded their observations in the table below. Time of Day Shadow Length (meters) Shadow Direction 7:00 a.m. 12 Westward 9:00 a.m. 7 Westward 11:00 a.m. 3 Northward 1:00 p.m. 4 Eastward 3:00 p.m. 8 Eastward 5:00 p.m. ? Eastward If the students were to return at 5:00 p.m. to complete their data collection, which of the following would most likely be the shadow length and why?",Diagram/image referenced in question,MC,"A) 3 meters, because shadows are always shortest in the late afternoon when the Sun is still high in the sky., B) 7 meters, because the shadow at 5:00 p.m. would be the same length as at 9:00 a.m. when the Sun is at the same height but on the opposite side of the sky., C) 10 meters, because the rate of shadow lengthening from 11:00 a.m. to 3:00 p.m. suggests the shadow would continue to lengthen but not exceed the morning length., D) 13 meters, because shadows get progressively longer throughout the afternoon as the Sun moves toward the western horizon. The table below shows the time of day in different cities around the world at the same moment.",,5,,4,Rich scenario with data and observable phenomenon requiring genuine sense-making.,4,Engages investigation practices with data analysis.,3,Grade-appropriate DCI used for reasoning in context.,2,Pattern recognition implicitly involved but not explicitly required.,3.25,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G5.17,8,the western horizon. The table below shows the time of day in different cities around the world at the same moment. City Time Tokyo 3:00 p.m. Cairo 8:00 a.m. New York 1:00 a.m. Los Angeles 10:00 p.m. (previous day) Which statement best explains why these cities experience different times of day simultaneously?,Diagram/image referenced in question,MC,"A) The cities experience different times because Earth completes one orbit around the Sun every 24 hours, exposing different locations to sunlight at different moments., B) The cities experience different times because Earth's axis points in different directions throughout the day, causing sunlight to reach cities at different angles., C) The cities experience different times because Earth rotates on its axis once every 24 hours, gradually exposing different parts of its surface to sunlight., D) The cities experience different times because the Sun moves around Earth at varying speeds, reaching different cities at different times throughout the day. When a volcano erupts and releases ash and gases into the air, these materials initially move from which Earth system",,5,,3,Real-world scenario with visual component provides some context for reasoning.,4,Requires analyzing data and constructing/evaluating evidence-based claims.,3,Grade-appropriate DCI used for reasoning in context.,2,Pattern recognition implicitly involved but not explicitly required.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G5.17,9,"different cities at different times throughout the day. When a volcano erupts and releases ash and gases into the air, these materials initially move from which Earth system to another?",None,MC,"A) From the biosphere to the atmosphere, B) From the geosphere to the atmosphere, C) From the hydrosphere to the geosphere, D) From the atmosphere to the hydrosphere Which of the following scenarios best demonstrates the process of evaporation in the water cycle?",,5,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.17,10,Which of the following scenarios best demonstrates the process of evaporation in the water cycle?,None,MC,"A) geologist discovers a rock formation that shows evidence of having once been composed of marine organism shells,, B) Ice cubes melting in a glass, C) Rain falling from clouds, D) A puddle of water disappearing from the sidewalk on a hot sunny day",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,1.75,Low Guided Integration,Does Not Meet,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,11,"but now exhibits visible mineral crystals, banding patterns, and has a much harder texture than would be expected from its original components. If this rock were subjected to extremely high temperatures deep within Earth's crust, which sequence of processes would most accurately describe its complete transformation from its original state to becoming magma?",None,MC,"A) Sedimentation → Metamorphism → Melting, B) Crystallization → Weathering and erosion → Melting, C) Sedimentation → Weathering and erosion → Metamorphism → Melting, D) Metamorphism → Sedimentation → Melting What percentage of Earth's surface is covered by water?",,5,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.0,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,12,What percentage of Earth's surface is covered by water?,None,MC,"A) coastal town near a sea turtle nesting beach is experiencing a decline in successful hatchling journeys to the ocean., B) 51%, C) 71%, D) 97%",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,13,"Town officials have collected the following data over the past five years: Beach areas with no light restrictions: 28% of hatchlings reach the ocean Beach areas with yellow lighting only: 45% of hatchlings reach the ocean Beach areas with red lighting only: 62% of hatchlings reach the ocean Beach areas with light curfews (no lights from 10 PM to 6 AM): 85% of hatchlings reach the ocean Based on Dr. Caretta's research and the data presented, which conservation policy would be most effective for the town to implement while still allowing some nighttime beach activities for residents?",None,MC,"A) student mixes 30 grams of sugar with 120 grams of water in a beaker. After stirring, the sugar seems to disappear, B) Implement a partial light curfew from 8 PM to midnight when most tourists visit the beach., C) Install red lighting fixtures on all beachfront properties and restrict the use of flashlights and mobile phones on the beach at night., D) Establish an educational campaign explaining why residents should turn off their porch lights, without creating any new lighting regulations.",,5,,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,3,"Requires applying science understanding in context, beyond simple recall.",2,Cause and effect implicitly engaged but not explicitly required for reasoning.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,14,completely. What should be the total weight of the sugar-water mixture?,None,MC,"A) scientist is conducting an experiment where they mix baking soda and vinegar in a sealed container. They weigh the, B) 30 grams, C) 120 grams, D) 150 grams",,5,,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.17,15,container and its contents before and after the reaction. What is the best way to show that matter is conserved in this reaction?,None,MC,"A) student needs to design a container to safely transport a fragile glass sculpture. Which combination of physical, B) Compare the total weight before and after the reaction - they should be the same, C) Count how many new substances formed after the reaction, D) Measure how much foam is produced during the reaction",,5,,2,Some context provided but limited scenario complexity.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Energy/matter concepts implicitly present.,1.75,Low Guided Integration,Does Not Meet,Partially Meets,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
