Assessment,Q#,Stem,Image/Diagram Description,Type,Choices,Correct Answer,Grade,NGSS Standard,Scenario (1-5),Scenario Justification,SEP (1-5),SEP Justification,DCI (1-5),DCI Justification,CCC (1-5),CCC Justification,Indicator Avg,Holistic Classification,Crit 2: Three-Dimensional,Crit 3: Phenomena,Crit 5: Complexity,Crit 6: Technical Quality,Overall Rating,Key Recommendation
Alpha Standardized Science G5.12,1,"Alpha Standardized Science G5.12 Created By STC 11 During a science lab, four students mixed different substances and recorded what they saw: Group What They Mixed What Happened After Mixing",None,MC,"A) student is trying to identify a mystery object found in a box of building materials. They recorded the following, B) Group B, because the salt seemed to disappear when it mixed with water., C) Group C, because the ice melted into water and changed its form., D) Group D, because the materials mixed together but stayed visible.",,5,5-PS1-4; MS-PS1-2; 2-PS1-4,3,Presents data within a context. Some uncertainty but path is somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Some content engagement in answer choices but limited reasoning with DCI.,2,Pattern recognition implicitly involved but not explicitly required.,2.0,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.12,2,observations: It is silver-gray in color. It is not attracted to a magnet. It conducts electricity. It is flexible but not bendable by hand. It has less unit weight than a piece of steel of the same size. They compare their data with a chart of known materials: Conducts Unit Weight Material Color Magnetic Flexibility Electricity (g/cm3) Copper Reddish-brown No Yes 8.96 Low Steel Silver-gray Yes Yes 7.85 Low Aluminum Silver-gray No Yes 2.70 Medium Wood Brown No No 0.60 High Zinc Silver-gray No No 7.14 Medium Magnesium Silver-gray No Yes 1.74 Medium Graphite Black No Yes 2.26 Medium,Diagram/image referenced in question,MC,"A) Zinc and Graphite, B) Aluminum and Zinc, C) Aluminum and Magnesium, D) Magnesium and Wood E Copper and Aluminum 3 Students create a drawing of organisms in a garden. In their drawing, a bird eats a caterpillar. Another caterpillar is eating the leaves on a parsley plant. Mushrooms grow in the shadow of the parsley. Complete the table to show the role each organism has in the food web, based on the students' drawing. Move the correct answer to each box. Each answer may be used more than once. Organism Role in the Food web Bird Mushroom Caterpillar Parsley DRAG & DROP THE ANSWER Producer Consumer Decomposer Note: Use CTRL+D to drag the option via keyboard The pictures show tools that can be used for separating mixtures.",C,5,5-PS1-3; 2-PS1-1,3,Real-world scenario with visual component provides some context for reasoning.,3,Requires data analysis — expected use of practice but meaningful reasoning.,2,DCI present but used at surface level — identification rather than reasoning.,2,Pattern recognition implicitly involved but not explicitly required.,2.5,Low Guided Integration,Partially Meets,Meets,Meets,Meets,Needs Improvement,"Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.12,4,"E Copper and Aluminum 3 Students create a drawing of organisms in a garden. In their drawing, a bird eats a caterpillar. Another caterpillar is eating the leaves on a parsley plant. Mushrooms grow in the shadow of the parsley. Complete the table to show the role each organism has in the food web, based on the students' drawing. Move the correct answer to each box. Each answer may be used more than once. Organism Role in the Food web Bird Mushroom Caterpillar Parsley DRAG & DROP THE ANSWER Producer Consumer Decomposer Note: Use CTRL+D to drag the option via keyboard The pictures show tools that can be used for separating mixtures. Which tool would work BEST to separate one material from the other in the mixture? A B C D The image shows a tree on a sunny day with four labeled positions (A, B, C, and D) around it. The Sun is located in the",Diagram/image referenced in question,MC,,,5,5-PS1-3; 3-5-ETS1-2; 2-PS1-1; 2-PS1-2,3,Presents data within a context. Some uncertainty but path is somewhat guided.,4,Engages investigation practices with data analysis.,3,"Requires applying science understanding in context, beyond simple recall.",2,Systems thinking implicitly involved but not consciously used for sense-making.,3.0,High Guided Integration,Meets,Meets,Meets,Meets,Strong,Good question. Consider adding more complexity through novel data or multi-step reasoning.
Alpha Standardized Science G5.12,5,"Which tool would work BEST to separate one material from the other in the mixture? A B C D The image shows a tree on a sunny day with four labeled positions (A, B, C, and D) around it. The Sun is located in the upper-left part of the sky. Based on the Sun's position in the sky, where will the tree's shadow most likely fall?",Diagram/image referenced in question,MC,"A) A, B) B, C) C, D) D Students use a circuit to investigate the properties of six objects. The buzzer makes a sound if an object completes the",C,5,5-ESS1-2; 1-ESS1-1; 1-PS4-3,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,"Requires applying science understanding in context, beyond simple recall.",2,Systems thinking implicitly involved but not consciously used for sense-making.,2.5,Low Guided Integration,Partially Meets,Partially Meets,Meets,Meets,Needs Improvement,Add a real-world phenomenon or puzzling scenario that students need to figure out.
Alpha Standardized Science G5.12,6,Students use a circuit to investigate the properties of six objects. The buzzer makes a sound if an object completes the circuit. The circuit and observations are shown. Which objects are electrical insulators?,Diagram/image referenced in question,MC,"A) Eraser, toothpick, cotton ball, B) Eraser, paper clip, safety pin, C) Toothpick, paper clip, safety pin, D) Paper clip, safety pin, aluminum foil Soil and Water",A,5,5-PS1-3; 4-PS3-2; 2-PS1-2,2,Visual provided but limited scenario context. Somewhat guided.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.5,Scripted,Does Not Meet,Partially Meets,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.12,7,"Soil and Water Soil is made of tiny rock pieces, water, air, and dead plants. Different soils hold different amounts of water. Some soils can hold more water than others, just like different sponges can hold different amounts of water. When soil holds water, we call this ""water retention."" Soils with smaller particles (like clay) can hold more water because there are smaller spaces between particles that trap water. Soils with larger particles (like sand) let water pass through quickly. Plants need water from soil to grow, so the amount of water soil can hold is important. Types of Soil We Learned About: Sand has large particles that feel rough when you touch it. It is light colored. Clay has very small particles that feel smooth. It has a brownish color. Topsoil is dark colored and rich with dead plant material. Which option correctly shows the soil types ranked from MOST water retention to LEAST water retention?",None,MC,"A) desert food web is shown., B) Clay → Topsoil → Sand, C) Topsoil → Clay → Sand, D) Sand → Clay → Topsoil",B,5,5-ESS2-1; 5-PS1-3; 2-PS1-1,3,Real-world context with meaningful setup. Requires some application.,1,No science practice engaged. Recall/identification only.,2,DCI present but used at surface level — identification rather than reasoning.,3,Multiple CCCs implicitly engaged through the reasoning required.,2.25,Low Guided Integration,Does Not Meet,Meets,Partially Meets,Meets,Needs Improvement,"Require students to engage in a science practice (analyze data, construct explanation, argue from evidence). Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.12,8,How many carnivores are represented in the desert food web?,None,MC,"A) 2, B) 3, C) 4, D) 5 The chart shows properties of four elements.",D,5,5-LS2-1; 5-PS3-1; K-LS1-1,2,Real-world reference provides some context but limited uncertainty.,2,"Uses a model but at mechanical/reading level, not for sense-making.",2,DCI present but used at surface level — identification rather than reasoning.,2,Systems thinking implicitly involved but not consciously used for sense-making.,2.0,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
Alpha Standardized Science G5.12,9,"The chart shows properties of four elements. Based on these properties, which element is most likely a nonmetal?",Diagram/image referenced in question,MC,"A) Element 1, B) Element 2, C) Element 3, D) Element 4 Which statement best explains why the sun appears to move across the sky during the day?",B,5,5-PS1-3; 2-PS1-1,2,Visual provided but limited scenario context. Somewhat guided.,3,Requires prediction based on understanding — applies practice in context.,3,"Requires applying science understanding in context, beyond simple recall.",1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",2.25,Low Guided Integration,Partially Meets,Partially Meets,Partially Meets,Meets,Needs Improvement,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Explicitly engage a crosscutting concept (cause/effect, patterns, systems, structure/function)."
Alpha Standardized Science G5.12,10,Which statement best explains why the sun appears to move across the sky during the day?,None,MC,"A) student places objects in a bucket of water to determine if they will float., B) The Earth is revolving around the sun., C) The Earth is tilted at 23.5 degrees., D) The Earth is rotating on its axis.",D,5,5-ESS1-2; 1-ESS1-1,1,Minimal or no scenario. Question is straightforward recall or identification.,3,Requires constructing explanations or engaging in argumentation.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.75,Low Guided Integration,Partially Meets,Does Not Meet,Partially Meets,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Push beyond recall — require students to reason with science ideas, not just identify them."
Alpha Standardized Science G5.12,11,Which set of items is less dense than water?,None,MC,"A) food chain is shown., B) Toothpick, metal spoon, and plastic paper clip, C) Metal spoon, vegetable oil, and penny, D) Toothpick, cork, and vegetable oil",D,5,5-PS1-3; 2-PS1-1,1,Minimal or no scenario. Question is straightforward recall or identification.,1,No science practice engaged. Recall/identification only.,2,Grade-appropriate content but routine application.,1,"No CCC engagement. No patterns, cause/effect, or systems thinking required.",1.25,Scripted,Does Not Meet,Does Not Meet,Does Not Meet,Meets,Weak,"Add a real-world phenomenon or puzzling scenario that students need to figure out. Require students to engage in a science practice (analyze data, construct explanation, argue from evidence)."
